ticker,marketCap,sector,industry,sharesOut,last_close,nonzero_days_30d,pct_nonzero_30d,max_consec_zero_30d,med_value_90d,med_volume_90d,turnover_med,status,why
PANI.JK,277735234600960.0,Real Estate,Real Estate - Development,16883600384.0,16450.0,30,1.0,0,106930450000.0,10464900.0,0.0006198263262566449,ACTIVE,pass
PGEO.JK,64960021397504.0,Utilities,Utilities - Renewable,41507999744.0,1565.0,30,1.0,0,105478437750.0,75714600.0,0.0018240965709494248,ACTIVE,pass
MBMA.JK,46869828861952.0,Basic Materials,Other Precious Metals & Mining,107994996736.0,434.0,30,1.0,0,98126480700.0,228884500.0,0.002119399110308058,ACTIVE,pass
UNTR.JK,88162189705216.0,Basic Materials,Other Industrial Metals & Mining,3631810048.0,24275.0,30,1.0,0,83839860000.0,3842000.0,0.001057874709641202,ACTIVE,pass
AADI.JK,56065609695232.0,Energy,Thermal Coal,7786890240.0,7200.0,30,1.0,0,81532030000.0,11993150.0,0.0015401719595831878,ACTIVE,pass
BRIS.JK,125932987744256.0,Financial Services,Banks - Regional,46129299456.0,2730.0,30,1.0,0,80623150000.0,29821950.0,0.0006464860804670443,ACTIVE,pass
AMRT.JK,98828304777216.0,Consumer Defensive,Grocery Stores,41524498432.0,2380.0,30,1.0,0,73015681000.0,29108150.0,0.0007009873953725689,ACTIVE,pass
RAJA.JK,11032678367232.0,Utilities,Utilities - Regulated Gas,4227079936.0,2610.0,30,1.0,0,70487438000.0,32716050.0,0.007739633623053396,ACTIVE,pass
PGAS.JK,40483304767488.0,Utilities,Utilities - Regulated Gas,24241500160.0,1670.0,30,1.0,0,66136730000.0,41370000.0,0.0017065775520057583,ACTIVE,pass
RATU.JK,19073226244096.0,Energy,Oil & Gas E&P,2715049984.0,7025.0,30,1.0,0,65992526250.0,9925400.0,0.003655696970034125,ACTIVE,pass
TOBA.JK,8628983037952.0,Energy,Thermal Coal,8257399808.0,1045.0,30,1.0,0,59693484000.0,78696850.0,0.009530463805780156,ACTIVE,pass
DEWA.JK,9113977225216.0,Energy,Thermal Coal,40687398912.0,224.0,30,1.0,0,59366876900.0,366053050.0,0.008996717897639787,ACTIVE,pass
INDF.JK,70901974433792.0,Consumer Defensive,Packaged Foods,8780430336.0,8075.0,30,1.0,0,59309993750.0,7447600.0,0.0008482044404434986,ACTIVE,pass
KLBF.JK,62188681166848.0,Healthcare,Drug Manufacturers - General,45393199104.0,1370.0,30,1.0,0,54463406750.0,37523050.0,0.0008266227263258366,ACTIVE,pass
TCPI.JK,30000000532480.0,Industrials,Marine Shipping,5000000000.0,6000.0,30,1.0,0,53534040000.0,9341750.0,0.00186835,ACTIVE,pass
PSAB.JK,10848599801856.0,Basic Materials,Gold,26460000256.0,410.0,30,1.0,0,51100210500.0,141080700.0,0.00533184802097683,ACTIVE,pass
INCO.JK,41316012523520.0,Basic Materials,Other Industrial Metals & Mining,10539799552.0,3920.0,30,1.0,0,50417865000.0,16153400.0,0.0015326097920842128,ACTIVE,pass
MEDC.JK,30606920515584.0,Energy,Oil & Gas E&P,24682999808.0,1240.0,30,1.0,0,46616411750.0,38382800.0,0.0015550297896757168,ACTIVE,pass
JPFA.JK,18429903896576.0,Consumer Defensive,Farm Products,8716080128.0,1585.0,30,1.0,0,43523270000.0,26508300.0,0.0030413098102257375,ACTIVE,pass
UNVR.JK,67143999684608.0,Consumer Defensive,Household & Personal Products,38150000640.0,1760.0,30,1.0,0,42932094250.0,27803500.0,0.0007287942210634783,ACTIVE,pass
INKP.JK,44451711942656.0,Basic Materials,Paper & Paper Products,5470980096.0,8125.0,30,1.0,0,41507543000.0,7115350.0,0.0013005622164851684,ACTIVE,pass
PTBA.JK,27749704007680.0,Energy,Thermal Coal,11514399744.0,2410.0,30,1.0,0,37346193000.0,14204200.0,0.0012336031678422158,ACTIVE,pass
ITMG.JK,26779104313344.0,Energy,Thermal Coal,1129920000.0,23700.0,30,1.0,0,36328613750.0,1609400.0,0.0014243486264514302,ACTIVE,pass
CBDK.JK,34013639081984.0,Real Estate,Real Estate Services,5668939776.0,6000.0,30,1.0,0,35641300000.0,6034400.0,0.0010644671205623335,ACTIVE,pass
ISAT.JK,72886811361280.0,Communication Services,Telecom Services,32250800128.0,2260.0,30,1.0,0,34881335500.0,18482150.0,0.0005730757043746607,ACTIVE,pass
COIN.JK,23970617229312.0,,,14705899520.0,1630.0,21,0.875,2,33577303500.0,44318300.0,0.00301364088199618,ACTIVE,pass
BKSL.JK,25994895294464.0,Real Estate,Real Estate - Development,357500000.0,155.0,30,1.0,0,33445174250.0,291912350.0,0.8165380419580419,ACTIVE,pass
BBTN.JK,16911452602368.0,Financial Services,Banks - Regional,14034400256.0,1205.0,30,1.0,0,31879600750.0,28744700.0,0.002048160197491235,ACTIVE,pass
PNLF.JK,8069569314816.0,Financial Services,Banks - Regional,32022099968.0,252.0,30,1.0,0,31531420300.0,104726850.0,0.0032704554075046475,ACTIVE,pass
SMGR.JK,18026613178368.0,Basic Materials,Building Materials,6751540224.0,2670.0,30,1.0,0,30284275000.0,11559800.0,0.0017121722772098528,ACTIVE,pass
ADMR.JK,45379353575424.0,Basic Materials,Coking Coal,40882298880.0,1110.0,30,1.0,0,29821335000.0,31563700.0,0.0007720627475633777,ACTIVE,pass
ERAA.JK,7260409954304.0,Consumer Cyclical,Specialty Retail,15783499776.0,460.0,30,1.0,0,29788037500.0,62960050.0,0.00398897905366562,ACTIVE,pass
SMIL.JK,3168104611840.0,Industrials,Rental & Leasing Services,8751670272.0,362.0,30,1.0,0,28839160100.0,105306250.0,0.01203270309862058,ACTIVE,pass
DKFT.JK,4576196427776.0,Basic Materials,Other Industrial Metals & Mining,5513489920.0,830.0,30,1.0,0,28629512400.0,56098500.0,0.010174771481218198,ACTIVE,pass
BUKA.JK,17943228317696.0,Consumer Cyclical,Internet Retail,103122001920.0,174.0,30,1.0,0,28483227600.0,201498900.0,0.001953985534108607,ACTIVE,pass
CMNT.JK,15584204947456.0,Basic Materials,Building Materials,17125499904.0,910.0,30,1.0,0,26048584500.0,31111600.0,0.001816682734775717,ACTIVE,pass
ACES.JK,8163400089600.0,Consumer Cyclical,Specialty Retail,17150000128.0,476.0,30,1.0,0,25817705200.0,49402200.0,0.0028805947306871065,ACTIVE,pass
AKRA.JK,25382348652544.0,Energy,Oil & Gas Refining & Marketing,19752800256.0,1285.0,30,1.0,0,25083232500.0,21059000.0,0.0010661273200291304,ACTIVE,pass
KIJA.JK,4091917369344.0,Real Estate,Real Estate - Development,711956992.0,199.0,30,1.0,0,24700211600.0,137243150.0,0.19276887725263045,ACTIVE,pass
SCMA.JK,15739915337728.0,Communication Services,Broadcasting,63467401216.0,248.0,30,1.0,0,24143758500.0,146310650.0,0.00230528818254363,ACTIVE,pass
MAPI.JK,20169000747008.0,Consumer Cyclical,Department Stores,16600000512.0,1215.0,30,1.0,0,24058180000.0,18546200.0,0.0011172409293959424,ACTIVE,pass
INET.JK,2415221538816.0,Communication Services,Telecom Services,8444830208.0,286.0,30,1.0,0,23915921700.0,159041450.0,0.01883299558223634,ACTIVE,pass
MIKA.JK,33517075431424.0,Healthcare,Medical Care Facilities,13907500032.0,2410.0,30,1.0,0,23585920500.0,9144100.0,0.0006574941563156705,ACTIVE,pass
SSIA.JK,11564975390720.0,Industrials,Engineering & Construction,4625990144.0,2500.0,30,1.0,0,23357005750.0,21652200.0,0.004680554719314162,ACTIVE,pass
TINS.JK,7447750115328.0,Basic Materials,Other Industrial Metals & Mining,7447750144.0,1000.0,30,1.0,0,23014500750.0,23822100.0,0.0031985632626507186,ACTIVE,pass
EXCL.JK,48987180630016.0,Communication Services,Telecom Services,18143399936.0,2700.0,30,1.0,0,22709440500.0,10130150.0,0.0005583380202020368,ACTIVE,pass
MSIN.JK,30641479483392.0,Communication Services,Entertainment,60676198400.0,505.0,30,1.0,0,22407918750.0,44342700.0,0.0007308088042641775,ACTIVE,pass
BULL.JK,2145905541120.0,Industrials,Marine Shipping,14117799936.0,152.0,30,1.0,0,21432000750.0,174832900.0,0.012383862980957885,ACTIVE,pass
MAPA.JK,18385079369728.0,Consumer Cyclical,Specialty Retail,28504000512.0,645.0,30,1.0,0,21383052000.0,30390650.0,0.0010661889367847063,ACTIVE,pass
ENRG.JK,13907967082496.0,Energy,Oil & Gas E&P,25996199936.0,535.0,30,1.0,0,21322995400.0,79053300.0,0.003040955993361383,ACTIVE,pass
CTRA.JK,18535701020672.0,Real Estate,Real Estate - Development,18535700480.0,1000.0,30,1.0,0,21124113250.0,22015400.0,0.001187729593697017,ACTIVE,pass
ITMA.JK,754285019136.0,Basic Materials,Other Industrial Metals & Mining,999052992.0,755.0,30,1.0,0,21008668500.0,25388100.0,0.025412165524048597,ACTIVE,pass
MERI.JK,287766151168.0,Consumer Defensive,Education & Training Services,1035129984.0,278.0,22,0.957,1,20595950800.0,49773400.0,0.04808420272752915,ACTIVE,pass
HRTA.JK,3246708228096.0,Consumer Cyclical,Luxury Goods,4605259776.0,705.0,30,1.0,0,19016994500.0,30472000.0,0.006616782001919364,ACTIVE,pass
CYBR.JK,6209223000064.0,Technology,Software - Infrastructure,6640880128.0,935.0,30,1.0,0,18991778500.0,19972850.0,0.00300756068699212,ACTIVE,pass
SMRA.JK,7296801308672.0,Real Estate,Real Estate - Development,16508600320.0,442.0,30,1.0,0,18575841900.0,45994000.0,0.002786062967693193,ACTIVE,pass
WIRG.JK,1408754778112.0,Technology,Information Technology Services,11938599936.0,118.0,30,1.0,0,18562968200.0,210309650.0,0.017615939149265417,ACTIVE,pass
AYAM.JK,684000018432.0,Consumer Defensive,Farm Products,4000000000.0,171.0,30,1.0,0,18273893300.0,120362100.0,0.030090525,ACTIVE,pass
INDY.JK,7049645129728.0,Energy,Thermal Coal,5202690048.0,1355.0,30,1.0,0,18256346000.0,13406150.0,0.0025767727610745417,ACTIVE,pass
HEAL.JK,25353898688512.0,Healthcare,Medical Care Facilities,15365999616.0,1650.0,30,1.0,0,18175529000.0,14490350.0,0.0009430138202601397,ACTIVE,pass
EMTK.JK,58701889142784.0,Communication Services,Broadcasting,61147799552.0,960.0,30,1.0,0,17360814750.0,32850500.0,0.0005372311062814939,ACTIVE,pass
DSNG.JK,15369709289472.0,Consumer Defensive,Farm Products,10599799808.0,1450.0,30,1.0,0,17257029000.0,22027200.0,0.002078076982489366,ACTIVE,pass
TAPG.JK,29778750996480.0,Consumer Defensive,Farm Products,19852500992.0,1500.0,30,1.0,0,17234541500.0,16827350.0,0.0008476186454684449,ACTIVE,pass
OASA.JK,1193277390848.0,Utilities,Utilities - Renewable,6347219968.0,188.0,28,0.933,2,17177268250.0,120505650.0,0.01898557960926808,ACTIVE,pass
FILM.JK,40719624437760.0,Communication Services,Entertainment,10887600128.0,3740.0,30,1.0,0,16983790175.384521,6866200.0,0.0006306440280022745,ACTIVE,pass
JSMR.JK,25838015741952.0,Industrials,Infrastructure Operations,7257869824.0,3560.0,30,1.0,0,16571574000.0,4537250.0,0.0006251489913743595,ACTIVE,pass
MARK.JK,2488999870464.0,Healthcare,Medical Instruments & Supplies,3800000000.0,655.0,30,1.0,0,16413475750.0,22176750.0,0.005835986842105263,ACTIVE,pass
INTP.JK,23378740117504.0,Basic Materials,Building Materials,3515599872.0,6650.0,30,1.0,0,15871855250.0,3220950.0,0.0009161878818045423,ACTIVE,pass
ESSA.JK,10250065281024.0,Basic Materials,Chemicals,17226999808.0,595.0,30,1.0,0,15390222750.0,25557500.0,0.0014835723158324655,ACTIVE,pass
UNIQ.JK,1268147945472.0,Energy,Thermal Coal,3138980096.0,404.0,30,1.0,0,15328451200.0,34047800.0,0.010846771549582964,ACTIVE,pass
BTPS.JK,11324086026240.0,Financial Services,Banks - Regional,7703459840.0,1470.0,30,1.0,0,14555646250.0,11751550.0,0.0015254898765072293,ACTIVE,pass
SIDO.JK,15189074247680.0,Healthcare,Drug Manufacturers - Specialty & Generic,29782499328.0,510.0,30,1.0,0,14103892250.0,26875700.0,0.0009023990802119427,ACTIVE,pass
PTPP.JK,2560730595328.0,Industrials,Engineering & Construction,6185339904.0,414.0,30,1.0,0,13787497200.0,35109500.0,0.005676244239592237,ACTIVE,pass
PWON.JK,18493286121472.0,Real Estate,Real Estate - Diversified,48159600640.0,384.0,30,1.0,0,13724454500.0,37644250.0,0.0007816561910759234,ACTIVE,pass
BIPI.JK,5670207750144.0,Industrials,Infrastructure Operations,60059398144.0,89.0,30,1.0,0,13624228350.0,168200350.0,0.00280056669227218,ACTIVE,pass
FORE.JK,5083464990720.0,Consumer Cyclical,Restaurants,8918360064.0,570.0,30,1.0,0,13487240000.0,25468700.0,0.0028557604556478243,ACTIVE,pass
ARTO.JK,27722600415232.0,Financial Services,Banks - Regional,13861300224.0,2000.0,30,1.0,0,13209186000.0,7737150.0,0.000558183566834776,ACTIVE,pass
LSIP.JK,9411544219648.0,Consumer Defensive,Farm Products,6819959808.0,1380.0,30,1.0,0,13026835250.0,10423000.0,0.0015283081269443165,ACTIVE,pass
DOOH.JK,1253700272128.0,Communication Services,Advertising Agencies,7738890240.0,162.0,30,1.0,0,12734654400.0,128220700.0,0.016568357480671543,ACTIVE,pass
HRUM.JK,11464077213696.0,Energy,Thermal Coal,13177100288.0,870.0,30,1.0,0,12590820250.0,15724800.0,0.001193342970480396,ACTIVE,pass
SSMS.JK,13144499945472.0,Consumer Defensive,Farm Products,9525000192.0,1380.0,30,1.0,0,12358356000.0,8602400.0,0.0009031390894065402,ACTIVE,pass
BLOG.JK,1706642505728.0,Industrials,Integrated Freight & Logistics,3379490048.0,505.0,23,1.0,0,12313322400.0,26228500.0,0.007761082183248968,ACTIVE,pass
ELSA.JK,3532474023936.0,Energy,Oil & Gas Equipment & Services,7298500096.0,484.0,30,1.0,0,12214613500.0,25176250.0,0.0034495101279505415,ACTIVE,pass
GPRA.JK,667158970368.0,Real Estate,Real Estate - Development,4276659968.0,156.0,30,1.0,0,11932454750.0,95064950.0,0.02222878384330788,ACTIVE,pass
STAA.JK,10794366402560.0,Consumer Defensive,Farm Products,10903400448.0,990.0,30,1.0,0,11900738500.0,14359650.0,0.0013169882247729401,ACTIVE,pass
KPIG.JK,19706534690816.0,Real Estate,Real Estate Services,97557102592.0,202.0,30,1.0,0,11822198800.0,71938200.0,0.0007373958234579547,ACTIVE,pass
DATA.JK,2708750204928.0,Communication Services,Telecom Services,1375000064.0,1970.0,30,1.0,0,11811286000.0,8704450.0,0.006330508796252681,ACTIVE,pass
BSDE.JK,18403792257024.0,Real Estate,Real Estate - Development,20913399808.0,880.0,30,1.0,0,11571566500.0,14373450.0,0.0006872842355599077,ACTIVE,pass
PSAT.JK,2179054436352.0,Industrials,Marine Shipping,1482349952.0,1470.0,25,1.0,0,11205079000.0,6643500.0,0.004481735227930847,ACTIVE,pass
ARCI.JK,16515275423744.0,Basic Materials,Gold,24835000320.0,665.0,26,0.867,4,9994761000.0,24889250.0,0.0010021844042400238,ACTIVE,pass
IOTF.JK,439094902784.0,Technology,Communication Equipment,5290299904.0,83.0,30,1.0,0,9984908300.0,76313500.0,0.01442517463750955,ACTIVE,pass
BNGA.JK,42864553754624.0,Financial Services,Banks - Regional,71286896.0,1705.0,30,1.0,0,9833572250.0,5796500.0,0.08131227932830741,ACTIVE,pass
PACK.JK,6134016507904.0,Consumer Cyclical,Packaging & Containers,1597400064.0,3840.0,30,1.0,0,9228616000.0,3616500.0,0.002263991395457963,ACTIVE,pass
NICL.JK,10954667458560.0,Basic Materials,Other Industrial Metals & Mining,10635599872.0,1030.0,30,1.0,0,9078704000.0,10467100.0,0.0009841569940550693,ACTIVE,pass
BBYB.JK,3844944166912.0,Financial Services,Banks - Regional,13350500352.0,288.0,30,1.0,0,8283161700.0,34967750.0,0.0026192089493306207,ACTIVE,pass
HATM.JK,2360959827968.0,Industrials,Marine Shipping,8679999488.0,272.0,30,1.0,0,8038539000.0,30998350.0,0.0035712386899163836,ACTIVE,pass
CLEO.JK,14640000008192.0,Consumer Defensive,Beverages - Non-Alcoholic,24000000000.0,610.0,30,1.0,0,7989071000.0,12241300.0,0.0005100541666666667,ACTIVE,pass
GOTO.JK,65421780713472.0,Technology,Software - Infrastructure,1055190024192.0,62.0,30,1.0,0,205209286500.0,3132418850.0,0.002968582699024865,DORMANT,price < floor
AMMN.JK,601901011828736.0,Basic Materials,Other Precious Metals & Mining,72518197248.0,8300.0,30,1.0,0,178302170000.0,24638850.0,0.00033976092808456464,DORMANT,turnover < min
TPIA.JK,761234299289600.0,Basic Materials,Specialty Chemicals,86503899136.0,8800.0,30,1.0,0,125631627500.0,13745950.0,0.00015890555382236406,DORMANT,turnover < min
BREN.JK,1170627562045440.0,Utilities,Utilities - Renewable,133786001408.0,8750.0,30,1.0,0,120622612500.0,20154250.0,0.00015064543216697734,DORMANT,turnover < min
CDIA.JK,189115932868608.0,,,124828999680.0,1515.0,21,0.875,2,93646876500.0,58322600.0,0.0004672199580987622,DORMANT,turnover < min
ICBP.JK,111371144396800.0,Consumer Defensive,Packaged Foods,11661899776.0,9550.0,30,1.0,0,48637778750.0,4444900.0,0.000381147161729818,DORMANT,turnover < min
CPIN.JK,73135080603648.0,Consumer Defensive,Farm Products,16398000128.0,4460.0,30,1.0,0,25789248000.0,5516350.0,0.0003364038271094225,DORMANT,turnover < min
NCKL.JK,63046403751936.0,Basic Materials,Other Industrial Metals & Mining,63046402048.0,1000.0,30,1.0,0,20027876500.0,29938250.0,0.00047486056344986496,DORMANT,turnover < min
TOWR.JK,38118275153920.0,Communication Services,Telecom Services,59098099712.0,645.0,30,1.0,0,15741080000.0,28068850.0,0.0004749535118182583,DORMANT,turnover < min
MYOR.JK,48815319023616.0,Consumer Defensive,Packaged Foods,22290100224.0,2190.0,30,1.0,0,15531252500.0,7255950.0,0.00032552343538533925,DORMANT,turnover < min
PNBN.JK,27675670347776.0,Financial Services,Banks - Regional,24065800192.0,1150.0,30,1.0,0,14421004500.0,11467300.0,0.0004764977648161469,DORMANT,turnover < min
SRTG.JK,24109209616384.0,Financial Services,Asset Management,13544500224.0,1780.0,30,1.0,0,11031683000.0,6491700.0,0.0004792867874517154,DORMANT,turnover < min
CMRY.JK,39673401442304.0,Consumer Defensive,Packaged Foods,7934680064.0,5000.0,30,1.0,0,8777056500.0,1929000.0,0.0002431099911327187,DORMANT,turnover < min
HMSP.JK,62811719860224.0,Consumer Defensive,Tobacco,116318003200.0,540.0,30,1.0,0,8573067500.0,14019900.0,0.0001205307829768522,DORMANT,turnover < min
MTEL.JK,52179708674048.0,Communication Services,Telecom Services,81530798080.0,640.0,30,1.0,0,7881116500.0,13257300.0,0.0001626048108469589,DORMANT,turnover < min
AVIA.JK,25754299531264.0,Basic Materials,Specialty Chemicals,60173598720.0,428.0,30,1.0,0,7816779500.0,17761250.0,0.0002951668236205501,DORMANT,turnover < min
IMPC.JK,35817212870656.0,Industrials,Building Products & Equipment,54268502016.0,660.0,30,1.0,0,7709635200.0,22965150.0,0.00042317641259434756,DORMANT,turnover < min
SMBR.JK,2940028846080.0,Basic Materials,Building Materials,9932529664.0,296.0,30,1.0,0,7155157700.0,24694250.0,0.002486199471369633,DORMANT,med_value_90d < min
MINA.JK,1890000044032.0,Consumer Cyclical,Lodging,9843749888.0,192.0,27,0.9,2,7137691600.0,70374300.0,0.007149135319436511,DORMANT,med_value_90d < min
PYFA.JK,6124001558528.0,Healthcare,Drug Manufacturers - Specialty & Generic,11236700160.0,545.0,29,0.967,1,6468350400.0,28169000.0,0.0025068747585056143,DORMANT,med_value_90d < min
AWAN.JK,913709989888.0,Communication Services,Internet Content & Information,3435000064.0,266.0,30,1.0,0,6450081800.0,22484650.0,0.006545749514140329,DORMANT,med_value_90d < min
ADHI.JK,2370945941504.0,Industrials,Engineering & Construction,8407609856.0,282.0,30,1.0,0,6401126400.0,25899150.0,0.0030804414623874766,DORMANT,med_value_90d < min
SMDR.JK,5600455426048.0,Industrials,Marine Shipping,16375600128.0,342.0,30,1.0,0,6305930200.0,21150550.0,0.0012915893057156116,DORMANT,med_value_90d < min
BBKP.JK,11273279373312.0,Financial Services,Banks - Regional,187866005504.0,60.0,30,1.0,0,6227115000.0,103556700.0,0.0005512263899058368,DORMANT,price < floor; med_value_90d < min
BFIN.JK,12858686439424.0,Financial Services,Credit Services,15039399936.0,855.0,30,1.0,0,5953226500.0,7003800.0,0.00046569677179971234,DORMANT,med_value_90d < min; turnover < min
CHEK.JK,822666002432.0,Healthcare,Medical Devices,4113329920.0,200.0,23,1.0,0,5801386500.0,29750700.0,0.007232753165590957,DORMANT,med_value_90d < min
BMTR.JK,2371112402944.0,Communication Services,Entertainment,16352499712.0,145.0,30,1.0,0,5727651400.0,43488300.0,0.0026594282688222194,DORMANT,med_value_90d < min
MNCN.JK,3465526640640.0,Communication Services,Advertising Agencies,13227200512.0,262.0,30,1.0,0,5724319800.0,22693250.0,0.0017156502601901435,DORMANT,med_value_90d < min
LPPF.JK,1818121469952.0,Consumer Cyclical,Department Stores,1395970.0,1555.0,30,1.0,0,5708931750.0,3177400.0,2.276123412394249,DORMANT,med_value_90d < min
BJTM.JK,7657904668672.0,Financial Services,Banks - Regional,3081349888.0,510.0,30,1.0,0,5700878500.0,11439200.0,0.003712398921183468,DORMANT,med_value_90d < min
NISP.JK,31664514269184.0,Financial Services,Banks - Regional,22945300480.0,1380.0,30,1.0,0,5677492500.0,4353000.0,0.00018971205035184618,DORMANT,med_value_90d < min; turnover < min
TKIM.JK,22804336476160.0,Basic Materials,Paper & Paper Products,3113220096.0,7325.0,30,1.0,0,5654380000.0,1043950.0,0.00033532804228692735,DORMANT,med_value_90d < min; turnover < min
GJTL.JK,3571520372736.0,Consumer Cyclical,Auto Parts,3484410112.0,1025.0,30,1.0,0,5470943750.0,5089250.0,0.0014605772100342246,DORMANT,med_value_90d < min
APIC.JK,12648772009984.0,Financial Services,Insurance - Life,140024000.0,1075.0,30,1.0,0,5196369000.0,4507100.0,0.03218805347654688,DORMANT,med_value_90d < min
BANK.JK,11989958000640.0,Financial Services,Banks - Regional,14621899776.0,820.0,30,1.0,0,5166104500.0,6244450.0,0.000427061469142982,DORMANT,med_value_90d < min; turnover < min
CASA.JK,58834403983360.0,Financial Services,Insurance - Life,54476300288.0,1080.0,30,1.0,0,5123043500.0,5515950.0,0.00010125412281742359,DORMANT,med_value_90d < min; turnover < min
AUTO.JK,10507011489792.0,Consumer Cyclical,Auto Parts,4819729920.0,2180.0,30,1.0,0,5110428000.0,2444650.0,0.0005072172176817742,DORMANT,med_value_90d < min
PANR.JK,1047562551296.0,Consumer Cyclical,Travel Services,1387500032.0,755.0,30,1.0,0,4868771250.0,5776750.0,0.004163423327402128,DORMANT,med_value_90d < min
DMAS.JK,6651337768960.0,Real Estate,Real Estate - Development,48198098944.0,138.0,30,1.0,0,4780280950.0,34254700.0,0.0007107064542068259,DORMANT,med_value_90d < min
MTMH.JK,1840991698944.0,Healthcare,Medical Care Facilities,2068530048.0,890.0,30,1.0,0,4754022500.0,5238600.0,0.0025325230373448265,DORMANT,med_value_90d < min
CARE.JK,8844500533248.0,Healthcare,Medical Care Facilities,33250000896.0,266.0,30,1.0,0,4717644600.0,20046200.0,0.0006028932168363211,DORMANT,med_value_90d < min
GGRM.JK,16547174154240.0,Consumer Defensive,Tobacco,1924089984.0,8600.0,30,1.0,0,4714095000.0,504100.0,0.0002619939837491509,DORMANT,med_value_90d < min; turnover < min
SOLA.JK,574787485696.0,Industrials,Engineering & Construction,3284499968.0,175.0,30,1.0,0,4649456550.0,40968850.0,0.012473390287455774,DORMANT,med_value_90d < min
ASSA.JK,3561950281728.0,Industrials,Rental & Leasing Services,3691140096.0,965.0,30,1.0,0,4646643750.0,6611350.0,0.001791140359902503,DORMANT,med_value_90d < min
DOID.JK,2665653731328.0,Energy,Thermal Coal,7445960192.0,358.0,30,1.0,0,4616419000.0,10849150.0,0.0014570518402255784,DORMANT,med_value_90d < min
ULTJ.JK,13309695754240.0,Consumer Defensive,Beverages - Non-Alcoholic,10398199808.0,1280.0,30,1.0,0,4494279000.0,3320850.0,0.00031936778108890133,DORMANT,med_value_90d < min; turnover < min
DGWG.JK,2364704817152.0,Basic Materials,Agricultural Inputs,5882350080.0,402.0,30,1.0,0,4482850700.0,10742950.0,0.0018263023883134818,DORMANT,med_value_90d < min
CNMA.JK,11668299972608.0,Communication Services,Entertainment,83344998400.0,140.0,30,1.0,0,4429947900.0,31491900.0,0.0003778499082675608,DORMANT,med_value_90d < min; turnover < min
BEEF.JK,2760884879360.0,Consumer Defensive,Packaged Foods,8120249856.0,340.0,30,1.0,0,4367561062.858498,19405158.0,0.002389724250376564,DORMANT,med_value_90d < min
