ticker
BBCA.JK
BBRI.JK
BMRI.JK
ANTM.JK
BRPT.JK
TLKM.JK
BBNI.JK
BRMS.JK
PTRO.JK
ASII.JK
DSSA.JK
CUAN.JK
MDKA.JK
ADRO.JK
WIFI.JK
BUMI.JK
PANI.JK
PGEO.JK
MBMA.JK
UNTR.JK
AADI.JK
BRIS.JK
AMRT.JK
RAJA.JK
PGAS.JK
RATU.JK
TOBA.JK
DEWA.JK
INDF.JK
KLBF.JK
TCPI.JK
PSAB.JK
INCO.JK
MEDC.JK
JPFA.JK
UNVR.JK
INKP.JK
PTBA.JK
ITMG.JK
CBDK.JK
ISAT.JK
COIN.JK
BKSL.JK
BBTN.JK
PNLF.JK
SMGR.JK
ADMR.JK
ERAA.JK
SMIL.JK
DKFT.JK
BUKA.JK
CMNT.JK
ACES.JK
AKRA.JK
KIJA.JK
SCMA.JK
MAPI.JK
INET.JK
MIKA.JK
SSIA.JK
TINS.JK
EXCL.JK
MSIN.JK
BULL.JK
MAPA.JK
ENRG.JK
CTRA.JK
ITMA.JK
MERI.JK
HRTA.JK
CYBR.JK
SMRA.JK
WIRG.JK
AYAM.JK
INDY.JK
HEAL.JK
EMTK.JK
DSNG.JK
TAPG.JK
OASA.JK
FILM.JK
JSMR.JK
MARK.JK
INTP.JK
ESSA.JK
UNIQ.JK
BTPS.JK
SIDO.JK
PTPP.JK
PWON.JK
BIPI.JK
FORE.JK
ARTO.JK
LSIP.JK
DOOH.JK
HRUM.JK
SSMS.JK
BLOG.JK
ELSA.JK
GPRA.JK
STAA.JK
KPIG.JK
DATA.JK
BSDE.JK
PSAT.JK
ARCI.JK
IOTF.JK
BNGA.JK
PACK.JK
NICL.JK
BBYB.JK
HATM.JK
CLEO.JK
