ticker
BRPT.JK
PTRO.JK
ASII.JK
DSSA.JK
CUAN.JK
MDKA.JK
ADRO.JK
WIFI.JK
PGEO.JK
PANI.JK
MBMA.JK
BRIS.JK
AADI.JK
AMRT.JK
RAJA.JK
PGAS.JK
RATU.JK
INDF.JK
DEWA.JK
KLBF.JK
TCPI.JK
PSAB.JK
INCO.JK
TOBA.JK
MEDC.JK
JPFA.JK
UNVR.JK
INKP.JK
PTBA.JK
CBDK.JK
ITMG.JK
ISAT.JK
BBTN.JK
PNLF.JK
COIN.JK
ADMR.JK
SMGR.JK
ERAA.JK
SMIL.JK
DKFT.JK
CMNT.JK
AKRA.JK
ACES.JK
SCMA.JK
MAPI.JK
MIKA.JK
INET.JK
TINS.JK
SSIA.JK
EXCL.JK
MSIN.JK
MAPA.JK
CTRA.JK
MERI.JK
ITMA.JK
ENRG.JK
HRTA.JK
CYBR.JK
SMRA.JK
INDY.JK
HEAL.JK
EMTK.JK
DSNG.JK
TAPG.JK
FILM.JK
MARK.JK
JSMR.JK
INTP.JK
ESSA.JK
UNIQ.JK
BTPS.JK
SIDO.JK
PTPP.JK
PWON.JK
FORE.JK
ARTO.JK
LSIP.JK
HRUM.JK
SSMS.JK
PSAT.JK
ELSA.JK
BLOG.JK
STAA.JK
DATA.JK
KPIG.JK
BSDE.JK
ARCI.JK
BNGA.JK
PACK.JK
NICL.JK
BBYB.JK
HATM.JK
CLEO.JK
GOTO.JK
AMMN.JK
TPIA.JK
BREN.JK
BUMI.JK
CDIA.JK
ICBP.JK
BKSL.JK
BUKA.JK
CPIN.JK
KIJA.JK
BULL.JK
NCKL.JK
WIRG.JK
AYAM.JK
OASA.JK
MYOR.JK
TOWR.JK
BIPI.JK
PNBN.JK
DOOH.JK
GPRA.JK
SRTG.JK
IOTF.JK
CMRY.JK
HMSP.JK
MINA.JK
MTEL.JK
AVIA.JK
IMPC.JK
SMBR.JK
AWAN.JK
PYFA.JK
CHEK.JK
SMDR.JK
BBKP.JK
BFIN.JK
ADHI.JK
LPPF.JK
BMTR.JK
MNCN.JK
BJTM.JK
TKIM.JK
NISP.JK
GJTL.JK
APIC.JK
BANK.JK
CASA.JK
AUTO.JK
PANR.JK
MTMH.JK
DMAS.JK
CARE.JK
GGRM.JK
ASSA.JK
DOID.JK
DGWG.JK
ULTJ.JK
CNMA.JK
SOLA.JK
MLPL.JK
BEEF.JK
SNLK.JK
ASPR.JK
NAIK.JK
MTDL.JK
KRYA.JK
MIDI.JK
TPMA.JK
MPMX.JK
DAAZ.JK
MINE.JK
BIRD.JK
ASRI.JK
AALI.JK
MGRO.JK
SPRE.JK
BJBR.JK
MSTI.JK
ERAL.JK
ANJT.JK
DEWI.JK
KEEN.JK
NINE.JK
BSML.JK
BDKR.JK
IPCC.JK
ABMM.JK
RALS.JK
BABY.JK
TSPC.JK
PPRI.JK
RGAS.JK
PMUI.JK
ALII.JK
GIAA.JK
AGRO.JK
HILL.JK
SMGA.JK
TBLA.JK
TEBE.JK
SIMP.JK
INPC.JK
BSSR.JK
JARR.JK
MAIN.JK
TUGU.JK
SILO.JK
STRK.JK
LPKR.JK
NOBU.JK
BDMN.JK
SMSM.JK
KRAS.JK
PRDA.JK
ELIT.JK
HUMI.JK
HAJJ.JK
POWR.JK
BCAP.JK
LABA.JK
DILD.JK
CPRO.JK
BUVA.JK
GEMS.JK
OBAT.JK
HAIS.JK
PART.JK
MDLA.JK
KKGI.JK
BCIP.JK
DMMX.JK
NSSS.JK
TOTL.JK
VKTR.JK
HGII.JK
KLAS.JK
WIIM.JK
MPPA.JK
FUTR.JK
RSCH.JK
WOOD.JK
JATI.JK
BNLI.JK
NEST.JK
DKHH.JK
SATU.JK
GZCO.JK
BHAT.JK
MMIX.JK
HEXA.JK
CENT.JK
WINS.JK
IKAN.JK
SRAJ.JK
PIPA.JK
MBSS.JK
ISSP.JK
LIVE.JK
BWPT.JK
JIHD.JK
MMLP.JK
SGRO.JK
VTNY.JK
APLN.JK
MLBI.JK
ARNA.JK
ASLC.JK
MLIA.JK
UCID.JK
CAMP.JK
ADES.JK
CMNP.JK
IMJS.JK
HOKI.JK
JTPE.JK
NICE.JK
SURI.JK
LEAD.JK
ROTI.JK
CFIN.JK
ADMF.JK
MDIY.JK
BSBK.JK
FAST.JK
BEST.JK
KAEF.JK
SGER.JK
GOLF.JK
TBIG.JK
AISA.JK
UNTD.JK
PTMP.JK
BABP.JK
PAMG.JK
BOLT.JK
ASGR.JK
AREA.JK
INDO.JK
BIKE.JK
MLPT.JK
CNKO.JK
WTON.JK
BLES.JK
AYLS.JK
PTPS.JK
CGAS.JK
DRMA.JK
BOAT.JK
YUPI.JK
OKAS.JK
DCII.JK
BYAN.JK
BBHI.JK
SUNI.JK
BOGA.JK
PBSA.JK
CITA.JK
PNIN.JK
IMAS.JK
IRRA.JK
JAWA.JK
BELI.JK
FORU.JK
SMKM.JK
DIVA.JK
AIMS.JK
RISE.JK
MAHA.JK
BRRC.JK
GPSO.JK
MPOW.JK
KARW.JK
VAST.JK
SOCI.JK
FIRE.JK
APEX.JK
UVCR.JK
JRPT.JK
RAAM.JK
BGTG.JK
WEGE.JK
KOKA.JK
MAYA.JK
PBID.JK
OPMS.JK
MSKY.JK
TMAS.JK
SMDM.JK
EURO.JK
RMKE.JK
DNAR.JK
HALO.JK
IPCM.JK
NASI.JK
SFAN.JK
MREI.JK
WAPO.JK
MDLN.JK
DGIK.JK
MPXL.JK
MBAP.JK
NETV.JK
YOII.JK
NELY.JK
CRAB.JK
JKON.JK
SPTO.JK
VICI.JK
ENAK.JK
LPCK.JK
FITT.JK
BMHS.JK
CEKA.JK
SAME.JK
DOSS.JK
SHIP.JK
PDPP.JK
BAIK.JK
CASS.JK
ECII.JK
MCOR.JK
KEJU.JK
BVIC.JK
PANS.JK
CLPI.JK
KBLV.JK
AMMS.JK
WGSH.JK
NFCX.JK
CSRA.JK
PRIM.JK
BNBA.JK
IATA.JK
OMED.JK
MKPI.JK
EDGE.JK
CBRE.JK
CARS.JK
TOTO.JK
TMPO.JK
WEHA.JK
BATR.JK
TLDN.JK
MPIX.JK
MPRO.JK
AGII.JK
AMAN.JK
ARKO.JK
NIKL.JK
ACRO.JK
DGNS.JK
PTMR.JK
BISI.JK
FWCT.JK
NRCA.JK
ASPI.JK
ISEA.JK
KJEN.JK
KLIN.JK
LOPI.JK
PZZA.JK
SICO.JK
VISI.JK
AHAP.JK
BAYU.JK
RUIS.JK
CLAY.JK
MHKI.JK
KOPI.JK
UDNG.JK
KING.JK
MTWI.JK
RCCC.JK
CHEM.JK
TIRA.JK
NZIA.JK
SMLE.JK
SINI.JK
TRON.JK
BAJA.JK
MUTU.JK
VERN.JK
BINA.JK
DYAN.JK
BUAH.JK
FPNI.JK
CITY.JK
GUNA.JK
INDX.JK
BACA.JK
AGRS.JK
BNII.JK
PEGE.JK
