ticker,date,score,last,daily_return,closing_strength,afternoon_power,vol_pace,price_at_cutoff
ACRO.JK,2025-08-21,7.037221151630957,99.0,0.33783783783783794,1.0,0.33783783783783794,116.72971350431911,99.0
DFAM.JK,2025-08-21,6.7055969956677925,71.0,0.3148148148148149,0.95,0.3653846153846154,15971.224489795919,71.0
GULA.JK,2025-08-21,6.05933325126733,324.0,0.24615384615384617,1.0,0.23668452568547105,89.6725082146769,324.0
MDLA.JK,2025-08-21,5.952199994848307,262.0,0.24761904761904763,1.0,0.2359207723892185,46.47276956453669,262.0
PRIM.JK,2025-08-21,5.861891544827773,86.0,0.28358208955223874,0.9090909090909091,0.2776519612283721,68.7777278018838,84.0
ACST.JK,2025-08-21,5.829096992899767,163.0,0.3471074380165289,1.0,0.10053738004160251,625.0285294117647,163.0
SOSS.JK,2025-08-21,4.917852934331033,840.0,0.24444444444444446,1.0,0.005091903123481734,80.64406779661017,840.0
SMAR.JK,2025-08-21,4.908527050976697,6050.0,0.24742268041237114,1.0,0.1688006033785565,27.98108747044917,6050.0
PNBS.JK,2025-08-21,3.9977366280672517,51.0,0.020000000000000018,1.0,0.0,49.36767676767677,50.0
AEGS.JK,2025-08-21,3.7091478279046903,53.0,0.08163265306122458,1.0,0.06000000000000005,24.409059790050204,53.0
