ticker,date,score,last,daily_return,closing_strength,afternoon_power,vol_pace,price_at_cutoff
LPKR.JK,2025-08-25,6.958534417021322,133.0,0.3434343434343434,1.0,0.3173679203678139,60.13510651836392,133.0
BVIC.JK,2025-08-25,6.424741563628249,138.0,0.32692307692307687,0.9714285714285714,0.29655388673529237,45.72232511290899,138.0
BBKP.JK,2025-08-25,5.868887824382172,85.0,0.3492063492063493,1.0,0.30814690304433734,26.805228152842673,85.0
RELI.JK,2025-08-25,5.1120109054561,680.0,0.2477064220183487,1.0,0.042041730783030085,52.18032786885246,680.0
JECC.JK,2025-08-25,4.97080368959168,1330.0,0.24882629107981225,1.0,0.030421811480027428,46.601536772777166,1330.0
PSKT.JK,2025-08-25,4.712091528370783,104.0,0.09473684210526323,1.0,0.09473684210526323,71.17608206857786,104.0
BABP.JK,2025-08-25,4.311341872610007,67.0,0.1964285714285714,1.0,0.22764178948829583,17.827344897840742,67.0
BKSW.JK,2025-08-25,4.113542453203878,78.0,0.1470588235294117,0.7857142857142857,0.16083740754669673,53.36620386606977,78.0
UNSP.JK,2025-08-25,4.070378536324271,148.0,0.034965034965035,1.0,0.006802721088435382,48.714285714285715,148.0
KICI.JK,2025-08-25,3.950440103191569,157.0,0.2265625,0.6666666666666666,0.22871966232852614,104.44844167408726,157.0
