ticker,date,score,last,daily_return,closing_strength,afternoon_power,vol_pace,price_at_cutoff
LPKR.JK,2025-08-25,6.495036618053863,133.0,0.3434343434343434,1.0,0.3173679203678139,38.249255605381165,118.0
JECC.JK,2025-08-25,5.059543403653416,1330.0,0.24882629107981225,1.0,0.030421811480027428,70.69458128078817,1330.0
RELI.JK,2025-08-25,4.839192903597451,680.0,0.2477064220183487,1.0,0.042041730783030085,40.346666666666664,680.0
BVIC.JK,2025-08-25,4.447589645559033,138.0,0.32692307692307687,0.9714285714285714,0.29655388673529237,13.313455337325683,110.0
PSKT.JK,2025-08-25,4.222667195785127,104.0,0.09473684210526323,1.0,0.09473684210526323,32.90098619329389,96.0
BBKP.JK,2025-08-25,4.071571020711316,85.0,0.3492063492063493,1.0,0.30814690304433734,9.043154376249845,69.0
BKSW.JK,2025-08-25,3.977077643042492,78.0,0.1470588235294117,0.7857142857142857,0.16083740754669673,43.76332615069413,69.0
KICI.JK,2025-08-25,3.950440103191569,157.0,0.2265625,0.6666666666666666,0.22871966232852614,182.7480056311591,172.0
BABP.JK,2025-08-25,3.8951680985405677,67.0,0.1964285714285714,1.0,0.22764178948829583,13.181876712155834,58.0
COIN.JK,2025-08-25,3.864566316408401,2380.0,0.24607329842931946,1.0,0.15894430188730202,13.5276303845326,2350.0
