ticker,date,score,last,daily_return,closing_strength,afternoon_power,vol_pace,price_at_cutoff
HUMI.JK,2025-08-22,6.634162712796029,108.0,0.3500000000000001,1.0,0.28530835398032695,44.757626890136166,108.0
SSTM.JK,2025-08-22,6.571277274866221,248.0,0.34782608695652173,1.0,0.24,79.32389380530974,248.0
TOOL.JK,2025-08-22,5.437646371236852,66.0,0.26923076923076916,0.875,0.24528301886792447,245.12142123036264,56.0
PRIM.JK,2025-08-22,4.975566495308569,114.0,0.2666666666666666,0.9166666666666666,0.0898695125863267,96.10413121505484,96.0
AHAP.JK,2025-08-22,4.8178594462607665,95.0,0.25,0.7916666666666666,0.23824762616647788,87.28781778442425,99.0
JECC.JK,2025-08-22,4.458245539946259,1065.0,0.2456140350877194,1.0,0.2603550295857988,16.11232449297972,1065.0
IKBI.JK,2025-08-22,4.300056127555716,625.0,0.21359223300970864,0.8986486486486487,0.25243138679890564,22.293279022403258,640.0
MPIX.JK,2025-08-22,3.5753420222380536,68.0,0.0625,0.8333333333333334,0.04615384615384621,46.45988428922411,68.0
VKTR.JK,2025-08-22,3.492388768512971,117.0,0.2061855670103092,0.8,0.19826544254401757,19.499628440639675,114.0
VINS.JK,2025-08-22,3.303805638488313,130.0,0.06557377049180335,0.75,0.05141811527904849,99.66094420600858,127.0
