ticker,date,score,last,daily_return,closing_strength,afternoon_power,vol_pace,price_at_cutoff
LAJU.JK,2025-08-25,5.510492977960206,74.0,0.2542372881355932,0.8888888888888888,0.25709766011205093,402.368,60.0
MBTO.JK,2025-08-25,5.165283189675817,159.0,0.29268292682926833,0.8837209302325582,0.2794900549493631,33.25614366729678,130.0
JECC.JK,2025-08-25,5.059543403653416,1330.0,0.24882629107981225,1.0,0.030421811480027428,145.6153846153846,1240.0
RELI.JK,2025-08-25,4.902919354604279,680.0,0.2477064220183487,1.0,0.042041730783030085,42.42372881355932,680.0
CASH.JK,2025-08-25,4.306763645366582,99.0,0.10000000000000009,1.0,0.03278582374651973,43.29847494553377,96.0
NAYZ.JK,2025-08-25,4.3062852167933094,69.0,0.09523809523809534,1.0,0.0,56.54836777478287,68.0
MEDS.JK,2025-08-25,4.07166608446093,51.0,0.020000000000000018,1.0,0.015261068890187968,276.72,50.0
BELL.JK,2025-08-25,4.06380579754104,56.0,0.018181818181818077,1.0,0.01511058976060764,75.33789329685362,55.0
BGTG.JK,2025-08-25,4.061201145842646,120.0,0.13207547169811318,0.8235294117647058,0.10791324747145681,333.1785112498761,119.0
COIN.JK,2025-08-25,4.054189414840934,2380.0,0.24607329842931946,1.0,0.15894430188730202,15.566101596150205,2210.0
