ticker,price_at_cutoff,daily_return,vol_pace,score,last,closing_strength,afternoon_power
CBDK.JK,6825.0,0.04597701149425282,4.257474685730991,137.10965910437343,6825.0,0.04597701149425282,137.10965910437343
SURE.JK,3270.0,0.08278145695364247,7.661870503597123,123.45610668116854,3270.0,0.08278145695364247,123.45610668116854
KONI.JK,1560.0,0.24302788844621515,14.92,109.31050062311228,1560.0,0.24302788844621515,109.31050062311228
BREN.JK,9725.0,0.0896358543417366,1.5414607093771853,91.98244303318138,9725.0,0.0896358543417366,91.98244303318138
CBUT.JK,1730.0,0.09148264984227139,6.533428165007113,83.99137568157082,1730.0,0.09148264984227139,83.99137568157082
WIFI.JK,3010.0,0.059859154929577496,3.387695875152041,81.1323270138414,3010.0,0.059859154929577496,81.1323270138414
DUTI.JK,3300.0,0.034482758620689724,3.008695652173913,79.7612942919428,3300.0,0.034482758620689724,79.7612942919428
DATA.JK,4700.0,0.23359580052493434,1.9439510691042579,74.02410743603731,4700.0,0.23359580052493434,74.02410743603731
ADRO.JK,1810.0,0.025495750708215192,3.6212311409758695,65.12059304379052,1810.0,0.025495750708215192,65.12059304379052
BTON.JK,406.0,0.046391752577319645,21.591836734693878,62.81767037384722,406.0,0.046391752577319645,62.81767037384722
