ticker,price_at_cutoff,daily_return,vol_pace,score,last,closing_strength,afternoon_power
SHIP.JK,4730.0,0.0511111111111111,10.847826086956522,170.02171975149145,4730.0,0.8501085987574573,0.2044444444444444
MKPI.JK,25600.0,0.063343717549325,1.6842105263157894,157.98186456926163,25600.0,0.7899093228463081,0.2533748701973
BUAH.JK,1570.0,0.1760299625468164,122.64927536231885,155.791613720548,1570.0,0.7789580686027401,0.7041198501872656
CBUT.JK,1600.0,0.0526315789473683,27.907692307692308,134.5643091807131,1600.0,0.6728215459035656,0.2105263157894732
CLPI.JK,1270.0,0.0495867768595041,40.333333333333336,132.6293489494622,1270.0,0.6631467447473111,0.1983471074380164
CASS.JK,2640.0,0.0114942528735633,11.921052631578949,131.47650294242263,2640.0,0.6573825147121132,0.0459770114942532
NICL.JK,1155.0,0.0744186046511627,26.214134574693187,112.27844584982802,1155.0,0.5613922292491401,0.2976744186046508
RELI.JK,795.0,0.1691176470588236,59.4025974025974,110.8607504073813,795.0,0.5543037520369065,0.6764705882352944
JSPT.JK,4100.0,0.0249999999999999,4.434782608695652,108.393337069039,4100.0,0.541966685345195,0.0999999999999996
MERK.JK,2880.0,0.0249110320284697,6.444444444444445,107.73204011262769,2880.0,0.5386602005631385,0.0996441281138788
