ticker,price_at_cutoff,daily_return,vol_pace,zvol,persist_n,persist_m,micro_spread_pct,afternoon_power,buy_1_pct,score,last,flags,vwap,vwap_delta_pct
PALM.JK,460.0,0.22340425531914887,40.240321557012905,24.25,3,6,0.6117535968654386,0.0,0.3724963149223966,114.81591722823444,460.0,+zvol+0.30|+vwap+0.05|+persist+0.05,436.2566976489885,5.442507239193217
SRAJ.JK,7450.0,0.08363636363636373,1.9229518625857072,,3,6,0.0,0.0,0.0,99.1626391004102,7450.0,+vwap+0.02|+persist+0.05,7303.163137773857,2.010592663152555
