ticker,date,score,last,daily_return,closing_strength,afternoon_power,vol_pace,price_at_cutoff
LPKR.JK,2025-08-25,6.958534417021322,133.0,0.3434343434343434,1.0,0.3173679203678139,56.588487481835465,125.0
JECC.JK,2025-08-25,5.059543403653416,1330.0,0.24882629107981225,1.0,0.030421811480027428,51.697347893915754,1330.0
RELI.JK,2025-08-25,4.9287823319315525,680.0,0.2477064220183487,1.0,0.042041730783030085,43.29616724738676,680.0
BVIC.JK,2025-08-25,4.480350792004236,138.0,0.32692307692307687,0.9714285714285714,0.29655388673529237,13.59680322118171,111.0
PSKT.JK,2025-08-25,4.471451397140599,104.0,0.09473684210526323,1.0,0.09473684210526323,40.72216923286551,100.0
BBKP.JK,2025-08-25,4.4571024675128115,85.0,0.3492063492063493,1.0,0.30814690304433734,11.494987920760186,71.0
UNSP.JK,2025-08-25,4.096984380343163,148.0,0.034965034965035,1.0,0.006802721088435382,62.242990654205606,146.0
KICI.JK,2025-08-25,3.950440103191569,157.0,0.2265625,0.6666666666666666,0.22871966232852614,113.16300268096515,172.0
BABP.JK,2025-08-25,3.9394086384205567,67.0,0.1964285714285714,1.0,0.22764178948829583,13.615540023783947,57.0
BKSW.JK,2025-08-25,3.8464208360053798,78.0,0.1470588235294117,0.7857142857142857,0.16083740754669673,38.50803951675986,71.0
