ticker,price_at_cutoff,daily_return,vol_pace,score,last,afternoon_power,closing_strength
SHIP.JK,5100.0,0.0991379310344826,42.66666666666666,269.70211728423743,5100.0,269.70211728423743,0.0991379310344826
CBDK.JK,6825.0,0.0459770114942528,8.198540513336688,183.32318936570732,6825.0,183.32318936570732,0.0459770114942528
UNTR.JK,25050.0,0.0131445904954499,1.8377659574468088,165.0803180857436,25050.0,165.0803180857436,0.0131445904954499
MASB.JK,3320.0,0.0310559006211179,13.555555555555555,154.30329306795954,3320.0,154.30329306795954,0.0310559006211179
CBUT.JK,1820.0,0.1482649842271293,32.945945945945944,150.37180323894566,1820.0,150.37180323894566,0.1482649842271293
DATA.JK,4400.0,0.1548556430446195,7.324677650429799,140.5734379524267,4400.0,140.5734379524267,0.1548556430446195
SMMT.JK,1265.0,0.1396396396396395,65.81666666666666,139.84260724034456,1265.0,139.84260724034456,0.1396396396396395
ADRO.JK,1850.0,0.0481586402266289,18.204152298645,127.10479770339671,1850.0,127.10479770339671,0.0481586402266289
AADI.JK,7050.0,0.010752688172043,3.1571072319202,119.63393702590108,7050.0,119.63393702590108,0.010752688172043
SURE.JK,3300.0,0.0927152317880795,6.745098039215686,117.59465170520023,3300.0,117.59465170520023,0.0927152317880795
