published_wib,source,title,summary,link,q,dedup_key
2025-08-27 10:20:00+07:00,GoogleNews,"IHSG Ditutup Naik 0,38 Persen, Sektor Industri Pendorongnya - Emitennews.com","IHSG Ditutup Naik 0,38 Persen, Sektor Industri Pendorongnya Emitennews.com",https://news.google.com/rss/articles/CBMijgFBVV95cUxOS1hXNm9uazJvVEdCcGhPYU9GS2JxaG1Vd0ZMMzJaVjduMHpGUm96WVhRN3AyUGJ5bnFkMExSRlBaNWNfQnVfTkpEUl9DRWdGc2ZSSGo4b3VZdWtOaVc0dy1qQVFzckVYT1lOMVZNcjMzUHdzYlg0WTBKMDdlNVVzRlVuSVF0ampHeG1XMkpR?oc=5,saham naik,https://news.google.com/rss/articles/CBMijgFBVV95cUxOS1hXNm9uazJvVEdCcGhPYU9GS2JxaG1Vd0ZMMzJaVjduMHpGUm96WVhRN3AyUGJ5bnFkMExSRlBaNWNfQnVfTkpEUl9DRWdGc2ZSSGo4b3VZdWtOaVc0dy1qQVFzckVYT1lOMVZNcjMzUHdzYlg0WTBKMDdlNVVzRlVuSVF0ampHeG1XMkpR?oc=5
2025-08-27 10:18:00+07:00,GoogleNews,"IHSG Ditutup Menguat 0,38% ke Berada di Level 7.936,17 Sore Ini - Nusantara Terkini","IHSG Ditutup Menguat 0,38% ke Berada di Level 7.936,17 Sore Ini Nusantara Terkini",https://news.google.com/rss/articles/CBMikAFBVV95cUxPOS1fVHdmNTF0THdkdUdvQXpCUjBxbGFsaFktcm82Vkp4RmNEODlHYlVSQ1F0VEZJbFdJb29aUDlJNDdMd0NTUmZNbXJ1aEkwN1pEQTJSZHY0aWx6eUVrSGlKbVNoQjU4d0hoYy01cTJUZE9rMFVjU1J2WXdwNEdTNUVxeVB1U1FMLW8teUQtOWQ?oc=5,saham naik,https://news.google.com/rss/articles/CBMikAFBVV95cUxPOS1fVHdmNTF0THdkdUdvQXpCUjBxbGFsaFktcm82Vkp4RmNEODlHYlVSQ1F0VEZJbFdJb29aUDlJNDdMd0NTUmZNbXJ1aEkwN1pEQTJSZHY0aWx6eUVrSGlKbVNoQjU4d0hoYy01cTJUZE9rMFVjU1J2WXdwNEdTNUVxeVB1U1FMLW8teUQtOWQ?oc=5
2025-08-27 10:03:00+07:00,GoogleNews,"IHSG Naik 0,38%, Ada Transaksi Crossing di BREN, DSSA, AMMN, dan CUAN - Katadata.co.id","IHSG Naik 0,38%, Ada Transaksi Crossing di BREN, DSSA, AMMN, dan CUAN Katadata.co.id",https://news.google.com/rss/articles/CBMiuAFBVV95cUxPRm5UN29EZmd5MHNwVk9UX3RjRGFCVUhWb3RPcjFxVkZKOEgtdUItTEFUWHpncE1KOU1Obm9TdGJKY0lVT1g5QnM1NXFIcVViM2xUd1dNS3k0Yk10WHhEWU5ucXEtRUVveHdiN3dSOGdFdUJtUXQ3V213bXdZVTR4S1dvT0VPS1N4M1ZhOTAycFN2M1lIUEdxTDhVY0VrSGdJVzdyVDRBUjVFdDJhX3hfMXUwZDQ1YkNk0gG-AUFVX3lxTE1MU3pMandsaTU4Rk1rSkFlbTJ5RjBxTHhTcVBlQVptRy1SbXZWeE1IT1phcjFtc2RYWlpLeFdGN0JoWlgtTjZDUlNRXzF5d0dDMVFCYmtyTjl6MXdVWl9ETmQ4ckZfay12dFpYblR3dGgyODRxN0hHNWVUeWZIdE5HRV8yVnZKSHVIeXVkM2xIdGhSeDFHNU1vWC1IMnRKX2tyZGFLQ2M3S2dlT3JQalNYZ3h6SC1TYmFqX2xRT0E?oc=5,saham naik,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPRm5UN29EZmd5MHNwVk9UX3RjRGFCVUhWb3RPcjFxVkZKOEgtdUItTEFUWHpncE1KOU1Obm9TdGJKY0lVT1g5QnM1NXFIcVViM2xUd1dNS3k0Yk10WHhEWU5ucXEtRUVveHdiN3dSOGdFdUJtUXQ3V213bXdZVTR4S1dvT0VPS1N4M1ZhOTAycFN2M1lIUEdxTDhVY0VrSGdJVzdyVDRBUjVFdDJhX3hfMXUwZDQ1YkNk0gG-AUFVX3lxTE1MU3pMandsaTU4Rk1rSkFlbTJ5RjBxTHhTcVBlQVptRy1SbXZWeE1IT1phcjFtc2RYWlpLeFdGN0JoWlgtTjZDUlNRXzF5d0dDMVFCYmtyTjl6MXdVWl9ETmQ4ckZfay12dFpYblR3dGgyODRxN0hHNWVUeWZIdE5HRV8yVnZKSHVIeXVkM2xIdGhSeDFHNU1vWC1IMnRKX2tyZGFLQ2M3S2dlT3JQalNYZ3h6SC1TYmFqX2xRT0E?oc=5
2025-08-27 10:00:02+07:00,GoogleNews,"Indeks Bisnis-27 Ditutup ke Zona Merah, BBCA, ANTM, hingga UNTR Tetap Cuan - Bisnis.com","Indeks Bisnis-27 Ditutup ke Zona Merah, BBCA, ANTM, hingga UNTR Tetap Cuan Bisnis.com",https://news.google.com/rss/articles/CBMivgFBVV95cUxPdGJWRlpLcnNHRHB6eUk1WG92VVVvREV2ZGxkODNmVFpacW5jZmV5Yk5XVHhfckd1NVU4Qm90VkRCVEJQektDUHAwUHEwQXVNR2J5SnZpSnV2RHdwTjZ1dWNUb0dscVFTZ0hBWHZ5LXpYZ0hSUzA4TmRob0pzQnBpOWc2dzZ3RTE3ZFphQWZya2NPTk9UaUJfYU5LdzgwUDlkMDh5clhReXlLcFFlZmlTTlJjUjJLSHcyLUhwTmhn?oc=5,Berita emiten BBCA,https://news.google.com/rss/articles/CBMivgFBVV95cUxPdGJWRlpLcnNHRHB6eUk1WG92VVVvREV2ZGxkODNmVFpacW5jZmV5Yk5XVHhfckd1NVU4Qm90VkRCVEJQektDUHAwUHEwQXVNR2J5SnZpSnV2RHdwTjZ1dWNUb0dscVFTZ0hBWHZ5LXpYZ0hSUzA4TmRob0pzQnBpOWc2dzZ3RTE3ZFphQWZya2NPTk9UaUJfYU5LdzgwUDlkMDh5clhReXlLcFFlZmlTTlJjUjJLSHcyLUhwTmhn?oc=5
2025-08-27 09:53:04+07:00,GoogleNews,"Jadwal Lengkap Pubex Live 2025, Ada ANTM, TOBA, TLKM, hingga BBCA - Bisnis.com","Jadwal Lengkap Pubex Live 2025, Ada ANTM, TOBA, TLKM, hingga BBCA Bisnis.com",https://news.google.com/rss/articles/CBMisAFBVV95cUxQZlhSUEFBZlN5Y2JDZDFSYWJhal96bXEzS2dxRVZOTGdFa0x0R005c084WVJJSVgtLWlqalBZc2x6UENJRHNMeXpQWUIwU2dTeC1LeEdJNWN0Tl9sWlBtbmVrYnpUTHBWV3hIUjFiRnNXOU1wbGxfeTFubEd6Vk03VUtPVm9xeWtYTkRiS2llWWJwaXVHWXNkZHUzWGQ2VXRORThXWElha3BueGhlODktUw?oc=5,Berita emiten TLKM,https://news.google.com/rss/articles/CBMisAFBVV95cUxQZlhSUEFBZlN5Y2JDZDFSYWJhal96bXEzS2dxRVZOTGdFa0x0R005c084WVJJSVgtLWlqalBZc2x6UENJRHNMeXpQWUIwU2dTeC1LeEdJNWN0Tl9sWlBtbmVrYnpUTHBWV3hIUjFiRnNXOU1wbGxfeTFubEd6Vk03VUtPVm9xeWtYTkRiS2llWWJwaXVHWXNkZHUzWGQ2VXRORThXWElha3BueGhlODktUw?oc=5
2025-08-27 09:49:58+07:00,GoogleNews,"Diungkit Saham BBCA, BREN dan AMMN, IHSG Naik 0,38% ke 7.936,176 - stockwatch.id","Diungkit Saham BBCA, BREN dan AMMN, IHSG Naik 0,38% ke 7.936,176 stockwatch.id",https://news.google.com/rss/articles/CBMiigFBVV95cUxOVDRqbUhuZmtYZGV0d093UzNQbkk4bjMyZ0diWlZPbFFBX3pjemdYT3dLdXlOWXF6alF0UmtKNEYwOVNPU2FIOWs1cHdZRTM1VV9YMDhlSkx3YlNFNVJ4REo3aGJCczRZNXlmcmU4OUtUaWVISXYxSlM5WF9oMUpscWtWcnl1Z2FyaFE?oc=5,Berita emiten BBCA,https://news.google.com/rss/articles/CBMiigFBVV95cUxOVDRqbUhuZmtYZGV0d093UzNQbkk4bjMyZ0diWlZPbFFBX3pjemdYT3dLdXlOWXF6alF0UmtKNEYwOVNPU2FIOWs1cHdZRTM1VV9YMDhlSkx3YlNFNVJ4REo3aGJCczRZNXlmcmU4OUtUaWVISXYxSlM5WF9oMUpscWtWcnl1Z2FyaFE?oc=5
2025-08-27 09:47:28+07:00,GoogleNews,"IHSG Menguat Tipis 0,12% ke 7.914,90 - Vibizmedia.com","IHSG Menguat Tipis 0,12% ke 7.914,90 Vibizmedia.com",https://news.google.com/rss/articles/CBMiigFBVV95cUxQVnJQbURUUU44eDhJTmhnOEZWZFF2WUpHYWhXSmdVTGk3RTQxT2FkU0dicXpuTE1ER1oyYnE2QUFja2JHYzhoX2FielhfUHBRekJVOFFzUndDMS1WNXFCZkE3X3N3SDJVNDFHd3NybVo0Q0JNZ2dTUGZGSUxpNFhqWnhzNG5jZU5qSFE?oc=5,saham naik,https://news.google.com/rss/articles/CBMiigFBVV95cUxQVnJQbURUUU44eDhJTmhnOEZWZFF2WUpHYWhXSmdVTGk3RTQxT2FkU0dicXpuTE1ER1oyYnE2QUFja2JHYzhoX2FielhfUHBRekJVOFFzUndDMS1WNXFCZkE3X3N3SDJVNDFHd3NybVo0Q0JNZ2dTUGZGSUxpNFhqWnhzNG5jZU5qSFE?oc=5
2025-08-27 09:45:46+07:00,GoogleNews,Bank Mandiri (BMRI) Turunkan Bunga Kredit usai BI Rate jadi 5% - Bisnis.com,Bank Mandiri (BMRI) Turunkan Bunga Kredit usai BI Rate jadi 5% Bisnis.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxOZEZuQ0RZaUpiN0JQTDdpLWxhX0dHa0dmZTRuZ3FYT0h5akhxa1dWWDRwWXBPWXVmRjdpQWgtNE1relFKdndjekw0LUlRVUdOQ2dIdGlmX0d0UzNhSE5pZm5zMngzNC1fOWpzR3ZXMURpb09ObThOOFR4QXoweVg1YWdXZXlCcUNNNTJsS0FtNjAzNVZlZlk3R0loZzN2cExkWUppWnFpQlRkRHNEelEwTmcyTQ?oc=5,Berita emiten BMRI,https://news.google.com/rss/articles/CBMiswFBVV95cUxOZEZuQ0RZaUpiN0JQTDdpLWxhX0dHa0dmZTRuZ3FYT0h5akhxa1dWWDRwWXBPWXVmRjdpQWgtNE1relFKdndjekw0LUlRVUdOQ2dIdGlmX0d0UzNhSE5pZm5zMngzNC1fOWpzR3ZXMURpb09ObThOOFR4QXoweVg1YWdXZXlCcUNNNTJsS0FtNjAzNVZlZlk3R0loZzN2cExkWUppWnFpQlRkRHNEelEwTmcyTQ?oc=5
2025-08-27 09:45:13+07:00,GoogleNews,"IHSG Hari Ini Naik ke 7.936,17, Saham PGEO dan MBMA Jadi Pendorong Utama - Tribunjateng.com","IHSG Hari Ini Naik ke 7.936,17, Saham PGEO dan MBMA Jadi Pendorong Utama Tribunjateng.com",https://news.google.com/rss/articles/CBMitAFBVV95cUxOS1lzYmc3UTRod2RTM2plM1NHRi1CSzIxSTJ6T2VvQVpmX2hoVkFIQ21VTmN4SEVkbEgxb2VmTngtOE1xci01QnFSTW1WWGc1eHlSeVg0eGVCblhDQ2NlTUV0ZHRERUJRbEJJLTVnZlpCOThESVZ1TGxQYmtGd0J4Vm9YQ3QyV05jc2pDQmpXbENyNzVPX3F1VlFXT2hPV2xpYjVYRTBYX2owLVBRaTdveEJLUWc?oc=5,saham naik,https://news.google.com/rss/articles/CBMitAFBVV95cUxOS1lzYmc3UTRod2RTM2plM1NHRi1CSzIxSTJ6T2VvQVpmX2hoVkFIQ21VTmN4SEVkbEgxb2VmTngtOE1xci01QnFSTW1WWGc1eHlSeVg0eGVCblhDQ2NlTUV0ZHRERUJRbEJJLTVnZlpCOThESVZ1TGxQYmtGd0J4Vm9YQ3QyV05jc2pDQmpXbENyNzVPX3F1VlFXT2hPV2xpYjVYRTBYX2owLVBRaTdveEJLUWc?oc=5
2025-08-27 09:45:00+07:00,GoogleNews,Kinerja Saham Bank Swasta Terburuk: BCA Paling Hancur - CNBC Indonesia,Kinerja Saham Bank Swasta Terburuk: BCA Paling Hancur CNBC Indonesia,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNcHZ2cGFSTUdhV2tscWdfNnZ5ZWd3dDM2RFM2Y3J5ZlAzUHBSYS1WdWRqREh6ZkhqcHMyY0YyR0o1RDRxVlg2S3d5UmdIcXJXNW1CbkpfMnZxbjdVWHZLT25vay1sZE1VSVp1STVaekpNdGdwQUpIcTFKekIzSHY4MmUtOFZhLVp4dlpCSE1pRVRCSi14LUFyV1dqUGstN1VRTEN1SVpXcWVQb3o2aERhMFZCakNUT3VS?oc=5,Berita emiten BBCA,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNcHZ2cGFSTUdhV2tscWdfNnZ5ZWd3dDM2RFM2Y3J5ZlAzUHBSYS1WdWRqREh6ZkhqcHMyY0YyR0o1RDRxVlg2S3d5UmdIcXJXNW1CbkpfMnZxbjdVWHZLT25vay1sZE1VSVp1STVaekpNdGdwQUpIcTFKekIzSHY4MmUtOFZhLVp4dlpCSE1pRVRCSi14LUFyV1dqUGstN1VRTEN1SVpXcWVQb3o2aERhMFZCakNUT3VS?oc=5
2025-08-27 09:41:29+07:00,GoogleNews,"IHSG Naik 0,38% ke 7.936, Saham Big Banks Tertekan: BBCA Menghijau Sendiri - Pusat Data Kontan","IHSG Naik 0,38% ke 7.936, Saham Big Banks Tertekan: BBCA Menghijau Sendiri Pusat Data Kontan",https://news.google.com/rss/articles/CBMiqAFBVV95cUxOemp2bDg2OHh6QTFIQms1eXo1QTF3THVqQW5GMjVqMzdtVm41amhLSVhuN3JLZHFIUHhhS0RwTjFPaDRhTWdYRUNRNWZkQXNFcFVfT3BMT1Q0S1FLS3Q4WDdlSzdwSlg1bHhaT2U2LVF5ajBYMHd1REtQTk0xM2FSdEh0UVhwZ3BaVkZHX0dmNmt4ZXRqZVd2S0c5WkVyNERoaUNSOGdsN0U?oc=5,Berita emiten BBCA,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOemp2bDg2OHh6QTFIQms1eXo1QTF3THVqQW5GMjVqMzdtVm41amhLSVhuN3JLZHFIUHhhS0RwTjFPaDRhTWdYRUNRNWZkQXNFcFVfT3BMT1Q0S1FLS3Q4WDdlSzdwSlg1bHhaT2U2LVF5ajBYMHd1REtQTk0xM2FSdEh0UVhwZ3BaVkZHX0dmNmt4ZXRqZVd2S0c5WkVyNERoaUNSOGdsN0U?oc=5
2025-08-27 09:35:21+07:00,GoogleNews,"Saham Emiten Konglo Bopong IHSG, Pelan-Pelan Dekati Rekor ATH - CNBC Indonesia","Saham Emiten Konglo Bopong IHSG, Pelan-Pelan Dekati Rekor ATH CNBC Indonesia",https://news.google.com/rss/articles/CBMivwFBVV95cUxNd1ZEQnA4X1JGWS1oYWlrSC1tcU1zV3Bid21KTVFvMmlkbzJfam1PbWw2bi1KOUhDaXJrUmNPdUJFbVBoSHhHc3J2NXVGTkswRUJvU3JIN0c2OWpybkItVXZZcjR3c3dwNVlwemVNYWlYWHZTV2cwMUlmTVBxYnJvMlQ4SXFQX0FUMmxhbjNFNlJ4MkFKZi15R19saTRneWMxazJrRjVyXzdxcVVCRE9ObXd4ZDJnaEthcW5qaU9wWdIBxAFBVV95cUxNOVp0VVg3cUhQWjNrZ2pqYVFVc21uZnV6QmY0aTQ0eVBUZUhfN25NVl9idkVmXzZhcnVNVXpEZjFsaFU5OGxYdURsYnNOOVRqVE1hczhZdElOMjl1VG9iOWtjVlRmVHdkZ2p5dzMzZUxUbC00OWtNMktNeVVJUXYzT3l6NG9TOVBQWFVrUmlpMU1FVnlqYkJiNkxTa0NjQ0RhT0Z5bGg5RUE3Yzd2SGtlaUNZWVd6RjhjeUxGdGNxeW92bTl1?oc=5,saham naik,https://news.google.com/rss/articles/CBMivwFBVV95cUxNd1ZEQnA4X1JGWS1oYWlrSC1tcU1zV3Bid21KTVFvMmlkbzJfam1PbWw2bi1KOUhDaXJrUmNPdUJFbVBoSHhHc3J2NXVGTkswRUJvU3JIN0c2OWpybkItVXZZcjR3c3dwNVlwemVNYWlYWHZTV2cwMUlmTVBxYnJvMlQ4SXFQX0FUMmxhbjNFNlJ4MkFKZi15R19saTRneWMxazJrRjVyXzdxcVVCRE9ObXd4ZDJnaEthcW5qaU9wWdIBxAFBVV95cUxNOVp0VVg3cUhQWjNrZ2pqYVFVc21uZnV6QmY0aTQ0eVBUZUhfN25NVl9idkVmXzZhcnVNVXpEZjFsaFU5OGxYdURsYnNOOVRqVE1hczhZdElOMjl1VG9iOWtjVlRmVHdkZ2p5dzMzZUxUbC00OWtNMktNeVVJUXYzT3l6NG9TOVBQWFVrUmlpMU1FVnlqYkJiNkxTa0NjQ0RhT0Z5bGg5RUE3Yzd2SGtlaUNZWVd6RjhjeUxGdGNxeW92bTl1?oc=5
2025-08-27 09:34:15+07:00,GoogleNews,Saham Bank BUMN Kompak Turun Rabu (27/8): BMRI Terpukul Terdalam - Pusat Data Kontan,Saham Bank BUMN Kompak Turun Rabu (27/8): BMRI Terpukul Terdalam Pusat Data Kontan,https://news.google.com/rss/articles/CBMinAFBVV95cUxPMk1ybUtWbWx0YUpZUmF5cjNkN2pabUlBUDEta2dwX0h1VlhQbHlheEg0WXI2QXhQM0NPWXREWV9qY21LVDgwY2JzakdqV0xNdEVWLWQyLXp1Wm1OZmhkenJ5U05FUXZjSExuZlpMM081anBETUxuQnV5S01kbDNTMExlUXk5Q3FveC1vMVhPVEU1WVlkUTF4aU90WlA?oc=5,Berita emiten BMRI,https://news.google.com/rss/articles/CBMinAFBVV95cUxPMk1ybUtWbWx0YUpZUmF5cjNkN2pabUlBUDEta2dwX0h1VlhQbHlheEg0WXI2QXhQM0NPWXREWV9qY21LVDgwY2JzakdqV0xNdEVWLWQyLXp1Wm1OZmhkenJ5U05FUXZjSExuZlpMM081anBETUxuQnV5S01kbDNTMExlUXk5Q3FveC1vMVhPVEU1WVlkUTF4aU90WlA?oc=5
2025-08-27 09:27:00+07:00,GoogleNews,"IHSG Naik, 6 Saham Meledak - investor.id","IHSG Naik, 6 Saham Meledak investor.id",https://news.google.com/rss/articles/CBMia0FVX3lxTE5DR3VsNjZ0WjdJbGprZW1kM2JJQ3hkZmd2Q1FMUkw0cDNFWUt6bVl0dUp3bXU5ZGREazk2ejlsQlUtZVpnS3l1SmtzYjg3WkVJVDRvWEthZjFzaEVUSVJTUEs0bGlxR3FFRDJv?oc=5,saham naik,https://news.google.com/rss/articles/CBMia0FVX3lxTE5DR3VsNjZ0WjdJbGprZW1kM2JJQ3hkZmd2Q1FMUkw0cDNFWUt6bVl0dUp3bXU5ZGREazk2ejlsQlUtZVpnS3l1SmtzYjg3WkVJVDRvWEthZjFzaEVUSVJTUEs0bGlxR3FFRDJv?oc=5
2025-08-27 09:26:52+07:00,GoogleNews,Moody's Kerek Peringkat dan Prospek Medco Energi (MEDC) - kontan.co.id,Moody's Kerek Peringkat dan Prospek Medco Energi (MEDC) kontan.co.id,https://news.google.com/rss/articles/CBMikgFBVV95cUxPbWlEVW1UQzJEbW9pYW16TVdUZ28xaFAzVGFjazNaVENmcHN6TlFpMHhrVFJWSnJCSlVCeWdzN3hHZS1HcWN6c012QXNxU1V2VmlOQW1mdjZCcm41NjRrMDduYUdVaEJNeFdaRGhVWW9vU1g1NUxrTC1ub2xWNV9qMld4U01kNUhJR01OM1YtVHRtQdIBigFBVV95cUxQcjUyd2pwRnpuZUxFOVNqaE91TmNlR2dTOTBDTGRsZ09OQXZ0am5uZ3NYWFFKbUY1OXhwRGFSX0RNUUxnTnBrMFQ0RkswSk9KUmpFWlhrLWxuZjJ6NWZSV0djVEJEMkNTV1h6QWRGbW5rZnI0ZjBnR0FyTGt4eERROUlsYURPYlYydkE?oc=5,Berita emiten MEDC,https://news.google.com/rss/articles/CBMikgFBVV95cUxPbWlEVW1UQzJEbW9pYW16TVdUZ28xaFAzVGFjazNaVENmcHN6TlFpMHhrVFJWSnJCSlVCeWdzN3hHZS1HcWN6c012QXNxU1V2VmlOQW1mdjZCcm41NjRrMDduYUdVaEJNeFdaRGhVWW9vU1g1NUxrTC1ub2xWNV9qMld4U01kNUhJR01OM1YtVHRtQdIBigFBVV95cUxQcjUyd2pwRnpuZUxFOVNqaE91TmNlR2dTOTBDTGRsZ09OQXZ0am5uZ3NYWFFKbUY1OXhwRGFSX0RNUUxnTnBrMFQ0RkswSk9KUmpFWlhrLWxuZjJ6NWZSV0djVEJEMkNTV1h6QWRGbW5rZnI0ZjBnR0FyTGt4eERROUlsYURPYlYydkE?oc=5
2025-08-27 09:21:00+07:00,GoogleNews,"IHSG Ditutup Naik Dekati Level 8.000, Rupiah Melemah - Kompas.com","IHSG Ditutup Naik Dekati Level 8.000, Rupiah Melemah Kompas.com",https://news.google.com/rss/articles/CBMiowFBVV95cUxNZDk4ekZrWmg3QWlmTUNCTXBMYU9FclFtZXBmeUp6LUxiS1BJMk8tOS1kMHhwbUk2YTNSaGhELWFqbDVVNmhMM2ZtclAyRGpJQmRfZHZfbVlqb01VbXZVdng5eEpLVklubzJXNmpUYWZWdlZ6R29rNzZaNHdaQVpheUpxNjY1Q0pPaU5OajZHXzR4TWRNV0lCc1lZTFhvNEtrWFlj?oc=5,saham naik,https://news.google.com/rss/articles/CBMiowFBVV95cUxNZDk4ekZrWmg3QWlmTUNCTXBMYU9FclFtZXBmeUp6LUxiS1BJMk8tOS1kMHhwbUk2YTNSaGhELWFqbDVVNmhMM2ZtclAyRGpJQmRfZHZfbVlqb01VbXZVdng5eEpLVklubzJXNmpUYWZWdlZ6R29rNzZaNHdaQVpheUpxNjY1Q0pPaU5OajZHXzR4TWRNV0lCc1lZTFhvNEtrWFlj?oc=5
2025-08-27 09:15:00+07:00,GoogleNews,"KB Bank Ganti Nama Jadi PT Bank KB Indonesia Tbk, Saham Naik 32 Persen dalam Sebulan - Kompas.com","KB Bank Ganti Nama Jadi PT Bank KB Indonesia Tbk, Saham Naik 32 Persen dalam Sebulan Kompas.com",https://news.google.com/rss/articles/CBMixAFBVV95cUxPYXlQWFpGa2ZXd1BSSUNmeVJTb2hBSWF0bGU4RXNZdEpTUjZjWFQzWjVya0xOYUNEbmo5U0pQTXY4aG9VRFQ1NTZfbTZ4UEpiYTlZQ0E5bFNuN2xhUEhpcnhLY3dtLTY2aURGV1htOC1VSkM1ZjFLckhMeUhreDlLOVV5SmFnVWtVRU9mQnBDVVZzYnZ0dThxRTdjeHdWbTNyZ2pEa25ZcHExQnp0U3lmRlFkUTRualRTUTZqZjh2Y2tvODRY?oc=5,saham naik,https://news.google.com/rss/articles/CBMixAFBVV95cUxPYXlQWFpGa2ZXd1BSSUNmeVJTb2hBSWF0bGU4RXNZdEpTUjZjWFQzWjVya0xOYUNEbmo5U0pQTXY4aG9VRFQ1NTZfbTZ4UEpiYTlZQ0E5bFNuN2xhUEhpcnhLY3dtLTY2aURGV1htOC1VSkM1ZjFLckhMeUhreDlLOVV5SmFnVWtVRU9mQnBDVVZzYnZ0dThxRTdjeHdWbTNyZ2pEa25ZcHExQnp0U3lmRlFkUTRualRTUTZqZjh2Y2tvODRY?oc=5
2025-08-27 09:13:35+07:00,GoogleNews,"Pesaing Masih Gencar Promosi Bikin Bisnis ODS Melambat, GOTO Andalkan Bisnis Fintech - KONTAN","Pesaing Masih Gencar Promosi Bikin Bisnis ODS Melambat, GOTO Andalkan Bisnis Fintech KONTAN",https://news.google.com/rss/articles/CBMiuAFBVV95cUxQMDNqQXhseVBfblRmWVJwZDdxVGE2UnFQV3ZvWm1XWHl2aEJEckFhWEpLN0c4RmpsWmV5OGNscTNpak5PQlVXc0pnMkJaakNkMm5aUE55SHUyVmEzVktqdTVmQ1VCaWdjeWNxU3E4eElrRWNDWmoteVBJdU55WU9leUJNdGVDdGtobVJ0Z1VzU0dQdmVPUDVBUklQRG1kNDE1ZlZxcnl3Z1B5NFZhMU1GajNpLUVEUzdM?oc=5,Berita emiten GOTO,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQMDNqQXhseVBfblRmWVJwZDdxVGE2UnFQV3ZvWm1XWHl2aEJEckFhWEpLN0c4RmpsWmV5OGNscTNpak5PQlVXc0pnMkJaakNkMm5aUE55SHUyVmEzVktqdTVmQ1VCaWdjeWNxU3E4eElrRWNDWmoteVBJdU55WU9leUJNdGVDdGtobVJ0Z1VzU0dQdmVPUDVBUklQRG1kNDE1ZlZxcnl3Z1B5NFZhMU1GajNpLUVEUzdM?oc=5
2025-08-27 09:12:00+07:00,GoogleNews,"Saham Nvidia naik 1,5% karena investor bersiap-siap untuk pendapatan kuartal kedua yang penting - Traders Union","Saham Nvidia naik 1,5% karena investor bersiap-siap untuk pendapatan kuartal kedua yang penting Traders Union",https://news.google.com/rss/articles/CBMiiAFBVV95cUxOcWVlTGpqQ0tSQkc0SlZIVE5FTjZyWjdTX0o4QlM3Snd6UHpkaEZRNU9tTHlmZVc2dWcxQ25TNW1UWW5zVWVKYnVWbldFUGZpc3ZZaU50TWxVU3dxU2ppRVhtckhkYklsSkVIT3NzRUc3c0FXT0EwYzBlYmc5TER6akd0cVpNRXpf?oc=5,saham naik,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOcWVlTGpqQ0tSQkc0SlZIVE5FTjZyWjdTX0o4QlM3Snd6UHpkaEZRNU9tTHlmZVc2dWcxQ25TNW1UWW5zVWVKYnVWbldFUGZpc3ZZaU50TWxVU3dxU2ppRVhtckhkYklsSkVIT3NzRUc3c0FXT0EwYzBlYmc5TER6akd0cVpNRXpf?oc=5
2025-08-27 09:11:47+07:00,GoogleNews,"Saham Sudah Naik 154%, Ada Kabar Terbaru dari DSSA - CNBC Indonesia","Saham Sudah Naik 154%, Ada Kabar Terbaru dari DSSA CNBC Indonesia",https://news.google.com/rss/articles/CBMirwFBVV95cUxOaTItNldwZFBYa2N3YWJVN2FjWXhrdndDXzlKTlJFTGlyVHJPMkJuc3FrbEIybG9KcHhpUW90NDdjaHBIMEJuOGNxSkREM3R6ZTJaOGVMbFEtT20tU3lCZjdYaktRd05oZ3FRRlJDT1BmSjhHMEFmNGRWb1pWcU9JWFBRaDB2aGx5WkdZWEswUk51eXJFeFBzdkxka25BMVdtNnd5REk3bTVLb0pxWUdj0gG0AUFVX3lxTE1GZExUVFBEMFpITE1lZ1R1Rm04ZmtoWld4QlhaRmo5eUJYZFZEZ01nWVhvMm9VVl82UFZwbERSbGtNYURHcVN6NzJOS0dtWFR3UEpMU3J6Y21MRHhMNXN4dTBVTFFzMEphc0t5RUNWUEpRQnhKRElqUmFabDVNaTJEUDBJX1dWWXBNWWh0VkpiLTVGdEdkSGtGMnlQaC05bU1YOVlTdkVzQmlSOE5fdFVSNGgwdQ?oc=5,saham naik,https://news.google.com/rss/articles/CBMirwFBVV95cUxOaTItNldwZFBYa2N3YWJVN2FjWXhrdndDXzlKTlJFTGlyVHJPMkJuc3FrbEIybG9KcHhpUW90NDdjaHBIMEJuOGNxSkREM3R6ZTJaOGVMbFEtT20tU3lCZjdYaktRd05oZ3FRRlJDT1BmSjhHMEFmNGRWb1pWcU9JWFBRaDB2aGx5WkdZWEswUk51eXJFeFBzdkxka25BMVdtNnd5REk3bTVLb0pxWUdj0gG0AUFVX3lxTE1GZExUVFBEMFpITE1lZ1R1Rm04ZmtoWld4QlhaRmo5eUJYZFZEZ01nWVhvMm9VVl82UFZwbERSbGtNYURHcVN6NzJOS0dtWFR3UEpMU3J6Y21MRHhMNXN4dTBVTFFzMEphc0t5RUNWUEpRQnhKRElqUmFabDVNaTJEUDBJX1dWWXBNWWh0VkpiLTVGdEdkSGtGMnlQaC05bU1YOVlTdkVzQmlSOE5fdFVSNGgwdQ?oc=5
