Datetime,Open,High,Low,Close,Adj Close,Volume
2025-01-08 07:00:00+07:00,545.0,565.0,492.0,565.0,565.0,85871200
2025-01-09 07:00:00+07:00,610.0,635.0,424.0,424.0,424.0,169130100
2025-01-10 07:00:00+07:00,406.0,426.0,320.0,326.0,326.0,92887600
2025-01-13 07:00:00+07:00,338.0,350.0,322.0,326.0,326.0,32127800
2025-01-14 07:00:00+07:00,326.0,338.0,308.0,312.0,312.0,11140000
2025-01-15 07:00:00+07:00,310.0,310.0,276.0,290.0,290.0,13512800
2025-01-16 07:00:00+07:00,290.0,348.0,254.0,320.0,320.0,39631000
2025-01-17 07:00:00+07:00,320.0,322.0,292.0,300.0,300.0,9739700
2025-01-20 07:00:00+07:00,304.0,308.0,288.0,292.0,292.0,3747400
2025-01-21 07:00:00+07:00,292.0,298.0,278.0,282.0,282.0,4451800
2025-01-22 07:00:00+07:00,282.0,292.0,272.0,274.0,274.0,5658300
2025-01-23 07:00:00+07:00,274.0,292.0,270.0,274.0,274.0,7067200
2025-01-24 07:00:00+07:00,274.0,274.0,264.0,270.0,270.0,2258800
2025-01-30 07:00:00+07:00,270.0,270.0,270.0,270.0,270.0,0
2025-01-31 07:00:00+07:00,292.0,300.0,266.0,272.0,272.0,7674400
2025-02-03 07:00:00+07:00,272.0,272.0,246.0,252.0,252.0,4561900
2025-02-04 07:00:00+07:00,250.0,252.0,236.0,238.0,238.0,2924800
2025-02-05 07:00:00+07:00,238.0,254.0,230.0,236.0,236.0,3923400
2025-02-06 07:00:00+07:00,242.0,242.0,224.0,226.0,226.0,2851900
2025-02-07 07:00:00+07:00,226.0,226.0,212.0,218.0,218.0,2136300
2025-02-10 07:00:00+07:00,210.0,242.0,200.0,218.0,218.0,7977600
2025-02-11 07:00:00+07:00,220.0,238.0,214.0,220.0,220.0,2626500
2025-02-12 07:00:00+07:00,220.0,230.0,218.0,222.0,222.0,790100
2025-02-13 07:00:00+07:00,228.0,228.0,218.0,222.0,222.0,442700
2025-02-14 07:00:00+07:00,222.0,228.0,216.0,216.0,216.0,818900
2025-02-17 07:00:00+07:00,214.0,234.0,210.0,224.0,224.0,1259300
2025-02-18 07:00:00+07:00,220.0,228.0,220.0,224.0,224.0,739800
2025-02-19 07:00:00+07:00,230.0,236.0,222.0,230.0,230.0,1355500
2025-02-20 07:00:00+07:00,234.0,236.0,222.0,222.0,222.0,1404200
2025-02-21 07:00:00+07:00,222.0,228.0,218.0,220.0,220.0,745200
2025-02-24 07:00:00+07:00,222.0,224.0,218.0,220.0,220.0,525100
2025-02-25 07:00:00+07:00,212.0,224.0,208.0,212.0,212.0,1486800
2025-02-26 07:00:00+07:00,212.0,222.0,208.0,216.0,216.0,647200
2025-02-27 07:00:00+07:00,216.0,218.0,208.0,210.0,210.0,537200
2025-02-28 07:00:00+07:00,210.0,216.0,190.0,191.0,191.0,1343900
2025-03-03 07:00:00+07:00,191.0,191.0,191.0,191.0,191.0,0
2025-03-04 07:00:00+07:00,191.0,191.0,191.0,191.0,191.0,0
2025-03-05 07:00:00+07:00,179.0,179.0,175.0,178.0,178.0,846300
2025-03-06 07:00:00+07:00,175.0,182.0,175.0,182.0,182.0,575200
2025-03-07 07:00:00+07:00,184.0,186.0,184.0,186.0,186.0,129500
2025-03-10 07:00:00+07:00,189.0,202.0,189.0,202.0,202.0,599600
2025-03-11 07:00:00+07:00,222.0,222.0,222.0,222.0,222.0,2473600
2025-03-12 07:00:00+07:00,244.0,244.0,244.0,244.0,244.0,987700
2025-03-13 07:00:00+07:00,220.0,240.0,220.0,240.0,240.0,2296400
2025-03-14 07:00:00+07:00,212.0,236.0,206.0,210.0,210.0,3139100
2025-03-17 07:00:00+07:00,212.0,214.0,192.0,204.0,204.0,1576300
2025-03-18 07:00:00+07:00,204.0,210.0,184.0,196.0,196.0,1455200
2025-03-19 07:00:00+07:00,191.0,196.0,182.0,190.0,190.0,820300
2025-03-20 07:00:00+07:00,188.0,200.0,182.0,191.0,191.0,1187900
2025-03-21 07:00:00+07:00,198.0,198.0,170.0,190.0,190.0,454800
2025-03-24 07:00:00+07:00,190.0,191.0,172.0,179.0,179.0,1040600
2025-03-25 07:00:00+07:00,179.0,190.0,171.0,181.0,181.0,1353000
2025-03-26 07:00:00+07:00,181.0,189.0,177.0,184.0,184.0,652400
2025-03-27 07:00:00+07:00,184.0,193.0,184.0,193.0,193.0,4916600
2025-04-08 07:00:00+07:00,188.0,191.0,175.0,178.0,178.0,1252400
2025-04-09 07:00:00+07:00,177.0,198.0,171.0,194.0,194.0,500700
2025-04-10 07:00:00+07:00,196.0,200.0,184.0,193.0,193.0,409800
2025-04-11 07:00:00+07:00,193.0,200.0,186.0,190.0,190.0,329800
2025-04-14 07:00:00+07:00,190.0,199.0,189.0,196.0,196.0,834100
2025-04-15 07:00:00+07:00,196.0,197.0,190.0,196.0,196.0,358400
2025-04-16 07:00:00+07:00,196.0,198.0,189.0,197.0,197.0,473500
