Datetime,Open,High,Low,Close,Adj Close,Volume
2022-08-02 07:00:00+07:00,4000.0,4000.0,3900.0,3920.0,2062.85791015625,1507600
2022-08-03 07:00:00+07:00,3920.0,4050.0,3900.0,3990.0,2099.69482421875,1364500
2022-08-04 07:00:00+07:00,3990.0,4000.0,3780.0,3850.0,2026.021240234375,1382400
2022-08-05 07:00:00+07:00,3840.0,3910.0,3750.0,3910.0,2057.595703125,1305100
2022-08-08 07:00:00+07:00,3910.0,3910.0,3760.0,3820.0,2010.2344970703125,958300
2022-08-09 07:00:00+07:00,3820.0,4040.0,3820.0,4010.0,2110.2197265625,1905100
2022-08-10 07:00:00+07:00,4010.0,4040.0,3930.0,3970.0,2089.169921875,1938800
2022-08-11 07:00:00+07:00,4010.0,4100.0,3970.0,4000.0,2104.957275390625,3366200
2022-08-12 07:00:00+07:00,4000.0,4190.0,3980.0,4150.0,2183.89306640625,4325100
2022-08-15 07:00:00+07:00,4160.0,4190.0,4120.0,4140.0,2178.630615234375,1869400
2022-08-16 07:00:00+07:00,4140.0,4170.0,3980.0,4000.0,2104.957275390625,2774300
2022-08-18 07:00:00+07:00,3990.0,4070.0,3990.0,4050.0,2131.26904296875,945300
2022-08-19 07:00:00+07:00,4050.0,4130.0,4030.0,4130.0,2173.36865234375,1322600
2022-08-22 07:00:00+07:00,4270.0,4550.0,4230.0,4290.0,2257.566650390625,6081600
2022-08-23 07:00:00+07:00,4280.0,4420.0,4260.0,4400.0,2315.452880859375,2690700
2022-08-24 07:00:00+07:00,4390.0,4430.0,4340.0,4430.0,2331.240234375,2366100
2022-08-25 07:00:00+07:00,4450.0,4450.0,4360.0,4370.0,2299.666015625,1650700
2022-08-26 07:00:00+07:00,4370.0,4420.0,4310.0,4370.0,2299.666015625,2522800
2022-08-29 07:00:00+07:00,4370.0,4390.0,4280.0,4370.0,2299.666015625,2364200
2022-08-30 07:00:00+07:00,4380.0,4420.0,4330.0,4350.0,2289.140869140625,1822100
2022-08-31 07:00:00+07:00,4350.0,4370.0,4300.0,4340.0,2283.878662109375,1963100
2022-09-01 07:00:00+07:00,4340.0,4520.0,4340.0,4480.0,2357.552001953125,3803200
2022-09-02 07:00:00+07:00,4500.0,4600.0,4500.0,4550.0,2394.388916015625,2716900
2022-09-05 07:00:00+07:00,4550.0,4680.0,4530.0,4670.0,2457.53759765625,4663400
2022-09-06 07:00:00+07:00,4670.0,4790.0,4670.0,4770.0,2510.161376953125,3345900
2022-09-07 07:00:00+07:00,4800.0,4800.0,4670.0,4680.0,2462.800048828125,3364600
2022-09-08 07:00:00+07:00,4660.0,4670.0,4610.0,4630.0,2436.488037109375,1897800
2022-09-09 07:00:00+07:00,4640.0,4700.0,4560.0,4700.0,2473.32470703125,1700100
2022-09-12 07:00:00+07:00,4700.0,5250.0,4650.0,4970.0,2615.409423828125,7639400
2022-09-13 07:00:00+07:00,4970.0,5200.0,4970.0,5125.0,2696.9765625,7413400
2022-09-14 07:00:00+07:00,5150.0,5500.0,5150.0,5425.0,2854.84814453125,10684600
2022-09-15 07:00:00+07:00,5500.0,5800.0,5475.0,5725.0,3012.7197265625,7132700
2022-09-16 07:00:00+07:00,5750.0,5800.0,5500.0,5650.0,2973.251953125,5514300
2022-09-19 07:00:00+07:00,5650.0,5700.0,5400.0,5475.0,2881.16015625,6282000
2022-09-20 07:00:00+07:00,5450.0,5550.0,5250.0,5375.0,2828.536376953125,7227400
2022-09-21 07:00:00+07:00,5400.0,5450.0,5200.0,5325.0,2802.224365234375,7999800
2022-09-22 07:00:00+07:00,4960.0,4960.0,4960.0,4960.0,2921.27294921875,467600
2022-09-23 07:00:00+07:00,4660.0,4760.0,4620.0,4730.0,2785.81103515625,5352900
2022-09-26 07:00:00+07:00,4730.0,4730.0,4440.0,4620.0,2721.0244140625,4953500
2022-09-27 07:00:00+07:00,4700.0,4700.0,4580.0,4630.0,2726.914306640625,1547000
2022-09-28 07:00:00+07:00,4630.0,4640.0,4520.0,4520.0,2662.127685546875,1371700
2022-09-29 07:00:00+07:00,4520.0,4590.0,4490.0,4510.0,2656.238525390625,1245700
2022-09-30 07:00:00+07:00,4510.0,4600.0,4300.0,4540.0,2673.907470703125,2625600
2022-10-03 07:00:00+07:00,4570.0,4570.0,4470.0,4530.0,2668.017333984375,1561500
2022-10-04 07:00:00+07:00,4530.0,4680.0,4530.0,4670.0,2750.472900390625,2670000
2022-10-05 07:00:00+07:00,4690.0,4800.0,4660.0,4710.0,2774.03125,2440600
2022-10-06 07:00:00+07:00,4710.0,4750.0,4660.0,4720.0,2779.921142578125,1787400
