Date,ticker,prev_close,Close,return_%,rank
2025-03-19,INET.JK,97.0,114.0,17.53,8
2025-03-19,TGUK.JK,52.0,61.0,17.31,9
2025-03-19,KONI.JK,1270.0,1470.0,15.75,10
2025-03-20,MINA.JK,120.0,162.0,35.0,1
2025-03-20,FORU.JK,865.0,1080.0,24.86,2
2025-03-20,POLU.JK,3310.0,4130.0,24.77,3
2025-03-20,RONY.JK,1765.0,2200.0,24.65,4
2025-03-20,SAFE.JK,218.0,262.0,20.18,5
2025-03-20,JSPT.JK,8250.0,9900.0,20.0,6
2025-03-20,TEBE.JK,725.0,870.0,20.0,7
2025-03-20,DCII.JK,138950.0,166725.0,19.99,8
2025-03-20,TPIA.JK,6125.0,7050.0,15.1,9
2025-03-20,IKAI.JK,7.0,8.0,14.29,10
2025-03-21,BINO.JK,131.0,176.0,34.35,1
2025-03-21,RONY.JK,2200.0,2750.0,25.0,2
2025-03-21,POLU.JK,4130.0,5150.0,24.7,3
2025-03-21,PEVE.JK,262.0,290.0,10.69,4
2025-03-21,ISAP.JK,10.0,11.0,10.0,5
2025-03-21,RAFI.JK,30.0,33.0,10.0,6
2025-03-21,WINR.JK,20.0,22.0,10.0,7
2025-03-21,HILL.JK,302.0,332.0,9.93,8
2025-03-21,IKAN.JK,182.0,200.0,9.89,9
2025-03-21,RCCC.JK,146.0,160.0,9.59,10
2025-03-24,INAI.JK,161.0,216.0,34.16,1
2025-03-24,RELI.JK,410.0,500.0,21.95,2
2025-03-24,POLU.JK,5150.0,6175.0,19.9,3
2025-03-24,JGLE.JK,6.0,7.0,16.67,4
2025-03-24,EPAC.JK,9.0,10.0,11.11,5
2025-03-24,MIRA.JK,9.0,10.0,11.11,6
2025-03-24,ITMA.JK,705.0,780.0,10.64,7
2025-03-24,AEGS.JK,30.0,33.0,10.0,8
2025-03-24,IKAN.JK,200.0,220.0,10.0,9
2025-03-24,PLAN.JK,40.0,44.0,10.0,10
2025-03-25,BEEF.JK,132.74,167.26,26.0,1
2025-03-25,POLU.JK,6175.0,7400.0,19.84,2
2025-03-25,OKAS.JK,97.0,111.0,14.43,3
2025-03-25,BAPI.JK,7.0,8.0,14.29,4
2025-03-25,DADA.JK,7.0,8.0,14.29,5
2025-03-25,IKAI.JK,7.0,8.0,14.29,6
2025-03-25,MDRN.JK,7.0,8.0,14.29,7
2025-03-25,SMGR.JK,2220.0,2510.0,13.06,8
2025-03-25,PNLF.JK,290.0,326.0,12.41,9
2025-03-25,BRIS.JK,2110.0,2370.0,12.32,10
2025-03-26,KRAS.JK,98.0,132.0,34.69,1
2025-03-26,ADHI.JK,168.0,226.0,34.52,2
2025-03-26,WTON.JK,64.0,86.0,34.38,3
2025-03-26,PPRE.JK,51.0,68.0,33.33,4
2025-03-26,WEGE.JK,52.0,67.0,28.85,5
2025-03-26,PTPP.JK,232.0,290.0,25.0,6
2025-03-26,POLU.JK,7400.0,8825.0,19.26,7
2025-03-26,KAEF.JK,358.0,422.0,17.88,8
2025-03-26,CLEO.JK,517.5,610.0,17.87,9
2025-03-26,NIKL.JK,197.0,230.0,16.75,10
2025-03-27,TIRA.JK,1380.0,1725.0,25.0,1
2025-03-27,LIFE.JK,5725.0,6850.0,19.65,2
2025-03-27,JECC.JK,750.0,880.0,17.33,3
2025-03-27,CBDK.JK,5075.0,5950.0,17.24,4
2025-03-27,CLEO.JK,610.0,715.0,17.21,5
2025-03-27,BOAT.JK,95.0,111.0,16.84,6
2025-03-27,KOTA.JK,7.0,8.0,14.29,7
2025-03-27,MDRN.JK,7.0,8.0,14.29,8
2025-03-27,IPOL.JK,117.0,133.0,13.68,9
2025-03-27,ATIC.JK,406.0,460.0,13.3,10
2025-04-08,SOSS.JK,372.0,464.0,24.73,1
2025-04-08,CTBN.JK,2010.0,2210.0,9.95,2
2025-04-08,NETV.JK,143.0,157.0,9.79,3
2025-04-08,IPAC.JK,150.0,164.0,9.33,4
2025-04-08,LINK.JK,1785.0,1950.0,9.24,5
2025-04-08,PTIS.JK,216.0,232.0,7.41,6
2025-04-08,RUIS.JK,138.0,147.0,6.52,7
2025-04-08,KRYA.JK,59.0,62.0,5.08,8
2025-04-08,CYBR.JK,695.0,730.0,5.04,9
2025-04-08,TALF.JK,272.0,284.0,4.41,10
2025-04-09,CENT.JK,43.0,58.0,34.88,1
2025-04-09,KBLV.JK,89.0,120.0,34.83,2
2025-04-09,SONA.JK,3160.0,3950.0,25.0,3
2025-04-09,RELI.JK,384.0,468.0,21.88,4
2025-04-09,LIVE.JK,125.0,151.0,20.8,5
2025-04-09,OBAT.JK,464.0,540.0,16.38,6
2025-04-09,CCSI.JK,324.0,362.0,11.73,7
2025-04-09,MINE.JK,410.0,458.0,11.71,8
2025-04-09,MTPS.JK,10.0,11.0,10.0,9
2025-04-09,SNLK.JK,550.0,605.0,10.0,10
2025-04-10,DNAR.JK,86.0,116.0,34.88,1
2025-04-10,FUTR.JK,68.0,91.0,33.82,2
2025-04-10,CENT.JK,58.0,75.0,29.31,3
2025-04-10,WIFI.JK,1585.0,1980.0,24.92,4
2025-04-10,BESS.JK,625.0,780.0,24.8,5
2025-04-10,MINA.JK,92.0,113.0,22.83,6
2025-04-10,AKRA.JK,900.0,1100.0,22.22,7
2025-04-10,INET.JK,87.0,106.0,21.84,8
2025-04-10,PTIS.JK,224.0,270.0,20.54,9
2025-04-10,JSPT.JK,5600.0,6700.0,19.64,10
2025-04-11,CSIS.JK,57.0,69.0,21.05,1
2025-04-11,TCID.JK,1525.0,1815.0,19.02,2
2025-04-11,KOBX.JK,130.0,154.0,18.46,3
2025-04-11,MREI.JK,660.0,780.0,18.18,4
2025-04-11,OBAT.JK,580.0,685.0,18.1,5
2025-04-11,BRMS.JK,300.0,348.0,16.0,6
2025-04-11,WIFI.JK,1980.0,2250.0,13.64,7
2025-04-11,OKAS.JK,104.0,117.0,12.5,8
2025-04-11,PSAB.JK,262.0,294.0,12.21,9
2025-04-11,INTA.JK,10.0,11.0,10.0,10
2025-04-14,LION.JK,338.0,422.0,24.85,1
2025-04-14,KOPI.JK,935.0,1120.0,19.79,2
2025-04-14,GPSO.JK,330.0,390.0,18.18,3
2025-04-14,TRON.JK,100.0,118.0,18.0,4
2025-04-14,RATU.JK,4130.0,4860.0,17.68,5
2025-04-14,FILM.JK,2030.0,2380.0,17.24,6
2025-04-14,BTEK.JK,6.0,7.0,16.67,7
2025-04-14,HADE.JK,6.0,7.0,16.67,8
2025-04-14,INTD.JK,189.0,220.0,16.4,9
2025-04-14,RSCH.JK,384.0,442.0,15.1,10
2025-04-15,LABA.JK,107.0,144.0,34.58,1
2025-04-15,INPC.JK,150.0,191.0,27.33,2
2025-04-15,CBUT.JK,995.0,1240.0,24.62,3
2025-04-15,FORE.JK,252.0,314.0,24.6,4
2025-04-15,JIHD.JK,535.0,665.0,24.3,5
2025-04-15,ECII.JK,187.0,230.0,22.99,6
2025-04-15,ASBI.JK,392.0,470.0,19.9,7
2025-04-15,CMNP.JK,1550.0,1825.0,17.74,8
2025-04-15,BYAN.JK,17025.0,20000.0,17.47,9
2025-04-15,DADA.JK,7.0,8.0,14.29,10
2025-04-16,CENT.JK,66.0,89.0,34.85,1
2025-04-16,DOSS.JK,118.0,159.0,34.75,2
2025-04-16,DWGL.JK,198.0,266.0,34.34,3
2025-04-16,KJEN.JK,82.0,110.0,34.15,4
2025-04-16,BOAT.JK,97.0,126.0,29.9,5
2025-04-16,FORE.JK,314.0,392.0,24.84,6
2025-04-16,JIHD.JK,665.0,830.0,24.81,7
2025-04-16,SMDM.JK,1240.0,1495.0,20.56,8
2025-04-16,HADE.JK,6.0,7.0,16.67,9
2025-04-16,VKTR.JK,72.0,83.0,15.28,10
2025-04-17,CENT.JK,89.0,120.0,34.83,1
2025-04-17,NASI.JK,61.0,82.0,34.43,2
2025-04-17,FMII.JK,290.0,362.0,24.83,3
2025-04-17,BNBA.JK,510.0,630.0,23.53,4
2025-04-17,SOHO.JK,610.0,720.0,18.03,5
2025-04-17,HOKI.JK,78.0,92.0,17.95,6
2025-04-17,MDKA.JK,1415.0,1645.0,16.25,7
2025-04-17,DGNS.JK,139.0,160.0,15.11,8
2025-04-17,IKAI.JK,7.0,8.0,14.29,9
2025-04-17,ZATA.JK,7.0,8.0,14.29,10
2025-04-21,FITT.JK,110.0,148.0,34.55,1
2025-04-21,FORU.JK,785.0,980.0,24.84,2
2025-04-21,FMII.JK,362.0,446.0,23.2,3
2025-04-21,DILD.JK,132.0,155.0,17.42,4
2025-04-21,BABY.JK,318.0,370.0,16.35,5
2025-04-21,KJEN.JK,105.0,120.0,14.29,6
2025-04-21,EDGE.JK,3780.0,4280.0,13.23,7
2025-04-21,DCII.JK,151850.0,170000.0,11.95,8
2025-04-21,CYBR.JK,865.0,960.0,10.98,9
2025-04-21,KOBX.JK,149.0,165.0,10.74,10
2025-04-22,NETV.JK,141.0,190.0,34.75,1
2025-04-22,CITY.JK,79.0,106.0,34.18,2
2025-04-22,INDY.JK,1125.0,1405.0,24.89,3
2025-04-22,DAAZ.JK,3430.0,4280.0,24.78,4
2025-04-22,IFSH.JK,690.0,830.0,20.29,5
2025-04-22,HRUM.JK,715.0,855.0,19.58,6
2025-04-22,STTP.JK,11000.0,13000.0,18.18,7
2025-04-22,JGLE.JK,6.0,7.0,16.67,8
2025-04-22,BAPI.JK,7.0,8.0,14.29,9
2025-04-22,TAXI.JK,7.0,8.0,14.29,10
2025-04-23,CINT.JK,170.0,220.0,29.41,1
2025-04-23,NETV.JK,190.0,236.0,24.21,2
2025-04-23,DGNS.JK,150.0,185.0,23.33,3
2025-04-23,INET.JK,116.0,143.0,23.28,4
2025-04-23,BTEK.JK,5.0,6.0,20.0,5
2025-04-23,FORU.JK,910.0,1085.0,19.23,6
2025-04-23,TRIN.JK,79.0,93.0,17.72,7
2025-04-23,PANI.JK,10400.0,12000.0,15.38,8
2025-04-23,BBLD.JK,600.0,690.0,15.0,9
2025-04-23,ZATA.JK,7.0,8.0,14.29,10
2025-04-24,TNCA.JK,127.0,171.0,34.65,1
2025-04-24,CGAS.JK,82.0,110.0,34.15,2
2025-04-24,BBKP.JK,52.0,69.0,32.69,3
2025-04-24,MTFN.JK,4.0,5.0,25.0,4
2025-04-24,FORU.JK,1085.0,1355.0,24.88,5
2025-04-24,NICL.JK,380.0,474.0,24.74,6
2025-04-24,MINE.JK,494.0,600.0,21.46,7
2025-04-24,WAPO.JK,114.0,138.0,21.05,8
2025-04-24,BSIM.JK,830.0,975.0,17.47,9
2025-04-24,HADE.JK,6.0,7.0,16.67,10
2025-04-25,WAPO.JK,138.0,186.0,34.78,1
2025-04-25,MFIN.JK,1709.81,2137.26,25.0,2
2025-04-25,FORU.JK,1355.0,1690.0,24.72,3
2025-04-25,DIVA.JK,80.0,97.0,21.25,4
2025-04-25,INET.JK,138.0,165.0,19.57,5
2025-04-25,BTPS.JK,970.0,1140.0,17.53,6
2025-04-25,UNVR.JK,1495.0,1750.0,17.06,7
2025-04-25,PTIS.JK,288.0,330.0,14.58,8
2025-04-25,IKAI.JK,7.0,8.0,14.29,9
2025-04-25,JGLE.JK,7.0,8.0,14.29,10
2025-04-28,IOTF.JK,126.0,168.0,33.33,1
2025-04-28,KOBX.JK,154.0,196.0,27.27,2
2025-04-28,DATA.JK,1050.0,1310.0,24.76,3
2025-04-28,PGUN.JK,515.0,640.0,24.27,4
2025-04-28,GTRA.JK,100.0,122.0,22.0,5
2025-04-28,SOLA.JK,55.0,67.0,21.82,6
2025-04-28,BCAP.JK,66.0,79.0,19.7,7
2025-04-28,PTRO.JK,2450.0,2900.0,18.37,8
2025-04-28,DMAS.JK,151.0,178.0,17.88,9
2025-04-28,HADE.JK,6.0,7.0,16.67,10
2025-04-29,MFIN.JK,2323.11,3350.0,44.2,1
2025-04-29,KRYA.JK,63.0,80.0,26.98,2
2025-04-29,NICL.JK,480.0,600.0,25.0,3
2025-04-29,GPSO.JK,348.0,430.0,23.56,4
2025-04-29,BTEK.JK,5.0,6.0,20.0,5
2025-04-29,DATA.JK,1310.0,1515.0,15.65,6
2025-04-29,TAXI.JK,7.0,8.0,14.29,7
2025-04-29,LUCK.JK,59.0,67.0,13.56,8
2025-04-29,SMGA.JK,59.0,67.0,13.56,9
2025-04-29,PTPP.JK,370.0,420.0,13.51,10
2025-04-30,MTFN.JK,4.0,5.0,25.0,1
2025-04-30,TCID.JK,1805.0,2250.0,24.65,2
2025-04-30,SMBR.JK,178.0,220.0,23.6,3
2025-04-30,PAMG.JK,66.0,79.0,19.7,4
2025-04-30,NICL.JK,600.0,715.0,19.17,5
2025-04-30,INAI.JK,149.0,176.0,18.12,6
2025-04-30,CYBR.JK,995.0,1150.0,15.58,7
2025-04-30,MBSS.JK,1000.0,1155.0,15.5,8
2025-04-30,KRYA.JK,80.0,92.0,15.0,9
2025-04-30,MDRN.JK,7.0,8.0,14.29,10
2025-05-02,JATI.JK,50.0,67.0,34.0,1
2025-05-02,UNTD.JK,79.0,104.0,31.65,2
2025-05-02,KONI.JK,1310.0,1635.0,24.81,3
2025-05-02,LEAD.JK,77.0,95.0,23.38,4
2025-05-02,DKFT.JK,262.0,322.0,22.9,5
2025-05-02,DWGL.JK,228.0,276.0,21.05,6
2025-05-02,KBLV.JK,114.0,138.0,21.05,7
2025-05-02,CITA.JK,3480.0,4050.0,16.38,8
2025-05-02,MHKI.JK,98.0,114.0,16.33,9
2025-05-02,BKSL.JK,90.0,104.0,15.56,10
2025-05-05,JATI.JK,67.0,90.0,34.33,1
2025-05-05,SOLA.JK,71.0,92.0,29.58,2
2025-05-05,HELI.JK,202.0,252.0,24.75,3
2025-05-05,OPMS.JK,54.0,63.0,16.67,4
2025-05-05,SMBR.JK,226.0,260.0,15.04,5
2025-05-05,JGLE.JK,7.0,8.0,14.29,6
2025-05-05,LMPI.JK,121.0,138.0,14.05,7
2025-05-05,MBMA.JK,306.0,348.0,13.73,8
2025-05-05,BAPI.JK,8.0,9.0,12.5,9
2025-05-05,NZIA.JK,62.0,69.0,11.29,10
2025-05-06,OPMS.JK,63.0,85.0,34.92,1
2025-05-06,JATI.JK,90.0,121.0,34.44,2
2025-05-06,KRYA.JK,104.0,139.0,33.65,3
2025-05-06,HELI.JK,252.0,314.0,24.6,4
2025-05-06,SOLA.JK,92.0,113.0,22.83,5
2025-05-06,KETR.JK,173.0,210.0,21.39,6
2025-05-06,MPOW.JK,95.0,115.0,21.05,7
2025-05-06,AMAG.JK,374.0,438.0,17.11,8
2025-05-06,DOID.JK,406.0,464.0,14.29,9
2025-05-06,IKAI.JK,7.0,8.0,14.29,10
2025-05-07,BATR.JK,60.0,81.0,35.0,1
2025-05-07,ISEA.JK,56.0,75.0,33.93,2
2025-05-07,AYLS.JK,70.0,92.0,31.43,3
2025-05-07,PNSE.JK,360.0,450.0,25.0,4
2025-05-07,HUMI.JK,51.0,63.0,23.53,5
2025-05-07,NICL.JK,745.0,920.0,23.49,6
2025-05-07,MPXL.JK,102.0,122.0,19.61,7
2025-05-07,FMII.JK,374.0,438.0,17.11,8
2025-05-07,FORU.JK,1595.0,1835.0,15.05,9
2025-05-07,DADA.JK,7.0,8.0,14.29,10
2025-05-08,TGUK.JK,67.0,90.0,34.33,1
2025-05-08,SURI.JK,50.0,63.0,26.0,2
2025-05-08,BEER.JK,65.0,81.0,24.62,3
2025-05-08,JATI.JK,121.0,150.0,23.97,4
2025-05-08,KRYA.JK,139.0,169.0,21.58,5
2025-05-08,BTEK.JK,5.0,6.0,20.0,6
2025-05-08,HADE.JK,6.0,7.0,16.67,7
2025-05-08,JGLE.JK,7.0,8.0,14.29,8
2025-05-08,TAXI.JK,7.0,8.0,14.29,9
2025-05-08,MOLI.JK,200.0,226.0,13.0,10
2025-05-09,TAYS.JK,52.0,70.0,34.62,1
2025-05-09,MPOW.JK,111.0,149.0,34.23,2
2025-05-09,SKBM.JK,322.0,402.0,24.84,3
2025-05-09,JATI.JK,150.0,180.0,20.0,4
2025-05-09,UVCR.JK,56.0,67.0,19.64,5
2025-05-09,BESS.JK,1255.0,1475.0,17.53,6
2025-05-09,GTRA.JK,118.0,136.0,15.25,7
2025-05-09,DADA.JK,7.0,8.0,14.29,8
2025-05-09,HADE.JK,7.0,8.0,14.29,9
2025-05-09,JGLE.JK,8.0,9.0,12.5,10
2025-05-14,BBSS.JK,200.0,270.0,35.0,1
2025-05-14,FITT.JK,156.0,210.0,34.62,2
2025-05-14,TGUK.JK,78.0,105.0,34.62,3
2025-05-14,AKSI.JK,189.0,254.0,34.39,4
2025-05-14,BTEK.JK,5.0,6.0,20.0,5
2025-05-14,FIRE.JK,73.0,87.0,19.18,6
2025-05-14,UVCR.JK,67.0,79.0,17.91,7
2025-05-14,TFAS.JK,120.0,140.0,16.67,8
2025-05-14,PTPS.JK,79.0,92.0,16.46,9
2025-05-14,APLI.JK,525.0,600.0,14.29,10
2025-05-15,SSTM.JK,159.0,214.0,34.59,1
2025-05-15,WAPO.JK,137.0,184.0,34.31,2
2025-05-15,STRK.JK,50.0,65.0,30.0,3
2025-05-15,MTFN.JK,4.0,5.0,25.0,4
2025-05-15,FITT.JK,210.0,262.0,24.76,5
2025-05-15,HELI.JK,246.0,306.0,24.39,6
2025-05-15,AKSI.JK,254.0,308.0,21.26,7
2025-05-15,PAMG.JK,71.0,85.0,19.72,8
2025-05-15,SGRO.JK,2630.0,3100.0,17.87,9
2025-05-15,AMAN.JK,101.0,119.0,17.82,10
2025-05-16,COCO.JK,72.0,97.0,34.72,1
2025-05-16,SMGA.JK,69.0,83.0,20.29,2
2025-05-16,LMPI.JK,135.0,160.0,18.52,3
2025-05-16,PGEO.JK,1080.0,1270.0,17.59,4
2025-05-16,BTEK.JK,6.0,7.0,16.67,5
2025-05-16,MDRN.JK,7.0,8.0,14.29,6
2025-05-16,FWCT.JK,158.0,180.0,13.92,7
2025-05-16,BAIK.JK,67.0,76.0,13.43,8
2025-05-16,ITMA.JK,760.0,860.0,13.16,9
2025-05-16,FAST.JK,161.0,182.0,13.04,10
2025-05-19,ERTX.JK,95.0,128.0,34.74,1
2025-05-19,COCO.JK,97.0,130.0,34.02,2
2025-05-19,IDPR.JK,174.0,206.0,18.39,3
2025-05-19,TOBA.JK,400.0,472.0,18.0,4
2025-05-19,TARA.JK,8.0,9.0,12.5,5
2025-05-19,BAPI.JK,9.0,10.0,11.11,6
2025-05-19,ELTY.JK,9.0,10.0,11.11,7
2025-05-19,BMTR.JK,139.0,154.0,10.79,8
2025-05-19,DNAR.JK,116.0,128.0,10.34,9
2025-05-19,EPAC.JK,10.0,11.0,10.0,10
2025-05-20,PICO.JK,109.0,147.0,34.86,1
2025-05-20,COCO.JK,130.0,175.0,34.62,2
2025-05-20,TRIN.JK,92.0,118.0,28.26,3
2025-05-20,LAJU.JK,50.0,64.0,28.0,4
2025-05-20,PTIS.JK,282.0,352.0,24.82,5
2025-05-20,BAIK.JK,72.0,87.0,20.83,6
2025-05-20,KAEF.JK,490.0,580.0,18.37,7
2025-05-20,CUAN.JK,995.0,1167.5,17.34,8
2025-05-20,KMTR.JK,302.0,340.0,12.58,9
2025-05-20,JGLE.JK,8.0,9.0,12.5,10
2025-05-21,FAST.JK,178.0,240.0,34.83,1
2025-05-21,BBSS.JK,274.0,342.0,24.82,2
2025-05-21,MSIN.JK,505.0,625.0,23.76,3
2025-05-21,BTEK.JK,6.0,7.0,16.67,4
2025-05-21,BCIP.JK,55.0,64.0,16.36,5
2025-05-21,LPGI.JK,482.0,560.0,16.18,6
2025-05-21,INCO.JK,2930.0,3300.0,12.63,7
2025-05-21,DADA.JK,8.0,9.0,12.5,8
2025-05-21,CENT.JK,98.0,109.0,11.22,9
2025-05-21,BAPI.JK,9.0,10.0,11.11,10
2025-05-22,COCO.JK,175.0,236.0,34.86,1
2025-05-22,FAST.JK,240.0,300.0,25.0,2
2025-05-22,FITT.JK,262.0,326.0,24.43,3
2025-05-22,MITI.JK,160.0,198.0,23.75,4
2025-05-22,PTIS.JK,380.0,460.0,21.05,5
2025-05-22,BDKR.JK,137.0,159.0,16.06,6
2025-05-22,BCIP.JK,64.0,74.0,15.62,7
2025-05-22,ACES.JK,525.0,595.0,13.33,8
2025-05-22,IKAI.JK,8.0,9.0,12.5,9
2025-05-22,TARA.JK,8.0,9.0,12.5,10
2025-05-23,BAJA.JK,86.0,116.0,34.88,1
2025-05-23,TGUK.JK,102.0,137.0,34.31,2
2025-05-23,BTEK.JK,6.0,7.0,16.67,3
2025-05-23,FAST.JK,300.0,350.0,16.67,4
2025-05-23,MDRN.JK,7.0,8.0,14.29,5
2025-05-23,TAXI.JK,7.0,8.0,14.29,6
2025-05-23,RAJA.JK,2310.0,2600.0,12.55,7
2025-05-23,DADA.JK,8.0,9.0,12.5,8
2025-05-23,SHIP.JK,1890.0,2110.0,11.64,9
2025-05-23,IKAI.JK,9.0,10.0,11.11,10
2025-05-26,ZYRX.JK,116.0,156.0,34.48,1
2025-05-26,INRU.JK,402.0,500.0,24.38,2
2025-05-26,FPNI.JK,196.0,224.0,14.29,3
2025-05-26,BAIK.JK,83.0,93.0,12.05,4
2025-05-26,BAPI.JK,9.0,10.0,11.11,5
2025-05-26,SULI.JK,91.0,101.0,10.99,6
2025-05-26,AYLS.JK,93.0,103.0,10.75,7
2025-05-26,AXIO.JK,123.0,136.0,10.57,8
2025-05-26,DIVA.JK,105.0,116.0,10.48,9
2025-05-26,AKKU.JK,30.0,33.0,10.0,10
2025-05-27,AYLS.JK,103.0,139.0,34.95,1
2025-05-27,MBTO.JK,83.0,112.0,34.94,2
2025-05-27,GTBO.JK,130.0,175.0,34.62,3
2025-05-27,INRU.JK,500.0,625.0,25.0,4
2025-05-27,MRAT.JK,252.0,314.0,24.6,5
2025-05-27,HELI.JK,270.0,308.0,14.07,6
2025-05-27,BAIK.JK,93.0,105.0,12.9,7
2025-05-27,HADE.JK,9.0,10.0,11.11,8
2025-05-27,KREN.JK,9.0,10.0,11.11,9
2025-05-27,ZYRX.JK,156.0,173.0,10.9,10
2025-05-28,GTBO.JK,175.0,236.0,34.86,1
2025-05-28,INDX.JK,69.0,93.0,34.78,2
2025-05-28,MTFN.JK,4.0,5.0,25.0,3
2025-05-28,MAPB.JK,1085.0,1355.0,24.88,4
2025-05-28,INRU.JK,625.0,780.0,24.8,5
2025-05-28,JECC.JK,905.0,1125.0,24.31,6
2025-05-28,IFSH.JK,815.0,955.0,17.18,7
2025-05-28,INAI.JK,157.0,177.0,12.74,8
2025-05-28,JGLE.JK,8.0,9.0,12.5,9
2025-05-28,TGKA.JK,6400.0,7125.0,11.33,10
2025-06-02,RMKO.JK,93.0,125.0,34.41,1
2025-06-02,BAJA.JK,111.0,147.0,32.43,2
2025-06-02,PSAB.JK,312.0,390.0,25.0,3
2025-06-02,KAEF.JK,535.0,655.0,22.43,4
2025-06-02,PEHA.JK,278.0,340.0,22.3,5
2025-06-02,IRRA.JK,444.0,530.0,19.37,6
2025-06-02,BCIP.JK,83.0,95.0,14.46,7
2025-06-02,TAXI.JK,7.0,8.0,14.29,8
2025-06-02,MBSS.JK,1135.0,1250.0,10.13,9
2025-06-02,ASHA.JK,20.0,22.0,10.0,10
2025-06-03,TMPO.JK,120.0,162.0,35.0,1
2025-06-03,AXIO.JK,126.0,170.0,34.92,2
2025-06-03,ZYRX.JK,152.0,191.0,25.66,3
2025-06-03,FAST.JK,264.0,330.0,25.0,4
2025-06-03,PSAB.JK,390.0,486.0,24.62,5
2025-06-03,FORE.JK,410.0,510.0,24.39,6
2025-06-03,ASBI.JK,414.0,505.0,21.98,7
2025-06-03,MDRN.JK,7.0,8.0,14.29,8
2025-06-03,JAWA.JK,129.0,145.0,12.4,9
2025-06-03,CBUT.JK,1000.0,1120.0,12.0,10
2025-06-04,MTFN.JK,4.0,5.0,25.0,1
