date,slot,slot_order,ticker,score,vol_pace,last,price_at_cutoff,daily_return,closing_strength,afternoon_power,first_seen_slot,last_seen_slot,time_seen_count,persist_count,is_latest_for_ticker,source_file
2025-08-27,0930,1,AADI.JK,119.63393702590108,3.1571072319202,7050.0,7050.0,0.010752688172043,0.010752688172043,119.63393702590108,0930,0930,1,1,1,bpjs_rekomendasi_2025-08-27_0930.csv
2025-08-27,0930,1,ADRO.JK,127.10479770339671,18.204152298645,1850.0,1850.0,0.0481586402266289,0.0481586402266289,127.10479770339671,0930,1415,2,2,0,bpjs_rekomendasi_2025-08-27_0930.csv
2025-08-27,1415,3,ADRO.JK,80.01435924202231,5.5583529269910175,1810.0,1810.0,0.0254957507082151,0.0254957507082151,80.01435924202231,0930,1415,2,2,1,bpjs_rekomendasi_2025-08-27_1415.csv
2025-08-27,1130,2,BREN.JK,108.17355705030856,2.0206804230757487,9575.0,9575.0,0.072829131652661,0.072829131652661,108.17355705030856,1130,1415,2,2,0,bpjs_rekomendasi_2025-08-27_1130.csv
2025-08-27,1415,3,BREN.JK,104.78527923155166,1.893783775777504,9725.0,9725.0,0.0896358543417366,0.0896358543417366,104.78527923155166,1130,1415,2,2,1,bpjs_rekomendasi_2025-08-27_1415.csv
2025-08-27,0930,1,CBDK.JK,183.3231893657073,8.198540513336688,6825.0,6825.0,0.0459770114942528,0.0459770114942528,183.3231893657073,0930,1415,3,3,0,bpjs_rekomendasi_2025-08-27_0930.csv
2025-08-27,1130,2,CBDK.JK,163.66546203066767,6.224502912231372,6850.0,6850.0,0.0498084291187739,0.0498084291187739,163.66546203066767,0930,1415,3,3,0,bpjs_rekomendasi_2025-08-27_1130.csv
2025-08-27,1415,3,CBDK.JK,154.57038293066628,5.494820607806819,6825.0,6825.0,0.0459770114942528,0.0459770114942528,154.57038293066628,0930,1415,3,3,1,bpjs_rekomendasi_2025-08-27_1415.csv
2025-08-27,0930,1,CBUT.JK,150.37180323894566,32.945945945945944,1820.0,1820.0,0.1482649842271293,0.1482649842271293,150.37180323894566,0930,1415,3,3,0,bpjs_rekomendasi_2025-08-27_0930.csv
2025-08-27,1130,2,CBUT.JK,156.36210811974763,43.36,1700.0,1700.0,0.0725552050473186,0.0725552050473186,156.36210811974763,0930,1415,3,3,0,bpjs_rekomendasi_2025-08-27_1130.csv
2025-08-27,1415,3,CBUT.JK,124.88727260421916,19.1375,1730.0,1730.0,0.0914826498422713,0.0914826498422713,124.88727260421916,0930,1415,3,3,1,bpjs_rekomendasi_2025-08-27_1415.csv
2025-08-27,0930,1,DATA.JK,140.5734379524267,7.324677650429799,4400.0,4400.0,0.1548556430446195,0.1548556430446195,140.5734379524267,0930,1415,3,3,0,bpjs_rekomendasi_2025-08-27_0930.csv
2025-08-27,1130,2,DATA.JK,107.04999834082092,3.757994243024988,4710.0,4710.0,0.2362204724409449,0.2362204724409449,107.04999834082092,0930,1415,3,3,0,bpjs_rekomendasi_2025-08-27_1130.csv
2025-08-27,1415,3,DATA.JK,80.38769927181549,2.230300306566297,4700.0,4700.0,0.2335958005249343,0.2335958005249343,80.38769927181549,0930,1415,3,3,1,bpjs_rekomendasi_2025-08-27_1415.csv
2025-08-27,1130,2,DUTI.JK,142.91286842427328,10.8125,3350.0,3350.0,0.0501567398119122,0.0501567398119122,142.91286842427328,1130,1415,2,2,0,bpjs_rekomendasi_2025-08-27_1130.csv
2025-08-27,1415,3,DUTI.JK,138.66286944480552,10.176470588235292,3300.0,3300.0,0.0344827586206897,0.0344827586206897,138.66286944480552,1130,1415,2,2,1,bpjs_rekomendasi_2025-08-27_1415.csv
2025-08-27,1130,2,KONI.JK,150.247726547159,43.88235294117647,1560.0,1560.0,0.2430278884462151,0.2430278884462151,150.247726547159,1130,1415,2,2,0,bpjs_rekomendasi_2025-08-27_1130.csv
2025-08-27,1415,3,KONI.JK,136.98832284904157,31.08333333333333,1560.0,1560.0,0.2430278884462151,0.2430278884462151,136.98832284904157,1130,1415,2,2,1,bpjs_rekomendasi_2025-08-27_1415.csv
2025-08-27,0930,1,MASB.JK,154.30329306795954,13.555555555555555,3320.0,3320.0,0.0310559006211179,0.0310559006211179,154.30329306795954,0930,0930,1,1,1,bpjs_rekomendasi_2025-08-27_0930.csv
2025-08-27,1130,2,PANI.JK,158.41818414144552,2.591778634170052,15350.0,15350.0,0.0165562913907284,0.0165562913907284,158.41818414144552,1130,1415,2,2,0,bpjs_rekomendasi_2025-08-27_1130.csv
2025-08-27,1415,3,PANI.JK,123.68117838198408,1.7113896626431446,15375.0,15375.0,0.0182119205298012,0.0182119205298012,123.68117838198408,1130,1415,2,2,1,bpjs_rekomendasi_2025-08-27_1415.csv
2025-08-27,0930,1,SHIP.JK,269.70211728423743,42.66666666666666,5100.0,5100.0,0.0991379310344826,0.0991379310344826,269.70211728423743,0930,0930,1,1,1,bpjs_rekomendasi_2025-08-27_0930.csv
