date,slot,slot_order,ticker,score,vol_pace,last,price_at_cutoff,daily_return,closing_strength,afternoon_power,first_seen_slot,last_seen_slot,time_seen_count,persist_count,is_latest_for_ticker,source_file,zvol,persist_n,persist_m,micro_spread_pct,buy_1_pct,flags,vwap,vwap_delta_pct
2025-08-28,0930,1,BSDE.JK,95.99082395124417,6.740538806927518,1160.0,1160.0,0.1207729468599034,0.0,0.0,0930,0930,1,1,1,bpjs_rekomendasi_2025-08-28_0930.csv,16.15172216101851,3,6,0.693020372930418,0.5018959712922201,+zvol+0.30|+vwap+0.01|+persist+0.05,1149.7292327979392,0.8933205235693853
2025-08-28,0930,1,TEBE.JK,206.56649131203517,30.88159645232816,1700.0,1700.0,0.2927756653992395,0.0,0.0,0930,0930,1,1,1,bpjs_rekomendasi_2025-08-28_0930.csv,2.65312369614058,3,6,0.7114815417749654,0.4797144246391764,+zvol+0.30|+vwap+0.06|+persist+0.05,1603.5291281853504,6.016159614376448
