date,slot,slot_order,ticker,score,vol_pace,last,price_at_cutoff,daily_return,closing_strength,afternoon_power,first_seen_slot,last_seen_slot,time_seen_count,persist_count,is_latest_for_ticker,source_file
2025-08-27,0930,1,AADI.JK,119.63393702590108,3.1571072319202,7050.0,7050.0,0.010752688172043,0.010752688172043,119.63393702590108,0930,0930,1,1,1,bpjs_rekomendasi_2025-08-27_0930.csv
2025-08-27,1415,3,ADRO.JK,80.01435924202231,5.5583529269910175,1810.0,1810.0,0.0254957507082151,0.0254957507082151,80.01435924202231,0930,1415,2,2,1,bpjs_rekomendasi_2025-08-27_1415.csv
2025-08-27,1415,3,BREN.JK,104.78527923155166,1.893783775777504,9725.0,9725.0,0.0896358543417366,0.0896358543417366,104.78527923155166,1130,1415,2,2,1,bpjs_rekomendasi_2025-08-27_1415.csv
2025-08-27,1415,3,CBDK.JK,154.57038293066628,5.494820607806819,6825.0,6825.0,0.0459770114942528,0.0459770114942528,154.57038293066628,0930,1415,3,3,1,bpjs_rekomendasi_2025-08-27_1415.csv
2025-08-27,1415,3,CBUT.JK,124.88727260421916,19.1375,1730.0,1730.0,0.0914826498422713,0.0914826498422713,124.88727260421916,0930,1415,3,3,1,bpjs_rekomendasi_2025-08-27_1415.csv
2025-08-27,1415,3,DATA.JK,80.38769927181549,2.230300306566297,4700.0,4700.0,0.2335958005249343,0.2335958005249343,80.38769927181549,0930,1415,3,3,1,bpjs_rekomendasi_2025-08-27_1415.csv
2025-08-27,1415,3,DUTI.JK,138.66286944480552,10.176470588235292,3300.0,3300.0,0.0344827586206897,0.0344827586206897,138.66286944480552,1130,1415,2,2,1,bpjs_rekomendasi_2025-08-27_1415.csv
2025-08-27,1415,3,KONI.JK,136.98832284904157,31.08333333333333,1560.0,1560.0,0.2430278884462151,0.2430278884462151,136.98832284904157,1130,1415,2,2,1,bpjs_rekomendasi_2025-08-27_1415.csv
2025-08-27,0930,1,MASB.JK,154.30329306795954,13.555555555555555,3320.0,3320.0,0.0310559006211179,0.0310559006211179,154.30329306795954,0930,0930,1,1,1,bpjs_rekomendasi_2025-08-27_0930.csv
2025-08-27,1415,3,PANI.JK,123.68117838198408,1.7113896626431446,15375.0,15375.0,0.0182119205298012,0.0182119205298012,123.68117838198408,1130,1415,2,2,1,bpjs_rekomendasi_2025-08-27_1415.csv
2025-08-27,0930,1,SHIP.JK,269.70211728423743,42.66666666666666,5100.0,5100.0,0.0991379310344826,0.0991379310344826,269.70211728423743,0930,0930,1,1,1,bpjs_rekomendasi_2025-08-27_0930.csv
2025-08-27,0930,1,SMMT.JK,139.84260724034456,65.81666666666666,1265.0,1265.0,0.1396396396396395,0.1396396396396395,139.84260724034456,0930,0930,1,1,1,bpjs_rekomendasi_2025-08-27_0930.csv
2025-08-27,1415,3,SURE.JK,139.8840819924976,10.544554455445544,3270.0,3270.0,0.0827814569536424,0.0827814569536424,139.8840819924976,0930,1415,3,3,1,bpjs_rekomendasi_2025-08-27_1415.csv
2025-08-27,0930,1,UNTR.JK,165.0803180857436,1.8377659574468088,25050.0,25050.0,0.0131445904954499,0.0131445904954499,165.0803180857436,0930,0930,1,1,1,bpjs_rekomendasi_2025-08-27_0930.csv
2025-08-27,1415,3,WIFI.JK,86.68501441109305,3.8550210046056335,3010.0,3010.0,0.0598591549295774,0.0598591549295774,86.68501441109305,1130,1415,2,2,1,bpjs_rekomendasi_2025-08-27_1415.csv
2025-08-27,1130,2,YULE.JK,112.63337169805564,7.5,2770.0,2770.0,0.0183823529411764,0.0183823529411764,112.63337169805564,1130,1130,1,1,1,bpjs_rekomendasi_2025-08-27_1130.csv
