date,slot,slot_order,ticker,score,vol_pace,last,price_at_cutoff,daily_return,closing_strength,afternoon_power,first_seen_slot,last_seen_slot,time_seen_count,persist_count,is_latest_for_ticker,source_file,zvol,persist_n,persist_m,micro_spread_pct,buy_1_pct,flags,vwap,vwap_delta_pct
2025-08-28,0930,1,BSDE.JK,95.99082395124417,6.740538806927518,1160.0,1160.0,0.1207729468599034,0.0,0.0,0930,0930,1,1,1,bpjs_rekomendasi_2025-08-28_0930.csv,16.15172216101851,3,6,0.693020372930418,0.5018959712922201,+zvol+0.30|+vwap+0.01|+persist+0.05,1149.7292327979392,0.8933205235693853
2025-08-28,1415,3,CCSI.JK,53.66723609854535,6.479542345479418,362.0,362.0,0.0225988700564971,0.0,0.4716517600092127,1415,1415,1,1,1,bpjs_rekomendasi_2025-08-28_1415.csv,14.893417262519408,3,6,0.2209944751381215,0.2993017096075126,+zvol+0.30|+vwap+0.03|+persist+0.05,352.49364707688767,2.696886313255664
2025-08-28,1415,3,DOID.JK,23.92561065319013,1.457460547453303,362.0,362.0,0.0168539325842695,0.0,0.7645702759167207,1415,1415,1,1,1,bpjs_rekomendasi_2025-08-28_1415.csv,1.5037208752252644,4,6,0.5506648048084513,0.0,+zvol+0.30|+vwap+0.01|+persist+0.07,358.9167062891722,0.8590555014019285
2025-08-28,1415,3,JAWA.JK,18.16931395574702,1.73154165073951,159.0,159.0,0.0258064516129032,0.0,0.5145700312457546,1415,1415,1,1,1,bpjs_rekomendasi_2025-08-28_1415.csv,2.600594722794598,5,6,0.3789507204840379,0.8278639815120502,+zvol+0.30|+vwap+0.02|+persist+0.08,156.1603722320337,1.8184048407280828
2025-08-28,1130,2,PALM.JK,114.81591722823444,40.240321557012905,460.0,460.0,0.2234042553191488,0.0,0.0,1130,1130,1,1,1,bpjs_rekomendasi_2025-08-28_1130.csv,24.25,3,6,0.6117535968654386,0.3724963149223966,+zvol+0.30|+vwap+0.05|+persist+0.05,436.2566976489885,5.442507239193217
2025-08-28,1130,2,SRAJ.JK,99.1626391004102,1.9229518625857072,7450.0,7450.0,0.0836363636363637,0.0,0.0,1130,1130,1,1,1,bpjs_rekomendasi_2025-08-28_1130.csv,,3,6,0.0,0.0,+vwap+0.02|+persist+0.05,7303.163137773857,2.010592663152555
2025-08-28,0930,1,TEBE.JK,206.56649131203517,30.88159645232816,1700.0,1700.0,0.2927756653992395,0.0,0.0,0930,0930,1,1,1,bpjs_rekomendasi_2025-08-28_0930.csv,2.65312369614058,3,6,0.7114815417749654,0.4797144246391764,+zvol+0.30|+vwap+0.06|+persist+0.05,1603.5291281853504,6.016159614376448
