round,ticker,daily,m1,m5,error
0,FAPA.JK,skip(empty),(ok),(ok),
0,LPPS.JK,skip(empty),(ok),(ok),
0,SAMF.JK,skip(empty),(ok),(ok),
0,BELL.JK,skip(empty),(ok),(ok),
0,SMMT.JK,skip(empty),(ok),(ok),
0,ARII.JK,skip(empty),(ok),(ok),
0,KMTR.JK,skip(empty),(ok),(ok),
0,PSGO.JK,skip(empty),(ok),(ok),
0,EMDE.JK,skip(empty),(ok),(ok),
0,JAYA.JK,skip(empty),(ok),(ok),
0,BOLA.JK,skip(empty),(ok),(ok),
0,RIGS.JK,skip(empty),(ok),(ok),
0,INCI.JK,skip(empty),(ok),(ok),
0,UANG.JK,skip(empty),(ok),(ok),
0,AEGS.JK,skip(empty),(ok),(ok),
0,DVLA.JK,skip(empty),(ok),(ok),
0,EKAD.JK,skip(empty),(ok),(ok),
0,CSIS.JK,skip(empty),(ok),(ok),
0,ALDO.JK,skip(empty),(ok),(ok),
0,EPMT.JK,skip(empty),(ok),(ok),
0,KICI.JK,skip(empty),(ok),(ok),
0,INDR.JK,skip(empty),(ok),(ok),
0,ESTA.JK,skip(empty),(ok),(ok),
0,ITIC.JK,skip(empty),(ok),(ok),
0,SKLT.JK,skip(empty),(ok),(ok),
0,CBPE.JK,skip(empty),(ok),(ok),
0,WOMF.JK,skip(empty),(ok),(ok),
0,MDKI.JK,skip(empty),(ok),(ok),
0,MAXI.JK,skip(empty),(ok),(ok),
0,HERO.JK,skip(empty),(ok),(ok),
0,KUAS.JK,skip(empty),(ok),(ok),
0,MAPB.JK,skip(empty),(ok),(ok),
0,TRJA.JK,skip(empty),(ok),(ok),
0,HOPE.JK,skip(empty),(ok),(ok),
0,CINT.JK,skip(empty),(ok),(ok),
0,MKTR.JK,skip(empty),(ok),(ok),
0,LTLS.JK,skip(empty),(ok),(ok),
0,PURI.JK,skip(empty),(ok),(ok),
0,MSJA.JK,skip(empty),(ok),(ok),
0,MOLI.JK,skip(empty),(ok),(ok),
0,DEPO.JK,skip(empty),(ok),(ok),
0,KAQI.JK,skip(empty),(ok),(ok),
0,PTSP.JK,skip(empty),(ok),(ok),
0,TYRE.JK,skip(empty),(ok),(ok),
0,DPNS.JK,skip(empty),(ok),(ok),
0,SMKL.JK,skip(empty),(ok),(ok),
0,MRAT.JK,skip(empty),(ok),(ok),
0,SMMA.JK,skip(empty),(ok),(ok),
0,CASH.JK,skip(empty),(ok),(ok),
0,AMAG.JK,skip(empty),(ok),(ok),
0,UNIC.JK,skip(empty),(ok),(ok),
0,PSKT.JK,skip(empty),(ok),(ok),
0,BLUE.JK,skip(empty),(ok),(ok),
0,MEGA.JK,skip(empty),(ok),(ok),
0,IDPR.JK,skip(empty),(ok),(ok),
0,MGLV.JK,skip(empty),(ok),(ok),
0,BUDI.JK,skip(empty),(ok),(ok),
0,ADMG.JK,skip(empty),(ok),(ok),
0,ASDM.JK,skip(empty),(ok),(ok),
0,UNSP.JK,skip(empty),(ok),(ok),
0,SURE.JK,skip(empty),(ok),(ok),
0,INOV.JK,skip(empty),(ok),(ok),
0,PNSE.JK,skip(empty),(ok),(ok),
0,PTPW.JK,skip(empty),(ok),(ok),
0,PEHA.JK,skip(empty),(ok),(ok),
0,GHON.JK,skip(empty),(ok),(ok),
0,TOOL.JK,skip(empty),(ok),(ok),
0,PSDN.JK,skip(empty),(ok),(ok),
0,TRUS.JK,skip(empty),(ok),(ok),
0,UFOE.JK,skip(empty),(ok),(ok),
0,LUCY.JK,skip(empty),(ok),(ok),
0,SDPC.JK,skip(empty),(ok),(ok),
0,PORT.JK,skip(empty),(ok),(ok),
0,TRIS.JK,skip(empty),(ok),(ok),
0,ASLI.JK,skip(empty),(ok),(ok),
0,GWSA.JK,skip(empty),(ok),(ok),
0,BBLD.JK,skip(empty),(ok),(ok),
0,PDES.JK,skip(empty),(ok),(ok),
0,TBMS.JK,skip(empty),(ok),(ok),
0,LFLO.JK,skip(empty),(ok),(ok),
0,HOMI.JK,skip(empty),(ok),(ok),
0,SKBM.JK,skip(empty),(ok),(ok),
0,KINO.JK,skip(empty),(ok),(ok),
0,BBSI.JK,skip(empty),(ok),(ok),
0,INRU.JK,skip(empty),(ok),(ok),
0,LION.JK,skip(empty),(ok),(ok),
0,CAKK.JK,skip(empty),(ok),(ok),
0,IPOL.JK,skip(empty),(ok),(ok),
0,SRSN.JK,skip(empty),(ok),(ok),
0,MORA.JK,skip(empty),(ok),(ok),
0,TRGU.JK,skip(empty),(ok),(ok),
0,BSIM.JK,skip(empty),(ok),(ok),
0,CBUT.JK,skip(empty),(ok),(ok),
0,LIFE.JK,skip(empty),(ok),(ok),
0,LINK.JK,skip(empty),(ok),(ok),
0,BOBA.JK,skip(empty),(ok),(ok),
0,AMOR.JK,skip(empty),(ok),(ok),
0,SWID.JK,skip(empty),(ok),(ok),
0,GDYR.JK,skip(empty),(ok),(ok),
0,SHID.JK,skip(empty),(ok),(ok),
0,BPFI.JK,skip(empty),(ok),(ok),
0,PGUN.JK,skip(empty),(ok),(ok),
0,GRIA.JK,skip(empty),(ok),(ok),
0,IDEA.JK,skip(empty),(ok),(ok),
0,PNBS.JK,skip(empty),(ok),(ok),
0,TGKA.JK,skip(empty),(ok),(ok),
0,BMSR.JK,skip(empty),(ok),(ok),
0,INTD.JK,skip(empty),(ok),(ok),
0,TCID.JK,skip(empty),(ok),(ok),
0,FUJI.JK,skip(empty),(ok),(ok),
0,SOHO.JK,skip(empty),(ok),(ok),
0,ATLA.JK,skip(empty),(ok),(ok),
0,VOKS.JK,skip(empty),(ok),(ok),
0,IKBI.JK,skip(empty),(ok),(ok),
0,URBN.JK,skip(empty),(ok),(ok),
0,KDSI.JK,skip(empty),(ok),(ok),
0,PPGL.JK,skip(empty),(ok),(ok),
0,AMIN.JK,skip(empty),(ok),(ok),
0,MTLA.JK,skip(empty),(ok),(ok),
0,PUDP.JK,skip(empty),(ok),(ok),
0,AGAR.JK,skip(empty),(ok),(ok),
0,RUNS.JK,skip(empty),(ok),(ok),
0,BUKK.JK,skip(empty),(ok),(ok),
0,VINS.JK,skip(empty),(ok),(ok),
0,PRAY.JK,skip(empty),(ok),(ok),
0,MICE.JK,skip(empty),(ok),(ok),
0,RDTX.JK,skip(empty),(ok),(ok),
0,AKPI.JK,skip(empty),(ok),(ok),
0,SCNP.JK,skip(empty),(ok),(ok),
0,INPP.JK,skip(empty),(ok),(ok),
0,PNGO.JK,skip(empty),(ok),(ok),
0,LRNA.JK,skip(empty),(ok),(ok),
0,PGLI.JK,skip(empty),(ok),(ok),
0,DART.JK,skip(empty),(ok),(ok),
0,IGAR.JK,skip(empty),(ok),(ok),
0,GOLD.JK,skip(empty),(ok),(ok),
0,IFSH.JK,skip(empty),(ok),(ok),
0,STTP.JK,skip(empty),(ok),(ok),
0,GRPH.JK,skip(empty),(ok),(ok),
0,SOSS.JK,skip(empty),(ok),(ok),
0,SLIS.JK,skip(empty),(ok),(ok),
0,KDTN.JK,skip(empty),(ok),(ok),
0,TRST.JK,skip(empty),(ok),(ok),
0,VRNA.JK,skip(empty),(ok),(ok),
0,GSMF.JK,skip(empty),(ok),(ok),
0,SSTM.JK,skip(empty),(ok),(ok),
0,RANC.JK,skip(empty),(ok),(ok),
0,BRAM.JK,skip(empty),(ok),(ok),
0,CMPP.JK,skip(empty),(ok),(ok),
0,DPUM.JK,skip(empty),(ok),(ok),
0,ALKA.JK,skip(empty),(ok),(ok),
0,NPGF.JK,skip(empty),(ok),(ok),
0,TOSK.JK,skip(empty),(ok),(ok),
0,PMJS.JK,skip(empty),(ok),(ok),
0,LCKM.JK,skip(empty),(ok),(ok),
0,KONI.JK,skip(empty),(ok),(ok),
0,GMTD.JK,skip(empty),(ok),(ok),
0,ASRM.JK,skip(empty),(ok),(ok),
0,CTBN.JK,skip(empty),(ok),(ok),
0,LAJU.JK,skip(empty),(ok),(ok),
0,SOTS.JK,skip(empty),(ok),(ok),
0,ARGO.JK,skip(empty),(ok),(ok),
0,ASBI.JK,skip(empty),(ok),(ok),
0,RELI.JK,skip(empty),(ok),(ok),
0,GLVA.JK,skip(empty),(ok),(ok),
0,NICK.JK,skip(empty),(ok),(ok),
0,ASJT.JK,skip(empty),(ok),(ok),
0,KIOS.JK,skip(empty),(ok),(ok),
0,HDFA.JK,skip(empty),(ok),(ok),
0,IPAC.JK,skip(empty),(ok),(ok),
0,YULE.JK,skip(empty),(ok),(ok),
0,TALF.JK,skip(empty),(ok),(ok),
0,NATO.JK,skip(empty),(ok),(ok),
0,BATA.JK,skip(empty),(ok),(ok),
0,ADCP.JK,skip(empty),(ok),(ok),
0,BBMD.JK,skip(empty),(ok),(ok),
0,DUTI.JK,skip(empty),(ok),(ok),
0,BAPA.JK,skip(empty),(ok),(ok),
0,BTON.JK,skip(empty),(ok),(ok),
0,TAYS.JK,skip(empty),(ok),(ok),
0,APII.JK,skip(empty),(ok),(ok),
0,BMAS.JK,skip(empty),(ok),(ok),
0,MASB.JK,skip(empty),(ok),(ok),
0,APLI.JK,skip(empty),(ok),(ok),
0,BRNA.JK,skip(empty),(ok),(ok),
0,SIPD.JK,skip(empty),(ok),(ok),
0,FOOD.JK,skip(empty),(ok),(ok),
0,NIRO.JK,skip(empty),(ok),(ok),
0,MEDS.JK,skip(empty),(ok),(ok),
0,NTBK.JK,skip(empty),(ok),(ok),
0,ZBRA.JK,skip(empty),(ok),(ok),
0,GLOB.JK,skip(empty),(ok),(ok),
0,TIFA.JK,skip(empty),(ok),(ok),
0,DFAM.JK,skip(empty),(ok),(ok),
0,FIMP.JK,skip(empty),(ok),(ok),
0,ABDA.JK,skip(empty),(ok),(ok),
0,BLTZ.JK,skip(empty),(ok),(ok),
0,BSWD.JK,skip(empty),(ok),(ok),
0,IBST.JK,skip(empty),(ok),(ok),
0,KOIN.JK,skip(empty),(ok),(ok),
0,OMRE.JK,skip(empty),(ok),(ok),
0,PGJO.JK,skip(empty),(ok),(ok),
0,POLI.JK,skip(empty),(ok),(ok),
0,ROCK.JK,skip(empty),(ok),(ok),
0,TFCO.JK,skip(empty),(ok),(ok),
0,TGUK.JK,skip(empty),(ok),(ok),
0,YPAS.JK,skip(empty),(ok),(ok),
