round,ticker,daily,m1,m5,m15,error
0,WGSH.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,CSRA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,BNBA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,IATA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,OMED.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MKPI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,EDGE.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,CARS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,TOTO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,TMPO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,WEHA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BATR.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,MPIX.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MPRO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,AGII.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,AMAN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,ARKO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,ACRO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,DGNS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,BISI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,FWCT.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,NRCA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,ASPI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,ISEA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,KJEN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,KLIN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,PZZA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SICO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,VISI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,AHAP.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BAYU.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,CLAY.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MHKI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,KOPI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,UDNG.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,KING.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MTWI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,RCCC.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,CHEM.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,TIRA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,NZIA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SMLE.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SINI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,TRON.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BAJA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MUTU.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,VERN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BINA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,DYAN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BUAH.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,FPNI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,CITY.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,GUNA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,INDX.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,AGRS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BNII.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PEGE.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,ARTA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SAPX.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,SMAR.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,KETR.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,KOBX.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,GULA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,NAYZ.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,HYGN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,ERTX.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,GTRA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,COCO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PMMP.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,DWGL.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,INAI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,JSPT.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,ZONE.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,DLTA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,HELI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SBMA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BESS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,FOLK.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BPII.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,KMDS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,AKSI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SOUL.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BINO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,CHIP.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,AMAR.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,CCSI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PPRE.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PKPK.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MCOL.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,AXIO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,GDST.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BKSW.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MCAS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,DSFI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PALM.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,SAFE.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,LUCK.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PTSN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,IRSX.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,LMAX.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,IFII.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,ELPI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PSSI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,LMPI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,ZYRX.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,PICO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MITI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MFIN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SONA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,TFAS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,GOOD.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,KBLI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,KSIX.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,INPS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,TNCA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PJAA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,OBMD.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,SKRN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,FMII.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,EAST.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BTPN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MKAP.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,PTIS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MBTO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,JMAS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,GEMA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SCCO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,LAPD.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,HBAT.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BBRM.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,TRIN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,WOWS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,GMFI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BALI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BPTR.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,JECC.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,TRIM.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,FLMC.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,DNET.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,LPLI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SPMA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,LPIN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,VICO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,OILS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SDRA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,GTBO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,CSAP.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,RMKO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,CRSN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,KBLM.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,INDS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SEMA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,DMND.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,FAPA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,LPPS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SAMF.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BELL.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,ARII.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,KMTR.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PSGO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,EMDE.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,JAYA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,RIGS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,INCI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,UANG.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,AEGS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,DVLA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,CSIS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,ALDO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,EPMT.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,KICI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,INDR.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,ITIC.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SKLT.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,CBPE.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,WOMF.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MDKI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,HERO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,KUAS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MAPB.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,TRJA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,HOPE.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,MKTR.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,LTLS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PURI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MSJA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MOLI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,KAQI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PTSP.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,TYRE.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,DPNS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SMKL.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,SMMA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,CASH.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,AMAG.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,UNIC.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PSKT.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,MEGA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,IDPR.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MGLV.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BUDI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,ADMG.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,UNSP.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SURE.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,INOV.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PNSE.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PTPW.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,GHON.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,TOOL.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PSDN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,TRUS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,UFOE.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,SDPC.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PORT.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,TRIS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,ASLI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,GWSA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,PDES.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,LFLO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,HOMI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SKBM.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,KINO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BBSI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,LION.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,CAKK.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,IPOL.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SRSN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MORA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,BSIM.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,CBUT.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,LIFE.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,LINK.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BOBA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,SWID.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,GDYR.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SHID.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BPFI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PGUN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,IDEA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PNBS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,TGKA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BMSR.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,INTD.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,FUJI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SOHO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,ATLA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,VOKS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,IKBI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,KDSI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PPGL.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,AMIN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MTLA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PUDP.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,RUNS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BUKK.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,VINS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PRAY.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MICE.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,AKPI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SCNP.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,INPP.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PNGO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,LRNA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,DART.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,IGAR.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,GOLD.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,IFSH.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,STTP.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,SOSS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SLIS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,KDTN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,TRST.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,VRNA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,SSTM.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,RANC.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BRAM.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,CMPP.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,DPUM.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,NPGF.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,TOSK.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,PMJS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,LCKM.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,KONI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,ASRM.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,CTBN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,LAJU.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SOTS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,ARGO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,RELI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,GLVA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,NICK.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,ASJT.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,KIOS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,IPAC.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,YULE.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,TALF.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,NATO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BATA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,BBMD.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,DUTI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BAPA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BTON.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,TAYS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,BMAS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MASB.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,APLI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BRNA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,SIPD.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,NIRO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,MEDS.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,NTBK.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,ZBRA.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,GLOB.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,DFAM.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,FIMP.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,ABDA.JK,skip(empty),fallback(5m),skip(empty),skip(15m-not-needed),
0,BLTZ.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,BSWD.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,KOIN.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,OMRE.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,?,,,,,worker-timeout>22s
0,POLI.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
0,ROCK.JK,skip(empty),fallback(5m),skip(empty),skip(15m-not-needed),
0,TFCO.JK,skip(empty),skip(empty),skip(empty),skip(15m-not-needed),
