ticker,gran,price,prob_ara_today,prob_ara_today_adj,ara_target_pct,day_roc,prox,coverage,rvol30,cr,breakout,mleft,regime_score
PTMP.JK,1m,98.0,28.7,28.7,35.0,0.0103,0.029,0.002,0.6,1.0,False,0,0.5
MBSS.JK,1m,1355.0,28.6,28.6,25.0,-0.0217,0.0,0.0,0.71,1.0,False,0,0.5
WIIM.JK,1m,810.0,28.6,28.6,25.0,0.0062,0.025,0.0,0.62,1.0,False,0,0.5
KRAS.JK,1m,264.0,28.6,28.6,25.0,-0.0149,0.0,0.0,0.71,1.0,False,0,0.5
TMPO.JK,1m,148.0,28.6,28.6,35.0,-0.0133,0.0,0.0,0.72,1.0,False,0,0.5
INCO.JK,1m,3930.0,28.5,28.5,25.0,-0.0175,0.0,0.0,0.7,1.0,False,0,0.5
SRTG.JK,1m,1780.0,28.5,28.5,25.0,-0.0111,0.0,0.001,0.7,1.0,False,0,0.5
OPMS.JK,1m,74.0,28.5,28.5,35.0,-0.039,0.0,0.0,0.71,1.0,False,0,0.5
FAST.JK,1m,324.0,28.4,28.4,25.0,-0.0182,0.0,0.0,0.69,1.0,False,0,0.5
SMKL.JK,1m,159.0,28.4,28.4,35.0,-0.0124,0.0,0.0,0.69,1.0,False,0,0.5
HYGN.JK,1m,153.0,28.4,28.4,35.0,-0.0065,0.0,0.001,0.69,1.0,False,0,0.5
ALII.JK,1m,575.0,28.3,28.3,25.0,-0.0171,0.0,0.0,0.68,1.0,False,0,0.5
UCID.JK,1m,500.0,28.3,28.3,25.0,0.004,0.016,0.0,0.61,1.0,False,0,0.5
MINE.JK,1m,474.0,28.3,28.3,25.0,-0.0042,0.0,0.0,0.67,1.0,False,0,0.5
KBLI.JK,1m,376.0,28.3,28.3,25.0,0.0,0.0,0.0,0.68,1.0,False,0,0.5
SDRA.JK,1m,292.0,28.3,28.3,25.0,-0.0068,0.0,0.002,0.67,1.0,False,0,0.5
BALI.JK,1m,1350.0,28.2,28.2,25.0,0.0,0.0,0.0,0.66,1.0,False,0,0.5
RALS.JK,1m,392.0,28.2,28.2,25.0,0.0,0.0,0.0,0.67,1.0,False,0,0.5
COIN.JK,1m,1625.0,28.1,28.1,25.0,-0.024,0.0,0.0,0.65,1.0,False,0,0.5
GJTL.JK,1m,1050.0,28.1,28.1,25.0,0.0048,0.019,0.0,0.58,1.0,False,0,0.5
MREI.JK,1m,960.0,28.1,28.1,25.0,0.0213,0.085,0.002,0.31,1.0,False,0,0.5
TBLA.JK,1m,745.0,28.1,28.1,25.0,0.0,0.0,0.0,0.65,1.0,False,0,0.5
HATM.JK,1m,266.0,28.1,28.1,25.0,-0.0148,0.0,0.0,0.65,1.0,False,0,0.5
IFII.JK,1m,222.0,28.1,28.1,25.0,0.0,0.0,0.0,0.65,1.0,False,0,0.5
AMAR.JK,1m,212.0,28.1,28.1,25.0,-0.045,0.0,0.0,0.65,1.0,False,0,0.5
INAI.JK,1m,158.0,28.1,28.1,35.0,0.0,0.0,0.0,0.65,1.0,False,0,0.5
DIVA.JK,1m,110.0,28.1,28.1,35.0,0.0,0.0,0.0,0.65,1.0,False,0,0.5
SMAR.JK,1m,4130.0,28.0,28.0,25.0,-0.0072,0.0,0.0,0.64,1.0,False,0,0.5
MIKA.JK,1m,2440.0,28.0,28.0,25.0,0.0,0.0,0.001,0.64,1.0,False,0,0.5
FORE.JK,1m,575.0,28.0,28.0,25.0,-0.0086,0.0,0.0,0.63,1.0,False,0,0.5
SAMF.JK,1m,342.0,28.0,28.0,25.0,-0.0058,0.0,0.0,0.63,1.0,False,0,0.5
BMHS.JK,1m,191.0,28.0,28.0,35.0,-0.0104,0.0,0.001,0.64,1.0,False,0,0.5
BLES.JK,1m,159.0,28.0,28.0,35.0,-0.0062,0.0,0.001,0.63,1.0,False,0,0.5
MUTU.JK,1m,92.0,28.0,28.0,35.0,0.011,0.031,0.004,0.49,1.0,False,0,0.5
NICE.JK,1m,430.0,27.9,27.9,25.0,0.0047,0.019,0.003,0.54,1.0,False,0,0.5
KKGI.JK,1m,332.0,27.9,27.9,25.0,-0.0119,0.0,0.0,0.63,1.0,False,0,0.5
KPIG.JK,1m,210.0,27.9,27.9,25.0,0.0096,0.038,0.003,0.46,1.0,False,0,0.5
CBPE.JK,1m,181.0,27.9,27.9,35.0,0.0112,0.032,0.0,0.5,1.0,False,0,0.5
MBTO.JK,1m,114.0,27.9,27.9,35.0,0.0088,0.025,0.005,0.51,1.0,False,0,0.5
IOTF.JK,1m,83.0,27.9,27.9,35.0,0.0,0.0,0.0,0.63,1.0,False,0,0.5
HEAL.JK,1m,1650.0,27.8,27.8,25.0,-0.003,0.0,0.0,0.61,1.0,False,0,0.5
KING.JK,1m,202.0,27.8,27.8,25.0,-0.0561,0.0,0.0,0.62,1.0,False,0,0.5
DMAS.JK,1m,139.0,27.8,27.8,35.0,-0.0071,0.0,0.0,0.61,1.0,False,0,0.5
HOKI.JK,1m,85.0,27.8,27.8,35.0,-0.023,0.0,0.0,0.62,1.0,False,0,0.5
GOOD.JK,1m,382.0,27.7,27.7,25.0,-0.0052,0.0,0.0,0.6,1.0,False,0,0.5
NFCX.JK,1m,1870.0,27.6,27.6,25.0,0.0054,0.022,0.003,0.49,1.0,False,0,0.5
SHID.JK,1m,900.0,27.6,27.6,25.0,0.0056,0.022,0.0,0.49,1.0,False,0,0.5
HRTA.JK,1m,695.0,27.6,27.6,25.0,0.0072,0.029,0.002,0.47,1.0,False,0,0.5
KBLM.JK,1m,324.0,27.6,27.6,25.0,0.0,0.0,0.0,0.58,1.0,False,0,0.5
FITT.JK,1m,222.0,27.6,27.6,25.0,-0.0672,0.0,0.004,0.58,1.0,False,0,0.5
SOLA.JK,1m,173.0,27.6,27.6,35.0,0.0117,0.033,0.001,0.46,1.0,False,0,0.5
AEGS.JK,1m,53.0,27.6,27.6,35.0,0.0,0.0,0.0,0.59,1.0,False,0,0.5
BRPT.JK,1m,2320.0,27.5,27.5,25.0,-0.0169,0.0,0.0,0.58,1.0,False,0,0.5
PTSP.JK,1m,1010.0,27.5,27.5,25.0,0.0202,0.081,0.003,0.25,1.0,False,0,0.5
RGAS.JK,1m,113.0,27.5,27.5,35.0,0.018,0.051,0.0,0.37,1.0,False,0,0.5
MPXL.JK,1m,106.0,27.5,27.5,35.0,-0.0093,0.0,0.0,0.58,1.0,False,0,0.5
CMRY.JK,1m,4920.0,27.4,27.4,25.0,-0.012,0.0,0.001,0.56,1.0,False,0,0.5
BDMN.JK,1m,2550.0,27.4,27.4,25.0,-0.0116,0.0,0.0,0.56,1.0,False,0,0.5
MMLP.JK,1m,535.0,27.4,27.4,25.0,-0.0093,0.0,0.0,0.56,1.0,False,0,0.5
CFIN.JK,1m,322.0,27.4,27.4,25.0,0.0,0.0,0.0,0.56,1.0,False,0,0.5
NINE.JK,1m,180.0,27.4,27.4,35.0,0.0056,0.016,0.0,0.5,1.0,False,0,0.5
ACST.JK,1m,88.0,27.4,27.4,35.0,-0.033,0.0,0.0,0.56,1.0,False,0,0.5
FOLK.JK,1m,81.0,27.4,27.4,35.0,-0.0241,0.0,0.0,0.56,1.0,False,0,0.5
IFSH.JK,1m,755.0,27.3,27.3,25.0,-0.0321,0.0,0.0,0.55,1.0,False,0,0.5
IMAS.JK,1m,1080.0,27.2,27.2,25.0,0.0141,0.056,0.004,0.3,1.0,False,0,0.5
PDPP.JK,1m,505.0,27.2,27.2,25.0,0.01,0.04,0.004,0.37,1.0,False,0,0.5
IMJS.JK,1m,266.0,27.2,27.2,25.0,-0.0148,0.0,0.004,0.53,1.0,False,0,0.5
MRAT.JK,1m,252.0,27.2,27.2,25.0,0.0,0.0,0.0,0.54,1.0,False,0,0.5
DPNS.JK,1m,238.0,27.2,27.2,25.0,-0.0325,0.0,0.0,0.53,1.0,False,0,0.5
MOLI.JK,1m,210.0,27.2,27.2,25.0,0.0194,0.078,0.006,0.2,1.0,False,0,0.5
SSIA.JK,1m,2420.0,27.1,27.1,25.0,-0.0163,0.0,0.0,0.53,1.0,False,0,0.5
YUPI.JK,1m,1705.0,27.1,27.1,25.0,-0.0058,0.0,0.0,0.53,1.0,False,0,0.5
AMAG.JK,1m,360.0,27.1,27.1,25.0,0.0056,0.022,0.0,0.44,1.0,False,0,0.5
TRIM.JK,1m,356.0,27.1,27.1,25.0,-0.0111,0.0,0.0,0.52,1.0,False,0,0.5
CPIN.JK,1m,4480.0,27.0,27.0,25.0,0.0,0.0,0.0,0.52,1.0,False,0,0.5
NSSS.JK,1m,424.0,27.0,27.0,25.0,-0.0185,0.0,0.0,0.51,1.0,False,0,0.5
FMII.JK,1m,376.0,27.0,27.0,25.0,-0.0309,0.0,0.0,0.51,1.0,False,0,0.5
AXIO.JK,1m,126.0,27.0,27.0,35.0,-0.0233,0.0,0.0,0.51,1.0,False,0,0.5
PAMG.JK,1m,78.0,27.0,27.0,35.0,-0.0127,0.0,0.0,0.51,1.0,False,0,0.5
WIFI.JK,1m,2710.0,26.9,26.9,25.0,-0.0073,0.0,0.001,0.5,1.0,False,0,0.5
YOII.JK,1m,97.0,26.9,26.9,35.0,0.0,0.0,0.002,0.49,1.0,False,0,0.5
BBLD.JK,1m,915.0,26.8,26.8,25.0,0.011,0.044,0.006,0.29,1.0,False,0,0.5
ENRG.JK,1m,550.0,26.8,26.8,25.0,-0.0179,0.0,0.002,0.48,1.0,False,0,0.5
MORA.JK,1m,390.0,26.8,26.8,25.0,0.0,0.0,0.0,0.49,1.0,False,0,0.5
SGER.JK,1m,334.0,26.8,26.8,25.0,-0.0118,0.0,0.0,0.48,1.0,False,0,0.5
SCMA.JK,1m,240.0,26.8,26.8,25.0,0.0,0.0,0.0,0.48,1.0,False,0,0.5
AMIN.JK,1m,175.0,26.8,26.8,35.0,-0.0278,0.0,0.001,0.48,1.0,False,0,0.5
VICO.JK,1m,172.0,26.8,26.8,35.0,-0.0115,0.0,0.0,0.49,1.0,False,0,0.5
JAWA.JK,1m,147.0,26.8,26.8,35.0,-0.0068,0.0,0.0,0.49,1.0,False,0,0.5
MDLN.JK,1m,57.0,26.8,26.8,35.0,0.0,0.0,0.0,0.49,1.0,False,0,0.5
FORU.JK,1m,1370.0,26.7,26.7,25.0,-0.0179,0.0,0.0,0.47,1.0,False,0,0.5
TOBA.JK,1m,1070.0,26.7,26.7,25.0,-0.0531,0.0,0.0,0.47,1.0,False,0,0.5
MNCN.JK,1m,264.0,26.7,26.7,25.0,-0.0149,0.0,0.0,0.48,1.0,False,0,0.5
AYAM.JK,1m,171.0,26.7,26.7,35.0,0.0118,0.034,0.002,0.33,1.0,False,0,0.5
LPKR.JK,1m,91.0,26.7,26.7,35.0,0.0,0.0,0.002,0.47,1.0,False,0,0.5
FIRE.JK,1m,75.0,26.7,26.7,35.0,0.0,0.0,0.0,0.48,1.0,False,0,0.5
ADES.JK,1m,14075.0,26.6,26.6,20.0,-0.036,0.0,0.0,0.46,1.0,False,0,0.5
MSIN.JK,1m,488.0,26.6,26.6,25.0,-0.0041,0.0,0.001,0.46,1.0,False,0,0.5
SKLT.JK,1m,189.0,26.6,26.6,35.0,0.0,0.0,0.0,0.46,1.0,False,0,0.5
BOAT.JK,1m,109.0,26.6,26.6,35.0,-0.0354,0.0,0.0,0.47,1.0,False,0,0.5
AGRS.JK,1m,66.0,26.6,26.6,35.0,-0.0294,0.0,0.0,0.46,1.0,False,0,0.5
LOPI.JK,1m,57.0,26.6,26.6,35.0,-0.0339,0.0,0.0,0.46,1.0,False,0,0.5
BOLT.JK,1m,1090.0,26.5,26.5,25.0,-0.0046,0.0,0.0,0.45,1.0,False,0,0.5
EAST.JK,1m,95.0,26.5,26.5,35.0,0.0,0.0,0.002,0.45,1.0,False,0,0.5
UNTD.JK,1m,78.0,26.5,26.5,35.0,-0.0127,0.0,0.0,0.45,1.0,False,0,0.5
FILM.JK,1m,3770.0,26.4,26.4,25.0,0.0162,0.065,0.0,0.18,1.0,False,0,0.5
BATR.JK,1m,103.0,26.4,26.4,35.0,-0.0374,0.0,0.0,0.43,1.0,False,0,0.5
HUMI.JK,1m,66.0,26.4,26.4,35.0,-0.0149,0.0,0.0,0.44,1.0,False,0,0.5
NISP.JK,1m,1385.0,26.3,26.3,25.0,-0.0036,0.0,0.0,0.43,1.0,False,0,0.5
DAYA.JK,1m,1015.0,26.3,26.3,25.0,0.0,0.0,0.0,0.42,1.0,False,0,0.5
VERN.JK,1m,153.0,26.3,26.3,35.0,-0.0129,0.0,0.0,0.43,1.0,False,0,0.5
LMPI.JK,1m,139.0,26.3,26.3,35.0,-0.0071,0.0,0.0,0.43,1.0,False,0,0.5
GEMS.JK,1m,9200.0,26.2,26.2,20.0,-0.0108,0.0,0.0,0.41,1.0,False,0,0.5
MBAP.JK,1m,1650.0,26.2,26.2,25.0,-0.006,0.0,0.0,0.4,1.0,False,0,0.5
LIVE.JK,1m,187.0,26.2,26.2,35.0,0.0108,0.031,0.001,0.28,1.0,False,0,0.5
JIHD.JK,1m,650.0,26.1,26.1,25.0,-0.037,0.0,0.004,0.39,1.0,False,0,0.5
PTSN.JK,1m,266.0,26.1,26.1,25.0,-0.0221,0.0,0.0,0.4,1.0,False,0,0.5
BUKA.JK,1m,174.0,26.1,26.1,35.0,0.0058,0.017,0.001,0.33,1.0,False,0,0.5
APEX.JK,1m,125.0,26.1,26.1,35.0,-0.0079,0.0,0.0,0.4,1.0,False,0,0.5
GGRM.JK,1m,8675.0,26.0,26.0,20.0,-0.0057,0.0,0.0,0.38,1.0,False,0,0.5
LFLO.JK,1m,252.0,26.0,26.0,25.0,-0.0079,0.0,0.0,0.38,1.0,False,0,0.5
LMAX.JK,1m,74.0,26.0,26.0,35.0,-0.0133,0.0,0.0,0.39,1.0,False,0,0.5
BBKP.JK,1m,62.0,26.0,26.0,35.0,-0.0159,0.0,0.0,0.39,1.0,False,0,0.5
PTPP.JK,1m,410.0,25.9,25.9,25.0,-0.0049,0.0,0.0,0.37,1.0,False,0,0.5
WOMF.JK,1m,342.0,25.9,25.9,25.0,0.0,0.0,0.002,0.37,1.0,False,0,0.5
BMSR.JK,1m,248.0,25.9,25.9,25.0,0.0,0.0,0.0,0.38,1.0,False,0,0.5
BIPI.JK,1m,90.0,25.9,25.9,35.0,0.0112,0.032,0.0,0.25,1.0,False,0,0.5
ISEA.JK,1m,84.0,25.9,25.9,35.0,-0.0118,0.0,0.0,0.37,1.0,False,0,0.5
ABMM.JK,1m,3000.0,25.8,25.8,25.0,0.0,0.0,0.0,0.36,1.0,False,0,0.5
NOBU.JK,1m,550.0,25.8,25.8,25.0,-0.009,0.0,0.002,0.35,1.0,False,0,0.5
BLOG.JK,1m,500.0,25.7,25.7,25.0,-0.0196,0.0,0.0,0.34,1.0,False,0,0.5
DWGL.JK,1m,230.0,25.7,25.7,25.0,0.0,0.0,0.002,0.34,1.0,False,0,0.5
SEMA.JK,1m,90.0,25.7,25.7,35.0,-0.0323,0.0,0.0,0.35,1.0,False,0,0.5
DKFT.JK,1m,835.0,25.6,25.6,25.0,-0.006,0.0,0.003,0.32,1.0,False,0,0.5
INDS.JK,1m,224.0,25.5,25.5,25.0,-0.0261,0.0,0.0,0.33,1.0,False,0,0.5
IPOL.JK,1m,133.0,25.5,25.5,35.0,0.0,0.0,0.0,0.32,1.0,False,0,0.5
ADMG.JK,1m,125.0,25.5,25.5,35.0,-0.0157,0.0,0.001,0.32,1.0,False,0,0.5
MGRO.JK,1m,725.0,25.4,25.4,25.0,0.0069,0.028,0.004,0.18,1.0,False,0,0.5
WGSH.JK,1m,175.0,25.4,25.4,35.0,-0.0113,0.0,0.0,0.3,1.0,False,0,0.5
AGII.JK,1m,910.0,25.3,25.3,25.0,0.0,0.0,0.0,0.29,1.0,False,0,0.5
DEWI.JK,1m,105.0,25.3,25.3,35.0,0.0096,0.027,0.0,0.18,1.0,False,0,0.5
MSKY.JK,1m,78.0,25.3,25.3,35.0,-0.025,0.0,0.002,0.28,1.0,False,0,0.5
MPPA.JK,1m,71.0,25.3,25.3,35.0,0.0,0.0,0.0,0.29,1.0,False,0,0.5
PUDP.JK,1m,214.0,25.2,25.2,25.0,0.0,0.0,0.0,0.28,1.0,False,0,0.5
EPMT.JK,1m,2300.0,25.1,25.1,25.0,-0.0043,0.0,0.0,0.27,1.0,False,0,0.5
PART.JK,1m,135.0,25.1,25.1,35.0,-0.0146,0.0,0.0,0.27,1.0,False,0,0.5
SURE.JK,1m,3420.0,25.0,25.0,25.0,0.0059,0.024,0.0,0.16,1.0,False,0,0.5
BANK.JK,1m,845.0,25.0,25.0,25.0,0.006,0.024,0.002,0.16,1.0,False,0,0.5
OASA.JK,1m,191.0,25.0,25.0,35.0,-0.0354,0.0,0.0,0.25,1.0,False,0,0.5
SULI.JK,1m,104.0,25.0,25.0,35.0,0.0,0.0,0.0,0.26,1.0,False,0,0.5
SMDM.JK,1m,910.0,24.9,24.9,25.0,0.0,0.0,0.001,0.24,1.0,False,0,0.5
ARCI.JK,1m,680.0,24.8,24.8,25.0,-0.049,0.0,0.0,0.23,1.0,False,0,0.5
RSCH.JK,1m,386.0,24.8,24.8,25.0,0.0,0.0,0.0,0.22,1.0,False,0,0.5
AVIA.JK,1m,426.0,24.7,24.7,25.0,-0.0139,0.0,0.0,0.21,1.0,False,0,0.5
AWAN.JK,1m,258.0,24.6,24.6,25.0,-0.0227,0.0,0.0,0.2,1.0,False,0,0.5
KBLV.JK,1m,102.0,24.6,24.6,35.0,-0.0097,0.0,0.0,0.2,1.0,False,0,0.5
DSFI.JK,1m,84.0,24.5,24.5,35.0,-0.0118,0.0,0.0,0.19,1.0,False,0,0.5
BBSS.JK,1m,260.0,24.3,24.3,25.0,-0.0226,0.0,0.0,0.16,1.0,False,0,0.5
BULL.JK,1m,170.0,24.3,24.3,35.0,-0.0503,0.0,0.001,0.16,1.0,False,0,0.5
PTIS.JK,1m,398.0,24.1,24.1,25.0,-0.01,0.0,0.0,0.13,1.0,False,0,0.5
CENT.JK,1m,100.0,24.1,24.1,35.0,-0.0099,0.0,0.0,0.14,1.0,False,0,0.5
BABP.JK,1m,53.0,24.1,24.1,35.0,-0.0185,0.0,0.0,0.13,1.0,False,0,0.5
IRSX.JK,1m,116.0,23.1,23.1,35.0,0.0,0.0,0.0,0.0,1.0,False,0,0.5
CEKA.JK,1m,2580.0,19.1,19.1,25.0,-0.0077,0.0,0.002,1.88,0.0,False,0,0.5
INDR.JK,1m,2640.0,15.4,15.4,25.0,-0.033,0.0,0.0,1.24,0.0,False,0,0.5
SFAN.JK,1m,1910.0,14.2,14.2,25.0,0.0,0.0,0.0,1.01,0.0,False,0,0.5
