kind,detail
other,WAPO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MDLN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MDLN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DGIK.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DGIK.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MPXL.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MPXL.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MBAP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MBAP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NETV.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NETV.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,YOII.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,YOII.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NELY.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NELY.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CRAB.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CRAB.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JKON.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JKON.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SPTO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SPTO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VICI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VICI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ENAK.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ENAK.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LPCK.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LPCK.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FITT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FITT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BMHS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BMHS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CEKA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CEKA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SAME.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SAME.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DOSS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DOSS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SHIP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SHIP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PDPP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PDPP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BAIK.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BAIK.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CASS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CASS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ECII.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ECII.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MCOR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MCOR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KEJU.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KEJU.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BVIC.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BVIC.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PANS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PANS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CLPI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CLPI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KBLV.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KBLV.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AMMS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AMMS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WGSH.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WGSH.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NFCX.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NFCX.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CSRA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CSRA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PRIM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PRIM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BNBA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BNBA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IATA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IATA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,OMED.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,OMED.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MKPI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MKPI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,EDGE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,EDGE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CBRE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CBRE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CARS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CARS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TOTO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TOTO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TMPO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TMPO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WEHA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WEHA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BATR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BATR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TLDN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TLDN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MPIX.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MPIX.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MPRO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MPRO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AGII.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AGII.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AMAN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AMAN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ARKO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ARKO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NIKL.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NIKL.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ACRO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ACRO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DGNS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DGNS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BISI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BISI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FWCT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FWCT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NRCA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NRCA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ASPI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ASPI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ISEA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ISEA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KJEN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KJEN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KLIN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KLIN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LOPI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LOPI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PZZA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PZZA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SICO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SICO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VISI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VISI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AHAP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AHAP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BAYU.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BAYU.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RUIS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RUIS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CLAY.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CLAY.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MHKI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MHKI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KOPI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KOPI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,UDNG.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,UDNG.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KING.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KING.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MTWI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MTWI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RCCC.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,RCCC.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CHEM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CHEM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TIRA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TIRA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NZIA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NZIA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SMLE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SMLE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SINI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SINI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TRON.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TRON.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BAJA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BAJA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MUTU.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MUTU.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VERN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,VERN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BINA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BINA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DYAN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DYAN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BUAH.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BUAH.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FPNI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FPNI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CITY.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CITY.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GUNA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GUNA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INDX.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INDX.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BACA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BACA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AGRS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AGRS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BNII.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BNII.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PEGE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PEGE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ARTA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ARTA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SAPX.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SAPX.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SULI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SULI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SMAR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SMAR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KETR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KETR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KOBX.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KOBX.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GULA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GULA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NAYZ.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,NAYZ.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JAST.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JAST.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HYGN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HYGN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ERTX.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ERTX.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GTRA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GTRA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,COCO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TRUK.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TRUK.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DWGL.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DWGL.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INAI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INAI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JSPT.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JSPT.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ZONE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ZONE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DLTA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DLTA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HELI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,HELI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SBMA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SBMA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BESS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BESS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FOLK.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FOLK.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BPII.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BPII.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KMDS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KMDS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PADI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PADI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AKSI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AKSI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SOUL.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SOUL.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BINO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BINO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CHIP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CHIP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AMAR.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AMAR.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LABS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LABS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CCSI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CCSI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PPRE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PPRE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PKPK.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PKPK.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MCOL.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MCOL.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AXIO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AXIO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KOCI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KOCI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GDST.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GDST.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BKSW.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BKSW.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MCAS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MCAS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DSFI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,DSFI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PALM.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PALM.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PEVE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PEVE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SAFE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SAFE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LUCK.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LUCK.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PTSN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PTSN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IRSX.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IRSX.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LMAX.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LMAX.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ACST.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ACST.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IFII.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,IFII.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ELPI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ELPI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PSSI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PSSI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LMPI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,LMPI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ZYRX.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ZYRX.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CSMI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,CSMI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PICO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PICO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MITI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MITI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MFIN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MFIN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SONA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SONA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TFAS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TFAS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WINE.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,WINE.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GOOD.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GOOD.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KBLI.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KBLI.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BBSS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BBSS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KSIX.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,KSIX.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INPS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,INPS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TNCA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,TNCA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PJAA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PJAA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,OBMD.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,OBMD.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AMFG.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,AMFG.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SKRN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,SKRN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FMII.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,FMII.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,EAST.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,EAST.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BTPN.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,BTPN.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MKAP.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MKAP.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ATIC.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,ATIC.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PTIS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,PTIS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MBTO.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,MBTO.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JMAS.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,JMAS.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GEMA.JK: 1M Invalid comparison between dtype=datetime64[ns] and Timestamp
other,GEMA.JK: 5M Invalid comparison between dtype=datetime64[ns] and Timestamp
