Datetime,Open,High,Low,Close,Volume
2025-08-05 09:00:00,2740.0,2740.0,2640.0,2650.0,0
2025-08-05 09:05:00,2650.0,2690.0,2620.0,2680.0,3983200
2025-08-05 09:10:00,2690.0,2710.0,2670.0,2670.0,2216200
2025-08-05 09:15:00,2670.0,2670.0,2640.0,2650.0,1633000
2025-08-05 09:20:00,2650.0,2650.0,2610.0,2620.0,3785100
2025-08-05 09:25:00,2630.0,2630.0,2610.0,2610.0,2810200
2025-08-05 09:30:00,2610.0,2630.0,2580.0,2580.0,6132900
2025-08-05 09:35:00,2580.0,2600.0,2560.0,2600.0,3536500
2025-08-05 09:40:00,2600.0,2610.0,2580.0,2590.0,2131000
2025-08-05 09:45:00,2590.0,2630.0,2580.0,2620.0,2055900
2025-08-05 09:50:00,2620.0,2630.0,2610.0,2620.0,1271600
2025-08-05 09:55:00,2620.0,2620.0,2610.0,2620.0,883700
2025-08-05 10:00:00,2610.0,2620.0,2590.0,2600.0,1867100
2025-08-05 10:05:00,2600.0,2620.0,2590.0,2610.0,351000
2025-08-05 10:10:00,2610.0,2630.0,2600.0,2620.0,774600
2025-08-05 10:15:00,2620.0,2630.0,2600.0,2600.0,776600
2025-08-05 10:20:00,2610.0,2620.0,2600.0,2600.0,402300
2025-08-05 10:25:00,2600.0,2610.0,2600.0,2610.0,371900
2025-08-05 10:30:00,2610.0,2610.0,2600.0,2600.0,382500
2025-08-05 10:35:00,2610.0,2620.0,2600.0,2620.0,318800
2025-08-05 10:40:00,2620.0,2620.0,2610.0,2620.0,113900
2025-08-05 10:45:00,2610.0,2620.0,2600.0,2600.0,311900
2025-08-05 10:50:00,2610.0,2610.0,2600.0,2600.0,159200
2025-08-05 10:55:00,2610.0,2620.0,2600.0,2610.0,294200
2025-08-05 11:00:00,2610.0,2630.0,2610.0,2620.0,343700
2025-08-05 11:05:00,2620.0,2630.0,2620.0,2620.0,157300
2025-08-05 11:10:00,2620.0,2630.0,2610.0,2630.0,501500
2025-08-05 11:15:00,2640.0,2640.0,2630.0,2630.0,106500
2025-08-05 11:20:00,2630.0,2640.0,2630.0,2630.0,198100
2025-08-05 11:25:00,2630.0,2650.0,2630.0,2650.0,766000
2025-08-05 11:30:00,2650.0,2650.0,2630.0,2640.0,532600
2025-08-05 11:35:00,2640.0,2650.0,2630.0,2640.0,192600
2025-08-05 11:40:00,2650.0,2650.0,2630.0,2640.0,187200
2025-08-05 11:45:00,2640.0,2650.0,2640.0,2650.0,365600
2025-08-05 11:50:00,2650.0,2660.0,2640.0,2650.0,540000
2025-08-05 11:55:00,2650.0,2660.0,2640.0,2640.0,280600
2025-08-05 13:30:00,2650.0,2730.0,2640.0,2700.0,4356800
2025-08-05 13:35:00,2700.0,2740.0,2690.0,2740.0,3653200
2025-08-05 13:40:00,2730.0,2780.0,2730.0,2730.0,5523000
2025-08-05 13:45:00,2730.0,2740.0,2700.0,2710.0,2031300
2025-08-05 13:50:00,2700.0,2710.0,2690.0,2700.0,1513200
2025-08-05 13:55:00,2700.0,2710.0,2690.0,2700.0,639300
2025-08-05 14:00:00,2700.0,2700.0,2680.0,2700.0,852900
2025-08-05 14:05:00,2700.0,2710.0,2690.0,2700.0,635300
2025-08-05 14:10:00,2700.0,2710.0,2690.0,2700.0,221900
2025-08-05 14:15:00,2700.0,2700.0,2690.0,2690.0,116000
2025-08-05 14:20:00,2690.0,2700.0,2680.0,2690.0,454200
2025-08-05 14:25:00,2690.0,2690.0,2680.0,2690.0,141900
2025-08-05 14:30:00,2690.0,2700.0,2680.0,2690.0,380500
2025-08-05 14:35:00,2700.0,2700.0,2690.0,2690.0,179200
2025-08-05 14:40:00,2690.0,2700.0,2690.0,2690.0,71000
2025-08-05 14:45:00,2700.0,2710.0,2690.0,2700.0,533600
2025-08-05 14:50:00,2700.0,2710.0,2690.0,2700.0,174100
2025-08-05 14:55:00,2690.0,2700.0,2690.0,2690.0,305500
2025-08-05 15:00:00,2700.0,2700.0,2690.0,2700.0,96100
2025-08-05 15:05:00,2700.0,2700.0,2690.0,2700.0,178200
2025-08-05 15:10:00,2690.0,2700.0,2690.0,2690.0,102600
2025-08-05 15:15:00,2690.0,2700.0,2690.0,2690.0,199900
2025-08-05 15:20:00,2700.0,2700.0,2680.0,2680.0,863300
2025-08-05 15:25:00,2680.0,2690.0,2660.0,2680.0,932800
2025-08-05 15:30:00,2670.0,2680.0,2670.0,2670.0,235600
2025-08-05 15:35:00,2670.0,2670.0,2650.0,2650.0,739400
2025-08-05 15:40:00,2650.0,2670.0,2650.0,2660.0,624500
2025-08-05 15:45:00,2660.0,2670.0,2650.0,2660.0,1422300
2025-08-05 16:00:00,2640.0,2640.0,2640.0,2640.0,2545800
2025-08-05 16:05:00,2640.0,2640.0,2640.0,2640.0,276200
2025-08-05 16:10:00,2640.0,2640.0,2640.0,2640.0,31100
