Datetime,Open,High,Low,Close,Volume
2025-08-05 09:00:00,1390.0,1410.0,1385.0,1405.0,0
2025-08-05 09:05:00,1405.0,1420.0,1395.0,1420.0,3723800
2025-08-05 09:10:00,1415.0,1445.0,1410.0,1435.0,4502100
2025-08-05 09:15:00,1440.0,1460.0,1420.0,1425.0,3864500
2025-08-05 09:20:00,1420.0,1445.0,1420.0,1440.0,617200
2025-08-05 09:25:00,1440.0,1450.0,1430.0,1435.0,923600
2025-08-05 09:30:00,1435.0,1445.0,1430.0,1445.0,343500
2025-08-05 09:35:00,1445.0,1445.0,1435.0,1435.0,549400
2025-08-05 09:40:00,1435.0,1435.0,1430.0,1435.0,260900
2025-08-05 09:45:00,1435.0,1440.0,1430.0,1435.0,810000
2025-08-05 09:50:00,1430.0,1440.0,1430.0,1440.0,1710400
2025-08-05 09:55:00,1440.0,1440.0,1435.0,1440.0,264000
2025-08-05 10:00:00,1440.0,1440.0,1430.0,1435.0,508900
2025-08-05 10:05:00,1440.0,1440.0,1435.0,1435.0,187500
2025-08-05 10:10:00,1440.0,1440.0,1425.0,1425.0,932000
2025-08-05 10:15:00,1425.0,1425.0,1410.0,1415.0,641900
2025-08-05 10:20:00,1415.0,1430.0,1410.0,1420.0,458700
2025-08-05 10:25:00,1420.0,1430.0,1410.0,1430.0,2261000
2025-08-05 10:30:00,1425.0,1430.0,1425.0,1430.0,612500
2025-08-05 10:35:00,1430.0,1430.0,1420.0,1420.0,1818300
2025-08-05 10:40:00,1415.0,1415.0,1375.0,1395.0,2118400
2025-08-05 10:45:00,1400.0,1410.0,1385.0,1385.0,265500
2025-08-05 10:50:00,1385.0,1390.0,1375.0,1385.0,437600
2025-08-05 10:55:00,1385.0,1395.0,1375.0,1395.0,168300
2025-08-05 11:00:00,1395.0,1400.0,1390.0,1400.0,269600
2025-08-05 11:05:00,1395.0,1405.0,1395.0,1405.0,56400
2025-08-05 11:10:00,1405.0,1405.0,1400.0,1405.0,148100
2025-08-05 11:15:00,1405.0,1410.0,1400.0,1410.0,117600
2025-08-05 11:20:00,1410.0,1415.0,1405.0,1415.0,81200
2025-08-05 11:25:00,1415.0,1420.0,1410.0,1415.0,144400
2025-08-05 11:30:00,1415.0,1420.0,1410.0,1410.0,257300
2025-08-05 11:35:00,1415.0,1415.0,1410.0,1410.0,189400
2025-08-05 11:40:00,1410.0,1420.0,1410.0,1420.0,153900
2025-08-05 11:45:00,1415.0,1425.0,1415.0,1420.0,271200
2025-08-05 11:50:00,1415.0,1420.0,1415.0,1415.0,216900
2025-08-05 11:55:00,1420.0,1420.0,1410.0,1415.0,404200
2025-08-05 13:30:00,1415.0,1425.0,1415.0,1420.0,746600
2025-08-05 13:35:00,1420.0,1420.0,1415.0,1420.0,75300
2025-08-05 13:40:00,1420.0,1420.0,1415.0,1420.0,197600
2025-08-05 13:45:00,1420.0,1420.0,1415.0,1420.0,156700
2025-08-05 13:50:00,1420.0,1420.0,1415.0,1420.0,372800
2025-08-05 13:55:00,1420.0,1420.0,1415.0,1420.0,267600
2025-08-05 14:00:00,1420.0,1425.0,1420.0,1420.0,434100
2025-08-05 14:05:00,1420.0,1420.0,1415.0,1415.0,145800
2025-08-05 14:10:00,1415.0,1420.0,1415.0,1420.0,80400
2025-08-05 14:15:00,1420.0,1420.0,1415.0,1420.0,3810800
2025-08-05 14:20:00,1415.0,1425.0,1415.0,1420.0,2340300
2025-08-05 14:25:00,1420.0,1425.0,1420.0,1425.0,359200
2025-08-05 14:30:00,1420.0,1425.0,1415.0,1425.0,336200
2025-08-05 14:35:00,1425.0,1425.0,1415.0,1420.0,14800
2025-08-05 14:40:00,1420.0,1425.0,1415.0,1425.0,101000
2025-08-05 14:45:00,1420.0,1420.0,1415.0,1420.0,123300
2025-08-05 14:50:00,1420.0,1420.0,1415.0,1420.0,95000
2025-08-05 14:55:00,1420.0,1420.0,1420.0,1420.0,97000
2025-08-05 15:00:00,1420.0,1420.0,1410.0,1415.0,606500
2025-08-05 15:05:00,1415.0,1415.0,1410.0,1415.0,86500
2025-08-05 15:10:00,1415.0,1415.0,1410.0,1415.0,52300
2025-08-05 15:15:00,1415.0,1415.0,1410.0,1415.0,209100
2025-08-05 15:20:00,1415.0,1415.0,1410.0,1415.0,110800
2025-08-05 15:25:00,1415.0,1420.0,1410.0,1415.0,553500
2025-08-05 15:30:00,1415.0,1420.0,1415.0,1415.0,132900
2025-08-05 15:35:00,1415.0,1415.0,1410.0,1410.0,322100
2025-08-05 15:40:00,1410.0,1415.0,1410.0,1415.0,394400
2025-08-05 15:45:00,1415.0,1420.0,1410.0,1420.0,364100
2025-08-05 16:00:00,1420.0,1420.0,1420.0,1420.0,826600
2025-08-05 16:05:00,1420.0,1420.0,1420.0,1420.0,0
2025-08-05 16:10:00,1420.0,1420.0,1420.0,1420.0,46000
2025-08-06 09:00:00,1420.0,1420.0,1390.0,1410.0,0
2025-08-06 09:05:00,1405.0,1420.0,1405.0,1420.0,929300
2025-08-06 09:10:00,1410.0,1420.0,1405.0,1405.0,1234700
2025-08-06 09:15:00,1410.0,1410.0,1405.0,1405.0,204600
2025-08-06 09:20:00,1405.0,1420.0,1405.0,1420.0,226100
2025-08-06 09:25:00,1420.0,1420.0,1415.0,1420.0,17400
2025-08-06 09:30:00,1415.0,1425.0,1410.0,1420.0,815200
2025-08-06 09:35:00,1420.0,1420.0,1420.0,1420.0,360400
2025-08-06 09:40:00,1420.0,1420.0,1415.0,1415.0,432500
2025-08-06 09:45:00,1420.0,1420.0,1415.0,1415.0,2074000
2025-08-06 09:50:00,1415.0,1420.0,1415.0,1420.0,2210000
2025-08-06 09:55:00,1420.0,1425.0,1420.0,1420.0,1415900
2025-08-06 10:00:00,1420.0,1425.0,1420.0,1420.0,1063000
2025-08-06 10:05:00,1425.0,1425.0,1425.0,1425.0,3900
2025-08-06 10:10:00,1425.0,1425.0,1410.0,1410.0,1115500
2025-08-06 10:15:00,1415.0,1415.0,1405.0,1405.0,733400
2025-08-06 10:20:00,1410.0,1415.0,1410.0,1415.0,490500
2025-08-06 10:25:00,1415.0,1420.0,1415.0,1415.0,120700
2025-08-06 10:30:00,1415.0,1420.0,1410.0,1410.0,222000
2025-08-06 10:35:00,1410.0,1420.0,1410.0,1420.0,94100
2025-08-06 10:40:00,1415.0,1420.0,1415.0,1420.0,67800
