[2025-08-21 23:20:13 WIB] === run_slot (mode=auto now=2320) ===
[2025-08-21 23:20:13 WIB] RUN slot daily
[2025-08-21 23:20:54 WIB] SLOT daily DONE
[2025-08-21 23:20:54 WIB] === DONE ===
[2025-08-23 18:31:48 WIB] === run_slot (mode=auto today=2025-08-23 now=18:31) ===
[2025-08-23 18:31:49 WIB] START python3 service/idx-fetch-daily.py
[18:32:35] python3 service/idx-fetch-daily.py | ✅ AADI.JK | base=162 fresh=4 out=163 | 2024-12-05 07:00:00+07:00 … 2025-08-22 07:00:00+07:00 | wrote=True | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/AADI.JK.csv
[22:46:50] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:50] python3 service/idx-fetch-daily.py | ['GLOB.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:50] python3 service/idx-fetch-daily.py | 
[22:46:50] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:50] python3 service/idx-fetch-daily.py | ['GLVA.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:51] python3 service/idx-fetch-daily.py | 
[22:46:51] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:51] python3 service/idx-fetch-daily.py | ['GMFI.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:51] python3 service/idx-fetch-daily.py | 
[22:46:51] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:51] python3 service/idx-fetch-daily.py | ['GMTD.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:52] python3 service/idx-fetch-daily.py | 
[22:46:52] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:52] python3 service/idx-fetch-daily.py | ['GOLD.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:52] python3 service/idx-fetch-daily.py | 
[22:46:52] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:52] python3 service/idx-fetch-daily.py | ['GOLF.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:53] python3 service/idx-fetch-daily.py | 
[22:46:53] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:53] python3 service/idx-fetch-daily.py | ['GOLL.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  DRMA.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/DRMA.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  DSFI.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/DSFI.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  DSNG.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/DSNG.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  DSSA.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/DSSA.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  DUCK.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/DUCK.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  DUTI.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/DUTI.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  DVLA.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/DVLA.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  DWGL.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/DWGL.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  DYAN.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/DYAN.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  EAST.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/EAST.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  ECII.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/ECII.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  EDGE.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/EDGE.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  EKAD.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/EKAD.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  ELIT.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/ELIT.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  ELPI.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/ELPI.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  ELSA.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/ELSA.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  ELTY.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/ELTY.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  EMDE.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/EMDE.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  EMTK.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/EMTK.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  ENAK.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/ENAK.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  ENRG.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/ENRG.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  ENVY.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/ENVY.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  ENZO.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/ENZO.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  EPAC.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/EPAC.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  EPMT.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/EPMT.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  ERAA.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/ERAA.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  ERAL.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/ERAL.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  ERTX.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/ERTX.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  ESIP.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/ESIP.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  ESSA.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/ESSA.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  ESTA.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/ESTA.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  ESTI.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/ESTI.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  ETWA.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/ETWA.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  EURO.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/EURO.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  EXCL.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/EXCL.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  FAPA.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/FAPA.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  FAST.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/FAST.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  FASW.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/FASW.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  FILM.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/FILM.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  FIMP.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/FIMP.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  FIRE.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/FIRE.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  FISH.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/FISH.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  FITT.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/FITT.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  FLMC.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/FLMC.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  FMII.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/FMII.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  FOLK.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/FOLK.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  FOOD.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/FOOD.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  FORE.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/FORE.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  FORU.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/FORU.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  FPNI.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/FPNI.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  FUJI.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/FUJI.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  FUTR.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/FUTR.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  FWCT.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/FWCT.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  GAMA.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/GAMA.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  GDST.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/GDST.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  GDYR.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/GDYR.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  GEMA.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/GEMA.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  GEMS.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/GEMS.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  GGRM.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/GGRM.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  GGRP.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/GGRP.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  GHON.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/GHON.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  GIAA.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/GIAA.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  GJTL.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/GJTL.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  GLOB.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/GLOB.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  GLVA.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/GLVA.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  GMFI.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/GMFI.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  GMTD.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/GMTD.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  GOLD.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/GOLD.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | ⚠️  GOLF.JK | no-fresh | wrote=False | file=/home/mkemalw/Projects/SSSAHAM_SERVICE/emiten/cache_daily/GOLF.JK.csv
[22:46:53] python3 service/idx-fetch-daily.py | 
[22:46:53] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:53] python3 service/idx-fetch-daily.py | ['GOOD.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:54] python3 service/idx-fetch-daily.py | 
[22:46:54] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:54] python3 service/idx-fetch-daily.py | ['GOTO.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:54] python3 service/idx-fetch-daily.py | 
[22:46:54] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:54] python3 service/idx-fetch-daily.py | ['GPRA.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:54] python3 service/idx-fetch-daily.py | 
[22:46:54] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:54] python3 service/idx-fetch-daily.py | ['GPSO.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:55] python3 service/idx-fetch-daily.py | 
[22:46:55] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:55] python3 service/idx-fetch-daily.py | ['GRIA.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:55] python3 service/idx-fetch-daily.py | 
[22:46:55] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:55] python3 service/idx-fetch-daily.py | ['GRPH.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:56] python3 service/idx-fetch-daily.py | 
[22:46:56] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:56] python3 service/idx-fetch-daily.py | ['GRPM.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:56] python3 service/idx-fetch-daily.py | 
[22:46:56] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:56] python3 service/idx-fetch-daily.py | ['GSMF.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:56] python3 service/idx-fetch-daily.py | 
[22:46:56] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:56] python3 service/idx-fetch-daily.py | ['GTBO.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:57] python3 service/idx-fetch-daily.py | 
[22:46:57] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:57] python3 service/idx-fetch-daily.py | ['GTRA.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:57] python3 service/idx-fetch-daily.py | 
[22:46:57] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:57] python3 service/idx-fetch-daily.py | ['GTSI.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:58] python3 service/idx-fetch-daily.py | 
[22:46:58] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:58] python3 service/idx-fetch-daily.py | ['GULA.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:58] python3 service/idx-fetch-daily.py | 
[22:46:58] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:58] python3 service/idx-fetch-daily.py | ['GUNA.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:59] python3 service/idx-fetch-daily.py | 
[22:46:59] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:59] python3 service/idx-fetch-daily.py | ['GWSA.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:46:59] python3 service/idx-fetch-daily.py | 
[22:46:59] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:46:59] python3 service/idx-fetch-daily.py | ['GZCO.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:00] python3 service/idx-fetch-daily.py | 
[22:47:00] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:47:00] python3 service/idx-fetch-daily.py | ['HADE.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:00] python3 service/idx-fetch-daily.py | 
[22:47:00] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:47:00] python3 service/idx-fetch-daily.py | ['HAIS.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:00] python3 service/idx-fetch-daily.py | 
[22:47:00] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:47:00] python3 service/idx-fetch-daily.py | ['HAJJ.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:01] python3 service/idx-fetch-daily.py | 
[22:47:01] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:47:01] python3 service/idx-fetch-daily.py | ['HALO.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:01] python3 service/idx-fetch-daily.py | 
[22:47:01] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:47:01] python3 service/idx-fetch-daily.py | ['HATM.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:01] python3 service/idx-fetch-daily.py | 
[22:47:01] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:47:01] python3 service/idx-fetch-daily.py | ['HBAT.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:02] python3 service/idx-fetch-daily.py | 
[22:47:02] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:47:02] python3 service/idx-fetch-daily.py | ['HDFA.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:02] python3 service/idx-fetch-daily.py | 
[22:47:02] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:47:02] python3 service/idx-fetch-daily.py | ['HDIT.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:03] python3 service/idx-fetch-daily.py | 
[22:47:03] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:47:03] python3 service/idx-fetch-daily.py | ['HEAL.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:03] python3 service/idx-fetch-daily.py | 
[22:47:03] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:47:03] python3 service/idx-fetch-daily.py | ['HELI.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:03] python3 service/idx-fetch-daily.py | 
[22:47:03] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:47:03] python3 service/idx-fetch-daily.py | ['HERO.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:04] python3 service/idx-fetch-daily.py | 
[22:47:04] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:47:04] python3 service/idx-fetch-daily.py | ['HEXA.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:04] python3 service/idx-fetch-daily.py | 
[22:47:04] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:47:04] python3 service/idx-fetch-daily.py | ['HGII.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:05] python3 service/idx-fetch-daily.py | 
[22:47:05] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:47:05] python3 service/idx-fetch-daily.py | ['HILL.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:05] python3 service/idx-fetch-daily.py | 
[22:47:05] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:47:05] python3 service/idx-fetch-daily.py | ['HITS.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:06] python3 service/idx-fetch-daily.py | 
[22:47:06] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:47:06] python3 service/idx-fetch-daily.py | ['HKMU.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:11] python3 service/idx-fetch-daily.py | 
[22:47:11] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:47:11] python3 service/idx-fetch-daily.py | ['HMSP.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:11] python3 service/idx-fetch-daily.py | 
[22:47:11] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:47:11] python3 service/idx-fetch-daily.py | ['HOKI.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:12] python3 service/idx-fetch-daily.py | 
[22:47:12] python3 service/idx-fetch-daily.py | 1 Failed download:
[22:47:12] python3 service/idx-fetch-daily.py | ['HOME.JK']: DNSError('Failed to perform, curl: (6) Could not resolve host: query1.finance.yahoo.com. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.')
[22:47:12] python3 service/idx-fetch-daily.py | 
[22:47:12] python3 service/idx-fetch-daily.py | 1 Failed download:
