ticker,status,file,rows_before,rows_after,min_dt,max_dt,na_total,expected_per_day,last_day_coverage_pct,has_last_day
AMIN.JK,OK,emiten/cache_1m/AMIN.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17220,411,1.7,True
AMMN.JK,OK,emiten/cache_1m/AMMN.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
AMMS.JK,OK,emiten/cache_1m/AMMS.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16920,411,13.87,True
AMOR.JK,OK,emiten/cache_1m/AMOR.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16566,411,28.22,True
AMRT.JK,OK,emiten/cache_1m/AMRT.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16566,411,28.22,True
ANJT.JK,OK,emiten/cache_1m/ANJT.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17130,411,5.35,True
ANTM.JK,OK,emiten/cache_1m/ANTM.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
APEX.JK,OK,emiten/cache_1m/APEX.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16848,411,16.79,True
APIC.JK,OK,emiten/cache_1m/APIC.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16974,411,11.68,True
APII.JK,OK,emiten/cache_1m/APII.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17244,411,0.73,True
APLI.JK,OK,emiten/cache_1m/APLI.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16848,411,16.79,True
APLN.JK,OK,emiten/cache_1m/APLN.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16878,411,15.57,True
ARCI.JK,OK,emiten/cache_1m/ARCI.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16554,411,28.71,True
AREA.JK,OK,emiten/cache_1m/AREA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16914,411,14.11,True
ARGO.JK,OK,emiten/cache_1m/ARGO.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16704,411,22.63,True
ARII.JK,OK,emiten/cache_1m/ARII.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17214,411,1.95,True
ARKO.JK,OK,emiten/cache_1m/ARKO.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16632,411,25.55,True
ARNA.JK,OK,emiten/cache_1m/ARNA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17010,411,10.22,True
ARTA.JK,OK,emiten/cache_1m/ARTA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17112,411,6.08,True
ARTO.JK,OK,emiten/cache_1m/ARTO.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16602,411,26.76,True
ASBI.JK,OK,emiten/cache_1m/ASBI.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17070,411,7.79,True
ASDM.JK,OK,emiten/cache_1m/ASDM.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17220,411,1.7,True
ASGR.JK,OK,emiten/cache_1m/ASGR.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16962,411,12.17,True
ASII.JK,OK,emiten/cache_1m/ASII.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
ASJT.JK,OK,emiten/cache_1m/ASJT.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17238,411,0.97,True
ASLC.JK,OK,emiten/cache_1m/ASLC.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
ASLI.JK,OK,emiten/cache_1m/ASLI.JK.csv,2877,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17262,411,0.0,False
ASPI.JK,OK,emiten/cache_1m/ASPI.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
ASPR.JK,OK,emiten/cache_1m/ASPR.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16590,411,27.25,True
ASRI.JK,OK,emiten/cache_1m/ASRI.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16602,411,26.76,True
ASRM.JK,OK,emiten/cache_1m/ASRM.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17256,411,0.24,True
ASSA.JK,OK,emiten/cache_1m/ASSA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16674,411,23.84,True
ATIC.JK,OK,emiten/cache_1m/ATIC.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
ATLA.JK,OK,emiten/cache_1m/ATLA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16566,411,28.22,True
AUTO.JK,OK,emiten/cache_1m/AUTO.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16596,411,27.01,True
AVIA.JK,OK,emiten/cache_1m/AVIA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16734,411,21.41,True
AWAN.JK,OK,emiten/cache_1m/AWAN.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17124,411,5.6,True
AXIO.JK,OK,emiten/cache_1m/AXIO.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17040,411,9.0,True
AYAM.JK,OK,emiten/cache_1m/AYAM.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
AYLS.JK,OK,emiten/cache_1m/AYLS.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16902,411,14.6,True
BABP.JK,OK,emiten/cache_1m/BABP.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16938,411,13.14,True
BABY.JK,OK,emiten/cache_1m/BABY.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17058,411,8.27,True
BACA.JK,OK,emiten/cache_1m/BACA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17148,411,4.62,True
BAIK.JK,OK,emiten/cache_1m/BAIK.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
BAJA.JK,OK,emiten/cache_1m/BAJA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16740,411,21.17,True
BALI.JK,OK,emiten/cache_1m/BALI.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17034,411,9.25,True
BANK.JK,OK,emiten/cache_1m/BANK.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17004,411,10.46,True
BAPA.JK,OK,emiten/cache_1m/BAPA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16764,411,20.19,True
BATA.JK,OK,emiten/cache_1m/BATA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17208,411,2.19,True
BATR.JK,OK,emiten/cache_1m/BATR.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16680,411,23.6,True
BAYU.JK,OK,emiten/cache_1m/BAYU.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17208,411,2.19,True
BBCA.JK,OK,emiten/cache_1m/BBCA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
BBHI.JK,OK,emiten/cache_1m/BBHI.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16806,411,18.49,True
BBKP.JK,OK,emiten/cache_1m/BBKP.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16626,411,25.79,True
BBLD.JK,OK,emiten/cache_1m/BBLD.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16566,411,28.22,True
BBMD.JK,OK,emiten/cache_1m/BBMD.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17250,411,0.49,True
BBNI.JK,OK,emiten/cache_1m/BBNI.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16554,411,28.71,True
BBRI.JK,OK,emiten/cache_1m/BBRI.JK.csv,319,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,15348,411,77.62,True
BBRM.JK,OK,emiten/cache_1m/BBRM.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16872,411,15.82,True
BBSI.JK,OK,emiten/cache_1m/BBSI.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17256,411,0.24,True
BBSS.JK,OK,emiten/cache_1m/BBSS.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16854,411,16.55,True
BBTN.JK,OK,emiten/cache_1m/BBTN.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16566,411,28.22,True
BBYB.JK,OK,emiten/cache_1m/BBYB.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16572,411,27.98,True
BCAP.JK,OK,emiten/cache_1m/BCAP.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16554,411,28.71,True
BCIP.JK,OK,emiten/cache_1m/BCIP.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17004,411,10.46,True
BDKR.JK,OK,emiten/cache_1m/BDKR.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16884,411,15.33,True
BDMN.JK,OK,emiten/cache_1m/BDMN.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17040,411,9.0,True
BEEF.JK,OK,emiten/cache_1m/BEEF.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16998,411,10.71,True
BEER.JK,OK,emiten/cache_1m/BEER.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
BELI.JK,OK,emiten/cache_1m/BELI.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17190,411,2.92,True
BELL.JK,OK,emiten/cache_1m/BELL.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16668,411,24.09,True
BESS.JK,OK,emiten/cache_1m/BESS.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17220,411,1.7,True
BEST.JK,OK,emiten/cache_1m/BEST.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
BFIN.JK,OK,emiten/cache_1m/BFIN.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16830,411,17.52,True
BGTG.JK,OK,emiten/cache_1m/BGTG.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16692,411,23.11,True
BHAT.JK,OK,emiten/cache_1m/BHAT.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16818,411,18.0,True
BIKE.JK,OK,emiten/cache_1m/BIKE.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16848,411,16.79,True
BINA.JK,OK,emiten/cache_1m/BINA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17244,411,0.73,True
BINO.JK,OK,emiten/cache_1m/BINO.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16854,411,16.55,True
BIPI.JK,OK,emiten/cache_1m/BIPI.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16722,411,21.9,True
BIRD.JK,OK,emiten/cache_1m/BIRD.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16572,411,27.98,True
BISI.JK,OK,emiten/cache_1m/BISI.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17214,411,1.95,True
BJBR.JK,OK,emiten/cache_1m/BJBR.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16764,411,20.19,True
BJTM.JK,OK,emiten/cache_1m/BJTM.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16590,411,27.25,True
BKSL.JK,OK,emiten/cache_1m/BKSL.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
BKSW.JK,OK,emiten/cache_1m/BKSW.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16674,411,23.84,True
BLES.JK,OK,emiten/cache_1m/BLES.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16674,411,23.84,True
BLOG.JK,OK,emiten/cache_1m/BLOG.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16758,411,20.44,True
BLTZ.JK,OK,emiten/cache_1m/BLTZ.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17148,411,4.62,True
BLUE.JK,OK,emiten/cache_1m/BLUE.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17220,411,1.7,True
BMAS.JK,OK,emiten/cache_1m/BMAS.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
BMHS.JK,OK,emiten/cache_1m/BMHS.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17112,411,6.08,True
BMRI.JK,OK,emiten/cache_1m/BMRI.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
BMSR.JK,OK,emiten/cache_1m/BMSR.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16998,411,10.71,True
BMTR.JK,OK,emiten/cache_1m/BMTR.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16722,411,21.9,True
BNBA.JK,OK,emiten/cache_1m/BNBA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17202,411,2.43,True
BNGA.JK,OK,emiten/cache_1m/BNGA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16572,411,27.98,True
BNII.JK,OK,emiten/cache_1m/BNII.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17022,411,9.73,True
BNLI.JK,OK,emiten/cache_1m/BNLI.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17100,411,6.57,True
BOAT.JK,OK,emiten/cache_1m/BOAT.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16866,411,16.06,True
BOBA.JK,OK,emiten/cache_1m/BOBA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17220,411,1.7,True
BOGA.JK,OK,emiten/cache_1m/BOGA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17232,411,1.22,True
BOLA.JK,OK,emiten/cache_1m/BOLA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17136,411,5.11,True
BOLT.JK,OK,emiten/cache_1m/BOLT.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17208,411,2.19,True
BPFI.JK,OK,emiten/cache_1m/BPFI.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17232,411,1.22,True
BPII.JK,OK,emiten/cache_1m/BPII.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17214,411,1.95,True
BPTR.JK,OK,emiten/cache_1m/BPTR.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17130,411,5.35,True
BRAM.JK,OK,emiten/cache_1m/BRAM.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17124,411,5.6,True
BREN.JK,OK,emiten/cache_1m/BREN.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
BRIS.JK,OK,emiten/cache_1m/BRIS.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
BRMS.JK,OK,emiten/cache_1m/BRMS.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
BRNA.JK,OK,emiten/cache_1m/BRNA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
BRPT.JK,OK,emiten/cache_1m/BRPT.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
BRRC.JK,OK,emiten/cache_1m/BRRC.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16566,411,28.22,True
BSBK.JK,OK,emiten/cache_1m/BSBK.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16980,411,11.44,True
BSDE.JK,OK,emiten/cache_1m/BSDE.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16632,411,25.55,True
BSIM.JK,OK,emiten/cache_1m/BSIM.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17178,411,3.41,True
BSML.JK,OK,emiten/cache_1m/BSML.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
BSSR.JK,OK,emiten/cache_1m/BSSR.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16950,411,12.65,True
BSWD.JK,OK,emiten/cache_1m/BSWD.JK.csv,2877,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17262,411,0.0,False
BTON.JK,OK,emiten/cache_1m/BTON.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17250,411,0.49,True
BTPN.JK,OK,emiten/cache_1m/BTPN.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17250,411,0.49,True
BTPS.JK,OK,emiten/cache_1m/BTPS.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16584,411,27.49,True
BUAH.JK,OK,emiten/cache_1m/BUAH.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17148,411,4.62,True
BUDI.JK,OK,emiten/cache_1m/BUDI.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17214,411,1.95,True
BUKA.JK,OK,emiten/cache_1m/BUKA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
BUKK.JK,OK,emiten/cache_1m/BUKK.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16602,411,26.76,True
BULL.JK,OK,emiten/cache_1m/BULL.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16602,411,26.76,True
BUMI.JK,OK,emiten/cache_1m/BUMI.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16548,411,28.95,True
BUVA.JK,OK,emiten/cache_1m/BUVA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17256,411,0.24,True
BVIC.JK,OK,emiten/cache_1m/BVIC.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16554,411,28.71,True
BWPT.JK,OK,emiten/cache_1m/BWPT.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16560,411,28.47,True
BYAN.JK,OK,emiten/cache_1m/BYAN.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17238,411,0.97,True
CAKK.JK,OK,emiten/cache_1m/CAKK.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17106,411,6.33,True
CAMP.JK,OK,emiten/cache_1m/CAMP.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17016,411,9.98,True
CARE.JK,OK,emiten/cache_1m/CARE.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16974,411,11.68,True
CARS.JK,OK,emiten/cache_1m/CARS.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,16968,411,11.92,True
CASA.JK,OK,emiten/cache_1m/CASA.JK.csv,121,2877,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,17088,411,7.06,True
