ticker,status,rows_csv,rows_valid,dup_dt,out_of_session,weekend_rows,min_dt,max_dt,missing_cols,extra_cols,file,na_Open,na_High,na_Low,na_Close,na_Adj Close,na_Volume,error
ASGR.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/ASGR.JK.csv,71,71,71,71,71,71,
ASII.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/ASII.JK.csv,2,2,2,2,2,2,
ASJT.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/ASJT.JK.csv,117,117,117,117,117,117,
ASLC.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/ASLC.JK.csv,2,2,2,2,2,2,
ASLI.JK,OK,2877,2877,0,0,0,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/ASLI.JK.csv,2877,2877,2877,2877,2877,2877,
ASPI.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/ASPI.JK.csv,2,2,2,2,2,2,
ASPR.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/ASPR.JK.csv,9,9,9,9,9,9,
ASRI.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/ASRI.JK.csv,11,11,11,11,11,11,
ASRM.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/ASRM.JK.csv,120,120,120,120,120,120,
ASSA.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/ASSA.JK.csv,23,23,23,23,23,23,
ATIC.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/ATIC.JK.csv,2,2,2,2,2,2,
ATLA.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/ATLA.JK.csv,5,5,5,5,5,5,
AUTO.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/AUTO.JK.csv,10,10,10,10,10,10,
AVIA.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/AVIA.JK.csv,33,33,33,33,33,33,
AWAN.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/AWAN.JK.csv,98,98,98,98,98,98,
AXIO.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/AXIO.JK.csv,84,84,84,84,84,84,
AYAM.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/AYAM.JK.csv,2,2,2,2,2,2,
AYLS.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/AYLS.JK.csv,61,61,61,61,61,61,
BABP.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BABP.JK.csv,67,67,67,67,67,67,
BABY.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BABY.JK.csv,87,87,87,87,87,87,
BACA.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BACA.JK.csv,102,102,102,102,102,102,
BAIK.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BAIK.JK.csv,2,2,2,2,2,2,
BAJA.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BAJA.JK.csv,34,34,34,34,34,34,
BALI.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BALI.JK.csv,83,83,83,83,83,83,
BANK.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BANK.JK.csv,78,78,78,78,78,78,
BAPA.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BAPA.JK.csv,38,38,38,38,38,38,
BATA.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BATA.JK.csv,112,112,112,112,112,112,
BATR.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BATR.JK.csv,24,24,24,24,24,24,
BAYU.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BAYU.JK.csv,112,112,112,112,112,112,
BBCA.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BBCA.JK.csv,2,2,2,2,2,2,
BBHI.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BBHI.JK.csv,45,45,45,45,45,45,
BBKP.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BBKP.JK.csv,15,15,15,15,15,15,
BBLD.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BBLD.JK.csv,5,5,5,5,5,5,
BBMD.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BBMD.JK.csv,119,119,119,119,119,119,
BBNI.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BBNI.JK.csv,3,3,3,3,3,3,
BBRI.JK,OK,319,319,0,0,0,2025-08-19 09:00:00+07:00,2025-08-19 15:49:00+07:00,,,emiten/cache_1m/BBRI.JK.csv,0,0,0,0,0,0,
BBRM.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BBRM.JK.csv,56,56,56,56,56,56,
BBSI.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BBSI.JK.csv,120,120,120,120,120,120,
BBSS.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BBSS.JK.csv,53,53,53,53,53,53,
BBTN.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BBTN.JK.csv,5,5,5,5,5,5,
BBYB.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BBYB.JK.csv,6,6,6,6,6,6,
BCAP.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BCAP.JK.csv,3,3,3,3,3,3,
BCIP.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BCIP.JK.csv,78,78,78,78,78,78,
BDKR.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BDKR.JK.csv,58,58,58,58,58,58,
BDMN.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BDMN.JK.csv,84,84,84,84,84,84,
BEEF.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BEEF.JK.csv,77,77,77,77,77,77,
BEER.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BEER.JK.csv,2,2,2,2,2,2,
BELI.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BELI.JK.csv,109,109,109,109,109,109,
BELL.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BELL.JK.csv,22,22,22,22,22,22,
BESS.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BESS.JK.csv,114,114,114,114,114,114,
BEST.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BEST.JK.csv,2,2,2,2,2,2,
BFIN.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BFIN.JK.csv,49,49,49,49,49,49,
BGTG.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BGTG.JK.csv,26,26,26,26,26,26,
BHAT.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BHAT.JK.csv,47,47,47,47,47,47,
BIKE.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BIKE.JK.csv,52,52,52,52,52,52,
BINA.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BINA.JK.csv,118,118,118,118,118,118,
BINO.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BINO.JK.csv,53,53,53,53,53,53,
BIPI.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BIPI.JK.csv,31,31,31,31,31,31,
BIRD.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BIRD.JK.csv,6,6,6,6,6,6,
BISI.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BISI.JK.csv,113,113,113,113,113,113,
BJBR.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BJBR.JK.csv,38,38,38,38,38,38,
BJTM.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BJTM.JK.csv,9,9,9,9,9,9,
BKSL.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BKSL.JK.csv,2,2,2,2,2,2,
BKSW.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BKSW.JK.csv,23,23,23,23,23,23,
BLES.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BLES.JK.csv,23,23,23,23,23,23,
BLOG.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BLOG.JK.csv,37,37,37,37,37,37,
BLTZ.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BLTZ.JK.csv,102,102,102,102,102,102,
BLUE.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BLUE.JK.csv,114,114,114,114,114,114,
BMAS.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BMAS.JK.csv,2,2,2,2,2,2,
BMHS.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BMHS.JK.csv,96,96,96,96,96,96,
BMRI.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BMRI.JK.csv,2,2,2,2,2,2,
BMSR.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BMSR.JK.csv,77,77,77,77,77,77,
BMTR.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BMTR.JK.csv,31,31,31,31,31,31,
BNBA.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BNBA.JK.csv,111,111,111,111,111,111,
BNGA.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BNGA.JK.csv,6,6,6,6,6,6,
BNII.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BNII.JK.csv,81,81,81,81,81,81,
BNLI.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BNLI.JK.csv,94,94,94,94,94,94,
BOAT.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BOAT.JK.csv,55,55,55,55,55,55,
BOBA.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BOBA.JK.csv,114,114,114,114,114,114,
BOGA.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BOGA.JK.csv,116,116,116,116,116,116,
BOLA.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BOLA.JK.csv,100,100,100,100,100,100,
BOLT.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BOLT.JK.csv,112,112,112,112,112,112,
BPFI.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BPFI.JK.csv,116,116,116,116,116,116,
BPII.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BPII.JK.csv,113,113,113,113,113,113,
BPTR.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BPTR.JK.csv,99,99,99,99,99,99,
BRAM.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BRAM.JK.csv,98,98,98,98,98,98,
BREN.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BREN.JK.csv,2,2,2,2,2,2,
BRIS.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BRIS.JK.csv,2,2,2,2,2,2,
BRMS.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BRMS.JK.csv,2,2,2,2,2,2,
BRNA.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BRNA.JK.csv,2,2,2,2,2,2,
BRPT.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BRPT.JK.csv,2,2,2,2,2,2,
BRRC.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BRRC.JK.csv,5,5,5,5,5,5,
BSBK.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BSBK.JK.csv,74,74,74,74,74,74,
BSDE.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BSDE.JK.csv,16,16,16,16,16,16,
BSIM.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BSIM.JK.csv,107,107,107,107,107,107,
BSML.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BSML.JK.csv,2,2,2,2,2,2,
BSSR.JK,OK,121,121,0,0,0,2025-08-19 13:50:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BSSR.JK.csv,69,69,69,69,69,69,
BSWD.JK,OK,2877,2877,0,0,0,2025-08-11 09:00:00+07:00,2025-08-19 15:50:00+07:00,,,emiten/cache_1m/BSWD.JK.csv,2877,2877,2877,2877,2877,2877,
