Date,Open,High,Low,Close,Adj Close,Volume
2025-03-03,87.0,89.0,85.0,86.0,86.0,82074800
2025-03-04,86.0,87.0,79.0,82.0,82.0,40067800
2025-03-05,82.0,85.0,81.0,83.0,83.0,3579900
2025-03-06,83.0,90.0,83.0,87.0,87.0,92612500
2025-03-07,87.0,88.0,84.0,85.0,85.0,83321100
2025-03-10,86.0,103.0,86.0,91.0,91.0,61932800
2025-03-11,90.0,96.0,86.0,92.0,92.0,10793600
2025-03-12,93.0,113.0,93.0,108.0,108.0,151819800
2025-03-13,109.0,112.0,102.0,102.0,102.0,83239200
2025-03-14,103.0,106.0,95.0,96.0,96.0,37385400
2025-03-17,96.0,129.0,96.0,122.0,122.0,70915800
2025-03-18,123.0,126.0,104.0,121.0,121.0,90650400
2025-03-19,121.0,124.0,114.0,123.0,123.0,75110000
2025-03-20,124.0,124.0,114.0,116.0,116.0,34005600
2025-03-21,116.0,117.0,106.0,117.0,117.0,7387900
2025-03-24,117.0,124.0,107.0,118.0,118.0,79034400
2025-03-25,118.0,120.0,115.0,117.0,117.0,65281800
2025-03-26,117.0,119.0,116.0,118.0,118.0,31110900
2025-03-27,116.0,119.0,110.0,119.0,119.0,5093800
2025-04-08,108.0,124.0,103.0,120.0,120.0,80839000
2025-04-09,121.0,126.0,113.0,120.0,120.0,67611200
2025-04-10,121.0,124.0,119.0,121.0,121.0,30779100
2025-04-11,122.0,140.0,120.0,128.0,128.0,50005600
2025-04-14,130.0,147.0,130.0,147.0,147.0,96229600
2025-04-15,148.0,149.0,136.0,137.0,137.0,94515300
2025-04-16,137.0,143.0,134.0,142.0,142.0,51802600
2025-04-17,142.0,144.0,140.0,141.0,141.0,7105400
2025-04-21,142.0,162.0,140.0,144.0,144.0,73560400
2025-04-22,149.0,184.0,138.0,139.0,139.0,200125200
2025-04-23,144.0,144.0,126.0,132.0,132.0,49657200
2025-04-24,133.0,135.0,124.0,126.0,126.0,12300800
2025-04-25,127.0,134.0,125.0,126.0,126.0,23515700
2025-04-28,128.0,170.0,126.0,168.0,168.0,253605000
2025-04-29,185.0,204.0,167.0,168.0,168.0,77517000
2025-04-30,168.0,184.0,168.0,178.0,178.0,31189100
2025-05-02,179.0,194.0,175.0,181.0,181.0,37834900
2025-05-05,185.0,188.0,178.0,182.0,182.0,105593100
2025-05-06,185.0,188.0,182.0,185.0,185.0,8165600
2025-05-07,185.0,191.0,184.0,185.0,185.0,11350000
2025-05-08,188.0,190.0,179.0,185.0,185.0,56627100
2025-05-09,185.0,200.0,180.0,188.0,188.0,50828900
2025-05-14,189.0,190.0,186.0,189.0,189.0,6763400
2025-05-15,189.0,191.0,185.0,187.0,187.0,3419500
2025-05-16,187.0,194.0,185.0,192.0,192.0,55588800
2025-05-19,192.0,216.0,192.0,206.0,206.0,47819100
2025-05-20,208.0,222.0,204.0,206.0,206.0,16208100
2025-05-21,208.0,212.0,204.0,208.0,208.0,3695100
2025-05-22,210.0,224.0,206.0,214.0,214.0,46244000
2025-05-23,216.0,220.0,212.0,218.0,218.0,7561000
2025-05-26,220.0,260.0,216.0,218.0,218.0,40579100
2025-05-27,220.0,254.0,220.0,236.0,236.0,35709300
2025-05-28,236.0,240.0,228.0,232.0,232.0,11500300
2025-06-02,262.0,264.0,226.0,232.0,232.0,61707200
2025-06-03,232.0,238.0,220.0,232.0,232.0,94029200
2025-06-04,234.0,234.0,198.0,198.0,198.0,57334100
2025-06-05,169.0,169.0,169.0,169.0,169.0,21823300
2025-06-10,167.0,190.0,154.0,181.0,181.0,196200600
2025-06-11,184.0,189.0,177.0,182.0,182.0,127719700
2025-06-12,182.0,185.0,177.0,182.0,182.0,145536100
2025-06-13,182.0,193.0,180.0,193.0,193.0,97597000
2025-06-16,193.0,208.0,190.0,206.0,206.0,201714800
2025-06-17,206.0,208.0,194.0,200.0,200.0,62969300
2025-06-18,200.0,204.0,193.0,202.0,202.0,134128600
2025-06-19,202.0,204.0,172.0,172.0,172.0,96675800
2025-06-20,147.0,147.0,147.0,147.0,147.0,94974500
2025-06-23,132.0,140.0,125.0,125.0,125.0,136371500
2025-06-24,125.0,129.0,115.0,125.0,125.0,34139200
2025-06-25,128.0,128.0,107.0,107.0,107.0,117007900
2025-06-26,101.0,113.0,94.0,107.0,107.0,94145800
2025-06-30,107.0,111.0,103.0,108.0,108.0,179562600
2025-07-01,109.0,122.0,108.0,111.0,111.0,221412900
2025-07-02,111.0,115.0,104.0,104.0,104.0,161541700
2025-07-03,105.0,108.0,98.0,104.0,104.0,135710500
2025-07-04,104.0,105.0,89.0,89.0,89.0,450664700
2025-07-07,76.0,86.0,76.0,76.0,76.0,670627800
2025-07-08,65.0,66.0,65.0,65.0,65.0,327241800
2025-07-09,56.0,87.0,56.0,87.0,87.0,1833549000
2025-07-10,96.0,117.0,96.0,117.0,117.0,1701458400
2025-07-11,119.0,141.0,101.0,118.0,118.0,1764605200
2025-07-14,118.0,125.0,101.0,101.0,101.0,1316624800
2025-07-15,86.0,86.0,86.0,86.0,86.0,269987100
2025-07-16,74.0,108.0,74.0,99.0,99.0,1530102000
2025-07-17,101.0,107.0,94.0,95.0,95.0,407816100
2025-07-18,97.0,99.0,90.0,92.0,92.0,188314600
2025-07-21,93.0,97.0,86.0,92.0,92.0,296796000
2025-07-22,94.0,94.0,87.0,89.0,89.0,114431100
2025-07-23,89.0,89.0,85.0,87.0,87.0,110433700
2025-07-24,87.0,93.0,87.0,88.0,88.0,105858700
2025-07-25,89.0,90.0,85.0,87.0,87.0,54185000
2025-07-28,87.0,88.0,85.0,86.0,86.0,51211600
2025-07-29,86.0,87.0,82.0,86.0,86.0,95084500
2025-07-30,86.0,93.0,86.0,89.0,89.0,209720900
2025-07-31,89.0,90.0,85.0,85.0,85.0,75061200
2025-08-01,85.0,91.0,82.0,88.0,88.0,150156300
2025-08-04,88.0,90.0,86.0,86.0,86.0,64675700
2025-08-05,86.0,87.0,84.0,85.0,,55797600
2025-08-06,86.0,91.0,84.0,87.0,,124646300
2025-08-07,88.0,89.0,85.0,85.0,,92834100
2025-08-08,85.0,86.0,83.0,84.0,,49263800
2025-08-11,84.0,85.0,82.0,83.0,,52650800
2025-08-12,83.0,84.0,81.0,82.0,,56945100
2025-08-13,83.0,84.0,82.0,83.0,,24389200
